,restaurant_code,review_title,account_name,new_aspect_1,phrase,phrase_lemma,phrase_stem,label
44,328-katong-laksa,That Chilli Packet Tho...,Eatssentially .,portion,big laksa,big laksa,big laksa,1
45,328-katong-laksa,That Chilli Packet Tho...,Eatssentially .,time,waiting time no waiting waiting time no waiting,waiting time no waiting waiting time no waiting,wait time no wait wait time no wait,1
46,328-katong-laksa,"The Michelin rated 328 Katong Laksa
Katong Laksa (small bowl) - $5.50 **For me, it tasted like the prima taste of Singapore Laksa...Nothing to shout about..",Calvin Lam Tuck Mun,food,tasted like prima taste singapore laksa katong laksa katong,tasted like prima taste singapore laksa katong laksa katong,tast like prima tast singapor laksa katong laksa katong,0
47,328-katong-laksa,"The Michelin rated 328 Katong Laksa
Katong Laksa (small bowl) - $5.50 **For me, it tasted like the prima taste of Singapore Laksa...Nothing to shout about..",Calvin Lam Tuck Mun,portion,small small bowl,small small bowl,small small bowl,-1
48,328-katong-laksa,The ONLY laksa I eat is 328 katong laksa.,Spoons Of Delights,food,laksa eat,laksa eat,laksa eat,0
49,328-katong-laksa,What's the Hype?,Kahlen O,ambience,air conditioning coild barely felt,air conditioning coild barely felt,air condit coild bare felt,-1
50,328-katong-laksa,What's the Hype?,Kahlen O,food,katong laksa bowl mediocre katong laksa,katong laksa bowl mediocre katong laksa,katong laksa bowl mediocr katong laksa,-1
51,328-katong-laksa,What's the Hype?,Kahlen O,price,think worth premium price worth premium price,think worth premium price worth premium price,think worth premium price worth premium price,1
52,328-katong-laksa,What's the Hype?,Kahlen O,service,hostile tables clean bad service,hostile table clean bad service,hostil tabl clean bad servic,-1
53,328-katong-laksa,Yummy 328 Katong Laksa!,Evelyn Foo,food,laksa singapore,laksa singapore,laksa singapor,0
54,328-katong-laksa,"[Katong] Undercooked strands of stiff rubber bands passed off as noodles, the broth lacking any depth of flavour, with only the flat taste of coconut ($7).",NUS FAT Club,food,passed noodles broth lacking flat taste coconut dayseat laksa no,passed noodle broth lacking flat taste coconut dayseat laksa no,pass noodl broth lack flat tast coconut dayseat laksa no,-1
55,328-katong-laksa,"“Welcome to Singapore, Day 9”
・
📌328 Katong Laksa
📌MARINE PARADE LAKSA
・
Comparing the taste of Laksa.",dori mingo,food,welcome singapore day katong laksa marine parade laksa katonglaksa,welcome singapore day katong laksa marine parade laksa katonglaksa,welcom singapor day katong laksa marin parad laksa katonglaksa,0
56,328-katong-laksa,"“Welcome to Singapore, Day 9”
・
📌328 Katong Laksa
📌MARINE PARADE LAKSA
・
Comparing the taste of Laksa.",dori mingo,portion,laksa laksa small,laksa laksa small,laksa laksa small,-1
57,333-bak-kut-teh,"Dinner with thy love @desmondodinson at 333 Bak Kut Teh in Balestier last Friday, and those pig intestines were really big and savoury!",Joanne Tan,food,friday pig intestines big chinesefood food foodie foodiesg,friday pig intestine big chinesefood food foodie foodiesg,friday pig intestin big chinesefood food foodi foodiesg,0
58,333-bak-kut-teh,"Dinner with thy love @desmondodinson at 333 Bak Kut Teh in Balestier last Friday, and those pig intestines were really big and savoury!",Joanne Tan,portion,friday pig intestines big,friday pig intestine big,friday pig intestin big,1
59,333-bak-kut-teh,Yumyum.😊,SHI JIA OOI,price,nice,nice,nice,1
60,3crab-teck-chye,Crabs!,Sam -,food,fresh not aroma taste,fresh not aroma taste,fresh not aroma tast,0
61,4-fingers-crispy-chicken-at-terminal-3,4 Fingers And A Thumbs Down,Russell Leong,food,chicken drumstick rice barely managed impression,chicken drumstick rice barely managed impression,chicken drumstick rice bare manag impress,-1
62,4-fingers-crispy-chicken-at-terminal-3,4 Fingers And A Thumbs Down,Russell Leong,price,disappointing price point,disappointing price point,disappoint price point,-1
63,4-fingers-crispy-chicken-at-terminal-3,4Fingers,Cheryl Fong,food,skin wee bit salty kimchi fries not bad,skin wee bit salty kimchi fry not bad,skin wee bit salti kimchi fri not bad,0
64,4-fingers-crispy-chicken-at-terminal-3,4Fingers Crispy Chicken!,Renee Wong,food,crispy chicken,crispy chicken,crispi chicken,0
65,4-fingers-crispy-chicken-at-terminal-3,Always good to get a mix of flavours.,Siming T,food,try soy garlic hot chicken wings fries not fantastic,try soy garlic hot chicken wing fry not fantastic,tri soy garlic hot chicken wing fri not fantast,-1
66,4-fingers-crispy-chicken-at-terminal-3,Chicken,Fat Cheek,food,lick good lick good,lick good lick good,lick good lick good,1
67,4-fingers-crispy-chicken-at-terminal-3,Drumlets Combo,AD Munchkin,food,got soggy quick chicken good,got soggy quick chicken good,got soggi quick chicken good,-1
68,4-fingers-crispy-chicken-at-terminal-3,Drumlets Combo,AD Munchkin,service,good,good,good,1
69,4-fingers-marina-square,"@4fingerssingapore
Singapore’s revolutionary casual dining brand 4FINGERS amps up the fried chicken dining experience with a brand-new, one-of-a-kind, Tom Yum Pop Crispy Chicken – a delightful explosion of flavours and sensation, courtesy of a sprinkling of popping candy crispies!",Makan Warrior,food,dining brand fried chicken new tom yum pop crispy popping candy way fingers taste fried chicken,dining brand fried chicken new tom yum pop crispy popping candy way finger taste fried chicken,dine brand fri chicken new tom yum pop crispi pop candi way finger tast fri chicken,0
70,4-fingers-marina-square,"@4fingerssingapore
Singapore’s revolutionary casual dining brand 4FINGERS amps up the fried chicken dining experience with a brand-new, one-of-a-kind, Tom Yum Pop Crispy Chicken – a delightful explosion of flavours and sensation, courtesy of a sprinkling of popping candy crispies!",Makan Warrior,time,limited time,limited time,limit time,0
71,4-fingers-marina-square,Craving for Fried Chicken since yesterday & finally dream came true 😍 🍗 6 pcs mixed (soy & spicy) ($8.45) all for myself 🤣,Judy Choong,food,fried chicken yesterday finally dream came true licking good licking good,fried chicken yesterday finally dream came true licking good licking good,fri chicken yesterday final dream came true lick good lick good,1
72,4-fingers-marina-square,What a sinful way to end the weekend!,Posh Code,food,fried chicken wings garlic seasoning seaweed fries friedchicken fourfingers,fried chicken wing garlic seasoning seaweed fry friedchicken fourfingers,fri chicken wing garlic season seawe fri friedchicken fourfing,0
73,4-fingers-marina-square,"💥🍗Check out @gimme4fingers New Explosive Tom Yum Pop Crispy Chicken💥🍗Each Fried Chicken is meticulously hand brushed with their homemade Tom Yum Sauce- a mix of spicy, sour and salty flavors and topped with popping candy crispies for a touch of sweetness.",Sheryl Sherbakes,food,explosive tom yum pop crispy chicken fried popping candy crispies touch combined soy garlic hot sauce options form wingettes drumettes boneless bites friedchicken,explosive tom yum pop crispy chicken fried popping candy crispies touch combined soy garlic hot sauce option form wingettes drumettes boneless bite friedchicken,explos tom yum pop crispi chicken fri pop candi crispi touch combin soy garlic hot sauc option form wingett drumett boneless bite friedchicken,0
74,5-the-moments,"At SGD 8.80 for a #doublescoop #serving of #two #flavours I do not #recall, this was #expensive #icecream and not #memorable.",Reuben Lim,ambience,lovely seats ambience,lovely seat ambience,love seat ambienc,1
75,5-the-moments,"At SGD 8.80 for a #doublescoop #serving of #two #flavours I do not #recall, this was #expensive #icecream and not #memorable.",Reuben Lim,food,icecream,icecream,icecream,0
76,5-the-moments,"At SGD 8.80 for a #doublescoop #serving of #two #flavours I do not #recall, this was #expensive #icecream and not #memorable.",Reuben Lim,portion,doublescoop serving flavours not recall,doublescoop serving flavour not recall,doublescoop serv flavour not recal,0
77,5-the-moments,"At SGD 8.80 for a #doublescoop #serving of #two #flavours I do not #recall, this was #expensive #icecream and not #memorable.",Reuben Lim,price,expensive icecream,expensive icecream,expens icecream,-1
78,5-the-moments,Cafe At Tanjong Pagar,hayashi kazuko,ambience,amazing funky instagram worthy desserts vintage interior decor interior decor good vibes themoments,amazing funky instagram worthy dessert vintage interior decor interior decor good vibe themoments,amaz funki instagram worthi dessert vintag interior decor interior decor good vibe themoment,1
79,5-the-moments,Charcoal Waffle for ✌🏼️with AFTER DINNER flavor ice cream🍦...,Mini YSF,food,icecream,icecream,icecream,0
80,5-the-moments,Dessert time!,May Man,food,redvelvet matchagreentea vanilla,redvelvet matchagreentea vanilla,redvelvet matchagreentea vanilla,0
81,5-the-moments,Free pour by our very talented barista.,5 The Moments,food,sgig latte tanjongpagar coffee,sgig latte tanjongpagar coffee,sgig latt tanjongpagar coffe,0
82,5-the-moments,Good For Sharing,Alicia Ho,food,sharing different scoops ice cream waffle buttermilk matcha red velvet bud confused sharing different scoops ice cream,sharing different scoop ice cream waffle buttermilk matcha red velvet bud confused sharing different scoop ice cream,share differ scoop ice cream waffl buttermilk matcha red velvet bud confus share differ scoop ice cream,-1
83,5-the-moments,Majullah Singapura !,5 The Moments,food,ndp waffleicecream,ndp waffleicecream,ndp waffleicecream,0
84,5-the-moments,Our beloved coffee machine.,5 The Moments,food,beloved coffee,beloved coffee,belov coffe,1
85,5-the-moments,Plain Ice Cream,Huang Chunping,food,diluted earl grey bad,diluted earl grey bad,dilut earl grey bad,-1
86,5-the-moments,Plain Ice Cream,Huang Chunping,service,bad staff not friendly barely,bad staff not friendly barely,bad staff not friendli bare,-1
87,5-the-moments,Worst Truffle Fries,Yan Lim,food,good not fries,good not fry,good not fri,1
88,5-the-moments,"[Matcha Lava Cake-$9.50]
While the aesthetics for this was totally on point, (swipe to see that pool of lava threatening to spill over 😹) , the same sadly can't be said about the tastes😅
Save for the green aesthetics, there was barely any hint of matcha detectable.",Seanna Lim,food,sweet tasted like maple syrup instead black sesame ice cream sweettooth blacksesame,sweet tasted like maple syrup instead black sesame ice cream sweettooth blacksesame,sweet tast like mapl syrup instead black sesam ice cream sweettooth blacksesam,0
89,5-the-moments,"[Matcha Tiramisu-$8.50]
Rather pricey, but the cake was also larger than average.",Seanna Lim,food,nice green tea fragrance matchadessert cake tiramisu cake larger,nice green tea fragrance matchadessert cake tiramisu cake larger,nice green tea fragranc matchadessert cake tiramisu cake larger,1
90,5-the-moments,"[Matcha Tiramisu-$8.50]
Rather pricey, but the cake was also larger than average.",Seanna Lim,price,pricey cake larger,pricey cake larger,pricey cake larger,-1
91,5-the-moments,savouringthemoment,Minghui Chua,food,selling ice cream cool shizz friend dark chocolate not bad best pop,selling ice cream cool shizz friend dark chocolate not bad best pop,sell ice cream cool shizz friend dark chocol not bad best pop,1
92,63espresso,Cold Brew,Xing Wei Chua,food,stark resembelance packaging papa pahelta version pretty fruity taste,stark resembelance packaging papa pahelta version pretty fruity taste,stark resembel packag papa pahelta version pretti fruiti tast,0
93,63espresso,Great $3 Lattes,Edith L.,price,worth,worth,worth,1
94,63espresso,Missing the coffee I get from Melbourne.,Saru Chan,food,good coffee sg good coffee sg,good coffee sg good coffee sg,good coffe sg good coffe sg,1
95,63espresso,Missing the coffee I get from Melbourne.,Saru Chan,price,cappuccino expensive cappuccino expensive,cappuccino expensive cappuccino expensive,cappuccino expens cappuccino expens,0
96,79-after-dark,3.75⭐ Indian food are usually expensive but this meal is much more affordable after utilising the burpple app.,Jerlin Tan,food,butter chicken taste not bad mutton slight gamey,butter chicken taste not bad mutton slight gamey,butter chicken tast not bad mutton slight gamey,0
97,79-after-dark,3.75⭐ Indian food are usually expensive but this meal is much more affordable after utilising the burpple app.,Jerlin Tan,price,affordable utilising burpple,affordable utilising burpple,afford utilis burppl,1
98,79-after-dark,Butter Chicken ($18),Mu 🥐,food,chunks creamy tomato ey cashew gravy best enjoyed basket naan garlic ones,chunk creamy tomato ey cashew gravy best enjoyed basket naan garlic one,chunk creami tomato ey cashew gravi best enjoy basket naan garlic one,1
99,79-after-dark,"Butter Chicken, Mutton Rogan Josh, Plain/Butter Naan",Serena Chai,ambience,bout place maybe left feeling wee bit disappointed,bout place maybe left feeling wee bit disappointed,bout place mayb left feel wee bit disappoint,-1
100,79-after-dark,"Butter Chicken, Mutton Rogan Josh, Plain/Butter Naan",Serena Chai,food,butter chicken mutton rogan josh plain naan best butter chicken,butter chicken mutton rogan josh plain naan best butter chicken,butter chicken mutton rogan josh plain naan best butter chicken,1
101,79-after-dark,Mutton Biryani ($16),Mu 🥐,food,enjoyable biryani fluffy basmati rice tender mutton chunks,enjoyable biryani fluffy basmati rice tender mutton chunk,enjoy biryani fluffi basmati rice tender mutton chunk,1
102,79-after-dark,Vegetarian Biryani,Super C,food,free water,free water,free water,0
103,79-after-dark,Vegetarian Biryani,Super C,price,excluded tax service charge excluded tax service charge,excluded tax service charge excluded tax service charge,exclud tax servic charg exclud tax servic charg,0
104,87-senze-taiwan-porridge,Braised Pork with Preserved Vegetables ($18 for Medium),Sean Chen,food,preserved vegetables medium melt mouth tender mildly sweet sauce coats entire pork paired savoury watery harmonious,preserved vegetable medium melt mouth tender mildly sweet sauce coat entire pork paired savoury watery harmonious,preserv veget medium melt mouth tender mildli sweet sauc coat entir pork pair savouri wateri harmoni,1
105,87-senze-taiwan-porridge,Chinese,Fatty Foodie,food,refillable porridge no questions asked,refillable porridge no question asked,refil porridg no question ask,0
106,87-senze-taiwan-porridge,Chinese,Fatty Foodie,service,friendly staff asked friendly staff,friendly staff asked friendly staff,friendli staff ask friendli staff,1
107,87-senze-taiwan-porridge,For 1-for-1 Main Dish (save ~$15),Burpple Guides,food,sweet potato porridge salted egg yolk prawns luxuriously tender pan fried cod fish soya sauce seafood tofu roll,sweet potato porridge salted egg yolk prawn luxuriously tender pan fried cod fish soya sauce seafood tofu roll,sweet potato porridg salt egg yolk prawn luxuri tender pan fri cod fish soya sauc seafood tofu roll,0
108,87-senze-taiwan-porridge,Spicy Eggplant w/ Minced Pork ($20 for Large),Sean Chen,food,minced pork large firm lots flesh meat sauce thicker,minced pork large firm lot flesh meat sauce thicker,minc pork larg firm lot flesh meat sauc thicker,0
109,87-senze-taiwan-porridge,Taiwan San Bei Chicken in Clay Pot ($21 for Medium),Sean Chen,food,clay pot medium sauce dried chili slices ginger cloves mushy garlic heavenly supposed soggy decent dish overall,clay pot medium sauce dried chili slice ginger clove mushy garlic heavenly supposed soggy decent dish overall,clay pot medium sauc dri chili slice ginger clove mushi garlic heavenli suppos soggi decent dish overal,1
110,8ash,Hoshi Wagyu Steak,Jamie Xen,portion,good,good,good,1
111,9-plus-cafe,Ayam Penyet,Thiam Peng Tan,food,delivers good meal fried chicken awesome curry runny egg delivers good meal,delivers good meal fried chicken awesome curry runny egg delivers good meal,deliv good meal fri chicken awesom curri runni egg deliv good meal,1
112,9-plus-cafe,Cereus Flower Pork Cartilage Soup With Hae Bee Rice,Thiam Peng Tan,food,shiok albeit not piece soft fried fish rice lol,shiok albeit not piece soft fried fish rice lol,shiok albeit not piec soft fri fish rice lol,1
113,9-plus-cafe,Mee Rebus & Ayam Penyet,Thiam Peng Tan,food,malay stall popular juicy tender soup gravy bean sprouts raw,malay stall popular juicy tender soup gravy bean sprout raw,malay stall popular juici tender soup gravi bean sprout raw,1
114,Mar-03,#Salad for #tonight!,Yen Min,food,salad raw salmon,salad raw salmon,salad raw salmon,0
115,Mar-03,Chicken Crepe,Darren T,food,crepe not bad,crepe not bad,crepe not bad,1
116,Mar-03,Chicken Crepe,Darren T,service,kinda appalling service,kinda appalling service,kinda appal servic,-1
117,Mar-03,Chicken Wrap,rollingooh .,food,wrapfavourite wrap marche,wrapfavourite wrap marche,wrapfavourit wrap march,1
118,Mar-03,Chicken cheese sausage rosti on a lazy Sunday.,Tingzie ©,food,rosti lazy,rosti lazy,rosti lazi,0
119,Mar-03,Chicken pizza #dinner,Cai h0ng,food,pizza dinnerchicken,pizza dinnerchicken,pizza dinnerchicken,0
120,Mar-03,Friday Dinner ♥,Derang Danbi,food,fine wine best,fine wine best,fine wine best,1
121,Mar-03,Grilled Pork Chop,Jackie They,food,chop average,chop average,chop averag,0
122,Mar-03,Lunch set: Baked Hungarian Salami Pasta Gratin comes with a drink (Camomile orange?,Posh Code,food,hungarian salami pasta gratin comes drink camomile orange maybe sgfood sgfoodie setmeal burpple,hungarian salami pasta gratin come drink camomile orange maybe sgfood sgfoodie setmeal burpple,hungarian salami pasta gratin come drink camomil orang mayb sgfood sgfoodi setmeal burppl,0
123,Mar-03,Marche Truffle Chocolate Cake,Alvin Sim,food,truffle chocolate cake enjoying sweet prefer,truffle chocolate cake enjoying sweet prefer,truffl chocol cake enjoy sweet prefer,1
124,Mar-03,Marché Rosti With Sausage And Eggs,Yue Hern,food,eggsrosti cooked loved sausage sour cream not good sour cream not good,eggsrosti cooked loved sausage sour cream not good sour cream not good,eggsrosti cook love sausag sour cream not good sour cream not good,0
125,Mar-03,Marché.,HungryUnicorn SG,food,carbonara pasta milky overloaded lots bacon bits,carbonara pasta milky overloaded lot bacon bit,carbonara pasta milki overload lot bacon bit,0
126,Mar-03,Mushroom Pasta,Doreen Tan,food,uses chicken stock,us chicken stock,use chicken stock,0
127,Mar-03,Pumpkin Pasta,Deelightfully Veg,food,tried pumpkin pasta egg taste pumpkin sauce black pepper seasoning,tried pumpkin pasta egg taste pumpkin sauce black pepper seasoning,tri pumpkin pasta egg tast pumpkin sauc black pepper season,0
128,Mar-03,Rosti,Doreen Tan,food,swiss rosti chicken cheese sausage lots sinfully rich sour cream thank marchesingapore giveaway beef stroganoff not available,swiss rosti chicken cheese sausage lot sinfully rich sour cream thank marchesingapore giveaway beef stroganoff not available,swiss rosti chicken chees sausag lot sin rich sour cream thank marchesingapor giveaway beef stroganoff not avail,0
129,Mar-03,Rosti,Doreen Tan,service,available today staff kindly,available today staff kindly,avail today staff kindli,1
130,Mar-03,Rosti (Sausage Add-On),JQ K,food,sausage add,sausage add,sausag add,0
131,Mar-03,Rosti (Sausage Add-On),JQ K,price,expensive value people going garlic,expensive value people going garlic,expens valu peopl go garlic,-1
132,Mar-03,Rosti With Sour Cream,Jermaine Lim,food,rosti sour love good rosti satisfying exciting watch sides waiting potatoes hand grated strips eventually pan fried goes places rostis way oily tasteless potatoes hand grated strips eventually pan fried rosti sour love good rosti fine crisp probably added cheese,rosti sour love good rosti satisfying exciting watch side waiting potato hand grated strip eventually pan fried go place rostis way oily tasteless potato hand grated strip eventually pan fried rosti sour love good rosti fine crisp probably added cheese,rosti sour love good rosti satisfi excit watch side wait potato hand grate strip eventu pan fri goe place rosti way oili tasteless potato hand grate strip eventu pan fri rosti sour love good rosti fine crisp probabl ad chees,1
133,Mar-03,Rosti With Sour Cream,Jermaine Lim,time,watch sides waiting,watch side waiting,watch side wait,0
134,Mar-03,Savoury Crepe And Rosti,Clarissa Chua 蔡杏怡,portion,crepe rostiit long portion like got smaller portion like got smaller,crepe rostiit long portion like got smaller portion like got smaller,crepe rostiit long portion like got smaller portion like got smaller,-1
135,Mar-03,Savoury Crepe And Rosti,Clarissa Chua 蔡杏怡,tome,long portion like got smaller,long portion like got smaller,long portion like got smaller,-1
136,Mar-03,Super expensive fresh breast anyone?,Tingzie ©,price,expensive fresh breast,expensive fresh breast,expens fresh breast,-1
137,Mar-03,The End Product,Raine Liu,food,large piece chicken thigh drum,large piece chicken thigh drum,larg piec chicken thigh drum,0
138,Mar-03,The End Product,Raine Liu,portion,large piece chicken thigh drum,large piece chicken thigh drum,larg piec chicken thigh drum,1
139,Mar-03,The lamb chop is so tiny but so delicious!,Eileen Qlo,portion,chop tiny,chop tiny,chop tini,-1
140,Mar-03,Try it Iike a Vikings !,Nivlek Lee,food,iike vikings pork knuckles cheese sausage,iike viking pork knuckle cheese sausage,iik vike pork knuckl chees sausag,0
141,Mar-03,What's Marché Without Rösti,Raine Liu,food,nv overcooked rsti,nv overcooked rsti,nv overcook rsti,1
142,Mar-03,ribeye,R Goh,food,served garlic potatoes ratatouille,served garlic potato ratatouille,serv garlic potato ratatouil,0
143,ah-hua-kelong-1,Chilli Crab Mantou,Ems Huang,food,chilli crab sour,chilli crab sour,chilli crab sour,0
144,ah-hua-kelong-1,Fish & Chips,Liz :),food,fish filleted sesame dressing,fish filleted sesame dressing,fish fillet sesam dress,0
