Unnamed: 0,restaurant_code,review_title,review_body,account_name,account_id,aspect,phrase,phrase_no_aspect,phrase_no_noun,label,new_aspect_1,new_aspect_2
3129,le-chaseur-new-branch,Back at #lechasseur after 2 years for mother's day celebration with bf's family.,"We waited 1.5hr for this claypot chicken rice! Thankfully it was still as nice! Bbq sotong was nicely grilled. Coffee pork ribs was soo tender that it came off the bone easily (as compared to some other zhichar restaurant that we dined at recently). Otah omlette was also interesting with prawn bits in it. Tau suan was served hot with freshly fried crispy you tiao. Ending it off with grass jelly dessert which came with goji berries too. Meal for 5 was $70+ (plus another dish of veg. since I don't eat veg, no veg is featured here hehe) #burpple #burpplesg",Spoons Of Delights,@spoonsofdelights,food,"also, interesting, prawn, bits","['also', 'interesting', 'bits']","['also', 'interesting', 'bits']",1,food,food
3130,le-chaseur-new-branch,Rice for 3 to share - small serving is good enough if you ain't eat much!,#claypot #rice #special #chinese #chicken #yum #food #foodies #foodporn #singapore #sinful #lunch #east #sogood #sofull #yay #family,Alicia Tan,@38883,food,"share, small, serving, good, enough",['share'],"['share', 'small', 'serving', 'good', 'enough']",0,,
3131,le-chaseur-new-branch,Rice for 3 to share - small serving is good enough if you ain't eat much!,#claypot #rice #special #chinese #chicken #yum #food #foodies #foodporn #singapore #sinful #lunch #east #sogood #sofull #yay #family,Alicia Tan,@38883,food,special,['special'],['special'],1,food,food
3132,le-chaseur-new-branch,Rice for 3 to share - small serving is good enough if you ain't eat much!,#claypot #rice #special #chinese #chicken #yum #food #foodies #foodporn #singapore #sinful #lunch #east #sogood #sofull #yay #family,Alicia Tan,@38883,food,"chinese, chicken",['chinese'],['chinese'],1,food,
3133,le-chaseur-new-branch,Rice for 3 to share - small serving is good enough if you ain't eat much!,#claypot #rice #special #chinese #chicken #yum #food #foodies #foodporn #singapore #sinful #lunch #east #sogood #sofull #yay #family,Alicia Tan,@38883,food,"food, foodies","['food', 'foodies']",[],0,food,
3134,le-chaseur-new-branch,Rice for 3 to share - small serving is good enough if you ain't eat much!,#claypot #rice #special #chinese #chicken #yum #food #foodies #foodporn #singapore #sinful #lunch #east #sogood #sofull #yay #family,Alicia Tan,@38883,portion,"share, small, serving, good, enough, ai, eat","['share', 'ai', 'eat']","['share', 'small', 'serving', 'good', 'enough', 'ai', 'eat']",0,portion,portion
3135,le-chaseur-new-branch,Rice for 3 to share - small serving is good enough if you ain't eat much!,#claypot #rice #special #chinese #chicken #yum #food #foodies #foodporn #singapore #sinful #lunch #east #sogood #sofull #yay #family,Alicia Tan,@38883,service,"small, serving, good, enough, ai, eat","['ai', 'eat']","['small', 'serving', 'good', 'enough', 'ai', 'eat']",0,,
3136,le-chaseur-new-branch,Try Their Claypot Rice Too!,"Tau Suan - They are very generous with their mung beans and they are not too soft nor hard. The beans are steamed and placed in the fridge. When you place an order, the chef will then make the soup with gula melaka.
Read more: http://www.misstamchiak.com/weekend-feast-vitagen-le-chasseur/",Maureen Ow,@72128,food,"tau, suan, generous, mung, beans","['tau', 'suan', 'mung', 'beans']","['tau', 'generous', 'mung']",0,food,
3137,le-chaseur-new-branch,Try Their Claypot Rice Too!,"Tau Suan - They are very generous with their mung beans and they are not too soft nor hard. The beans are steamed and placed in the fridge. When you place an order, the chef will then make the soup with gula melaka.
Read more: http://www.misstamchiak.com/weekend-feast-vitagen-le-chasseur/",Maureen Ow,@72128,food,"not, soft, nor, hard","['not', 'soft', 'nor', 'hard']","['not', 'soft', 'nor', 'hard']",0,food,food
3138,le-chaseur-new-branch,Try Their Claypot Rice Too!,"Tau Suan - They are very generous with their mung beans and they are not too soft nor hard. The beans are steamed and placed in the fridge. When you place an order, the chef will then make the soup with gula melaka.
Read more: http://www.misstamchiak.com/weekend-feast-vitagen-le-chasseur/",Maureen Ow,@72128,food,"make, soup",['make'],['make'],0,food,
3139,le-chaseur-new-branch,Try Their Claypot Rice Too!,"Tau Suan - They are very generous with their mung beans and they are not too soft nor hard. The beans are steamed and placed in the fridge. When you place an order, the chef will then make the soup with gula melaka.
Read more: http://www.misstamchiak.com/weekend-feast-vitagen-le-chasseur/",Maureen Ow,@72128,food,"gula, melaka","['gula', 'melaka']",['melaka'],0,food,
3140,le-chaseur-new-branch,Try Their Claypot Rice Too!,"Tau Suan - They are very generous with their mung beans and they are not too soft nor hard. The beans are steamed and placed in the fridge. When you place an order, the chef will then make the soup with gula melaka.
Read more: http://www.misstamchiak.com/weekend-feast-vitagen-le-chasseur/",Maureen Ow,@72128,ambience,"placed, fridge","['placed', 'fridge']",['placed'],0,,
3141,le-chaseur-new-branch,Try Their Claypot Rice Too!,"Tau Suan - They are very generous with their mung beans and they are not too soft nor hard. The beans are steamed and placed in the fridge. When you place an order, the chef will then make the soup with gula melaka.
Read more: http://www.misstamchiak.com/weekend-feast-vitagen-le-chasseur/",Maureen Ow,@72128,ambience,order,['order'],[],0,,
3142,le-chaseur-new-branch,Try Their Claypot Rice Too!,"Tau Suan - They are very generous with their mung beans and they are not too soft nor hard. The beans are steamed and placed in the fridge. When you place an order, the chef will then make the soup with gula melaka.
Read more: http://www.misstamchiak.com/weekend-feast-vitagen-le-chasseur/",Maureen Ow,@72128,ambience,"chef, make","['chef', 'make']",['make'],0,,
3143,le-chaseur-new-branch,Try Their Claypot Rice Too!,"Tau Suan - They are very generous with their mung beans and they are not too soft nor hard. The beans are steamed and placed in the fridge. When you place an order, the chef will then make the soup with gula melaka.
Read more: http://www.misstamchiak.com/weekend-feast-vitagen-le-chasseur/",Maureen Ow,@72128,ambience,"soup, gula, melaka","['gula', 'melaka']",['melaka'],0,food,
3144,le-chaseur-new-branch,Coffee Pork Ribs,"Sticky, caramel, flavourful goodness. Pork heaven. Fall off the bone too. I rest my case. ",Cheryl Chia,@cherylovescake,food,"flavourful, goodness","['flavourful', 'goodness']","['flavourful', 'goodness']",1,food,food
3145,le-shrimp-ramen,Ebiko Shrimp Paste La Mian,"The soup is really good. It’s like lobster ramen but sweeter and bit lighter so it’s not that jelat for me. I really liked it! We didn’t know it’s from paradise group. But I do feel like the ebiko prawn paste is better at their BITP outlets. There’s just more bite there. 
But I will still return for their soup and noodles. Really good!",Maureen Yeoh,@rynezzie,food,"’, like, lobster, ramen","['’', 'like']","['’', 'like', 'lobster']",0,food,
3146,le-shrimp-ramen,Ebiko Shrimp Paste La Mian,"The soup is really good. It’s like lobster ramen but sweeter and bit lighter so it’s not that jelat for me. I really liked it! We didn’t know it’s from paradise group. But I do feel like the ebiko prawn paste is better at their BITP outlets. There’s just more bite there. 
But I will still return for their soup and noodles. Really good!",Maureen Yeoh,@rynezzie,food,"ebiko, prawn, paste, better, bitp","['ebiko', 'paste', 'better', 'bitp']","['ebiko', 'paste', 'better', 'bitp']",0,food,food
3147,le-shrimp-ramen,Ebiko Shrimp Paste La Mian,"The soup is really good. It’s like lobster ramen but sweeter and bit lighter so it’s not that jelat for me. I really liked it! We didn’t know it’s from paradise group. But I do feel like the ebiko prawn paste is better at their BITP outlets. There’s just more bite there. 
But I will still return for their soup and noodles. Really good!",Maureen Yeoh,@rynezzie,food,"still, return","['still', 'return']","['still', 'return']",1,food,food
3148,le-shrimp-ramen,Ebiko Shrimp Paste La Mian,"The soup is really good. It’s like lobster ramen but sweeter and bit lighter so it’s not that jelat for me. I really liked it! We didn’t know it’s from paradise group. But I do feel like the ebiko prawn paste is better at their BITP outlets. There’s just more bite there. 
But I will still return for their soup and noodles. Really good!",Maureen Yeoh,@rynezzie,food,"soup, noodles",[],[],0,food,
3149,le-shrimp-ramen,Ebiko Shrimp Paste La Mian,"The soup is really good. It’s like lobster ramen but sweeter and bit lighter so it’s not that jelat for me. I really liked it! We didn’t know it’s from paradise group. But I do feel like the ebiko prawn paste is better at their BITP outlets. There’s just more bite there. 
But I will still return for their soup and noodles. Really good!",Maureen Yeoh,@rynezzie,service,"still, return, soup, noodles","['still', 'return']","['still', 'return']",1,food,food
3150,le-shrimp-ramen,Le Shrimp Ramen from @paradisegrpsg is doing delivery!,"Order for the whole family and get FREE DELIVERY when you hit $50!
Go for the Le Shrimp Trio ($19.90) in tasty shrimp broth or just the Ebiko Prawn Pasta Shrimp Ramen ($15.50) for my favourite ebiko balls 💕 #savefnbsg",Raine Liu,@rainraineeataway,food,"le, shrimp, ramen, paradisegrpsg","['le', 'paradisegrpsg']","['le', 'shrimp']",0,food,
3151,le-shrimp-ramen,Le Shrimp Ramen from @paradisegrpsg is doing delivery!,"Order for the whole family and get FREE DELIVERY when you hit $50!
Go for the Le Shrimp Trio ($19.90) in tasty shrimp broth or just the Ebiko Prawn Pasta Shrimp Ramen ($15.50) for my favourite ebiko balls 💕 #savefnbsg",Raine Liu,@rainraineeataway,food,"broth, ebiko",['ebiko'],"['broth', 'ebiko']",0,food,
3152,le-shrimp-ramen,Le Signature Prawn Ramen ($19.90),"Paradise Group strikes again, this time with a la mian X ramen X prawn noodle hybrid concept. Though a little pricey, prawn lovers will thoroughly enjoy this dish, featuring two fresh large prawns and a generous amount of bouncy shrimp paste balls. The broth was the the star of this dish — complex with a smoky wok hei depth, which really sets this bowl aside from the average prawn noodle. Yum!",Alicia Kho,@aliciakho,food,"prawn, ramen",[],[],0,food,
3153,le-shrimp-ramen,Le Signature Prawn Ramen ($19.90),"Paradise Group strikes again, this time with a la mian X ramen X prawn noodle hybrid concept. Though a little pricey, prawn lovers will thoroughly enjoy this dish, featuring two fresh large prawns and a generous amount of bouncy shrimp paste balls. The broth was the the star of this dish — complex with a smoky wok hei depth, which really sets this bowl aside from the average prawn noodle. Yum!",Alicia Kho,@aliciakho,food,"noodle, hybrid, concept","['hybrid', 'concept']",['hybrid'],0,food,
3154,le-shrimp-ramen,Le Signature Prawn Ramen ($19.90),"Paradise Group strikes again, this time with a la mian X ramen X prawn noodle hybrid concept. Though a little pricey, prawn lovers will thoroughly enjoy this dish, featuring two fresh large prawns and a generous amount of bouncy shrimp paste balls. The broth was the the star of this dish — complex with a smoky wok hei depth, which really sets this bowl aside from the average prawn noodle. Yum!",Alicia Kho,@aliciakho,food,"large, prawns, generous, amount, bouncy, shrimp, paste, balls","['prawns', 'bouncy', 'paste', 'balls']","['large', 'generous', 'shrimp', 'paste']",1,food,food
3155,le-shrimp-ramen,Le Signature Prawn Ramen ($19.90),"Paradise Group strikes again, this time with a la mian X ramen X prawn noodle hybrid concept. Though a little pricey, prawn lovers will thoroughly enjoy this dish, featuring two fresh large prawns and a generous amount of bouncy shrimp paste balls. The broth was the the star of this dish — complex with a smoky wok hei depth, which really sets this bowl aside from the average prawn noodle. Yum!",Alicia Kho,@aliciakho,time,"prawn, ramen",[],[],0,food,
3156,le-shrimp-ramen,Le Signature Prawn Ramen ($19.90),"Paradise Group strikes again, this time with a la mian X ramen X prawn noodle hybrid concept. Though a little pricey, prawn lovers will thoroughly enjoy this dish, featuring two fresh large prawns and a generous amount of bouncy shrimp paste balls. The broth was the the star of this dish — complex with a smoky wok hei depth, which really sets this bowl aside from the average prawn noodle. Yum!",Alicia Kho,@aliciakho,time,"strikes, time",['strikes'],['strikes'],0,,
3157,le-shrimp-ramen,Le Signature Prawn Ramen ($19.90),"Paradise Group strikes again, this time with a la mian X ramen X prawn noodle hybrid concept. Though a little pricey, prawn lovers will thoroughly enjoy this dish, featuring two fresh large prawns and a generous amount of bouncy shrimp paste balls. The broth was the the star of this dish — complex with a smoky wok hei depth, which really sets this bowl aside from the average prawn noodle. Yum!",Alicia Kho,@aliciakho,price,"little, pricey",['little'],"['little', 'pricey']",-1,price,price
3158,le-shrimp-ramen,Le Signature Prawn Ramen ($19.90),"Paradise Group strikes again, this time with a la mian X ramen X prawn noodle hybrid concept. Though a little pricey, prawn lovers will thoroughly enjoy this dish, featuring two fresh large prawns and a generous amount of bouncy shrimp paste balls. The broth was the the star of this dish — complex with a smoky wok hei depth, which really sets this bowl aside from the average prawn noodle. Yum!",Alicia Kho,@aliciakho,portion,"fresh, large, prawns, generous, amount, bouncy, shrimp, paste, balls","['prawns', 'bouncy', 'paste', 'balls']","['fresh', 'large', 'generous', 'shrimp', 'paste']",1,portion,portion
3159,le-shrimp-ramen,"Topped up my bowl of dry ramen with some extra ingredients and wah lah, I couldn’t wait to dig into it.","This was such an essential combination they should absolutely offer it on their menu.
But of cos, a meal would never be complete at Le Shrimp without their rich and delicious prawn broth. And so I added a bowl all for myself.
Luscious and luxurious, this would be my place for prawn noodles elevated and savoured in comfort.",I makan Sg,@imakansg,food,"dry, ramen, extra, ingredients, wah, lah, could, n, ’, wait, dig","['dry', 'extra', 'wah', 'lah', 'could', 'n', '’', 'dig']","['dry', 'extra', 'could', 'n', '’', 'wait', 'dig']",1,food,food
3160,le-shrimp-ramen,"Topped up my bowl of dry ramen with some extra ingredients and wah lah, I couldn’t wait to dig into it.","This was such an essential combination they should absolutely offer it on their menu.
But of cos, a meal would never be complete at Le Shrimp without their rich and delicious prawn broth. And so I added a bowl all for myself.
Luscious and luxurious, this would be my place for prawn noodles elevated and savoured in comfort.",I makan Sg,@imakansg,food,"complete, le, shrimp, without, rich","['complete', 'le', 'without', 'rich']","['complete', 'le', 'shrimp', 'without', 'rich']",0,food,
3161,le-shrimp-ramen,"Topped up my bowl of dry ramen with some extra ingredients and wah lah, I couldn’t wait to dig into it.","This was such an essential combination they should absolutely offer it on their menu.
But of cos, a meal would never be complete at Le Shrimp without their rich and delicious prawn broth. And so I added a bowl all for myself.
Luscious and luxurious, this would be my place for prawn noodles elevated and savoured in comfort.",I makan Sg,@imakansg,food,"delicious, prawn, broth",[],"['delicious', 'broth']",1,food,food
3162,le-shrimp-ramen,"Topped up my bowl of dry ramen with some extra ingredients and wah lah, I couldn’t wait to dig into it.","This was such an essential combination they should absolutely offer it on their menu.
But of cos, a meal would never be complete at Le Shrimp without their rich and delicious prawn broth. And so I added a bowl all for myself.
Luscious and luxurious, this would be my place for prawn noodles elevated and savoured in comfort.",I makan Sg,@imakansg,food,place,[],[],0,,
3163,le-shrimp-ramen,"Topped up my bowl of dry ramen with some extra ingredients and wah lah, I couldn’t wait to dig into it.","This was such an essential combination they should absolutely offer it on their menu.
But of cos, a meal would never be complete at Le Shrimp without their rich and delicious prawn broth. And so I added a bowl all for myself.
Luscious and luxurious, this would be my place for prawn noodles elevated and savoured in comfort.",I makan Sg,@imakansg,food,"noodles, elevated",['elevated'],['elevated'],1,food,food
3164,le-shrimp-ramen,"Topped up my bowl of dry ramen with some extra ingredients and wah lah, I couldn’t wait to dig into it.","This was such an essential combination they should absolutely offer it on their menu.
But of cos, a meal would never be complete at Le Shrimp without their rich and delicious prawn broth. And so I added a bowl all for myself.
Luscious and luxurious, this would be my place for prawn noodles elevated and savoured in comfort.",I makan Sg,@imakansg,time,"extra, ingredients, wah, lah, could, n, ’, wait, dig","['extra', 'wah', 'lah', 'could', 'n', '’', 'dig']","['extra', 'could', 'n', '’', 'wait', 'dig']",0,,
3165,le-shrimp-ramen,"Topped up my bowl of dry ramen with some extra ingredients and wah lah, I couldn’t wait to dig into it.","This was such an essential combination they should absolutely offer it on their menu.
But of cos, a meal would never be complete at Le Shrimp without their rich and delicious prawn broth. And so I added a bowl all for myself.
Luscious and luxurious, this would be my place for prawn noodles elevated and savoured in comfort.",I makan Sg,@imakansg,portion,"extra, ingredients, wah, lah, could, n, ’, wait, dig","['extra', 'wah', 'lah', 'could', 'n', '’', 'dig']","['extra', 'could', 'n', '’', 'wait', 'dig']",0,,
3166,le-shrimp-ramen,"Topped up my bowl of dry ramen with some extra ingredients and wah lah, I couldn’t wait to dig into it.","This was such an essential combination they should absolutely offer it on their menu.
But of cos, a meal would never be complete at Le Shrimp without their rich and delicious prawn broth. And so I added a bowl all for myself.
Luscious and luxurious, this would be my place for prawn noodles elevated and savoured in comfort.",I makan Sg,@imakansg,ambience,"place, prawn, noodles, elevated, savoured","['elevated', 'savoured']","['elevated', 'savoured']",1,food,food
3167,le-shrimp-ramen,@paradisegrpsg new concept - Le Shrimp Ramen having their opening 1 for 1 special from 7-9 Dec!,"Imagine thick ramen broth (in this case prawn broth) paired with Chinese La Mian. Loved the soup, definitely good for the rainy weather. The noodles was on the softer side but the portion was huge! Pictured would be the Le Signature Trio Shrimp Ramen ($19.90). Personally love the shrimp wanton which you can find an entire shrimp wrapped within that wanton wrapper. I think my life would be complete with dumpling with their broth 😌",Raine Liu,@rainraineeataway,food,"new, concept, le, shrimp, ramen, opening","['new', 'concept', 'le', 'opening']","['new', 'le', 'shrimp', 'opening']",0,food,food
3168,le-shrimp-ramen,@paradisegrpsg new concept - Le Shrimp Ramen having their opening 1 for 1 special from 7-9 Dec!,"Imagine thick ramen broth (in this case prawn broth) paired with Chinese La Mian. Loved the soup, definitely good for the rainy weather. The noodles was on the softer side but the portion was huge! Pictured would be the Le Signature Trio Shrimp Ramen ($19.90). Personally love the shrimp wanton which you can find an entire shrimp wrapped within that wanton wrapper. I think my life would be complete with dumpling with their broth 😌",Raine Liu,@rainraineeataway,food,"broth, case, prawn, broth, paired, chinese","['case', 'paired', 'chinese']","['broth', 'broth', 'paired', 'chinese']",0,food,
