model,analyzer,lowercase,ngram_range,aspect,type,C,class_weight,penalty,solver,val_f1,val_recall,val_precision,val_accuracy,test_f1,test_recall,test_precision,test_accuracy,alpha,gamma,kernel,criterion,min_samples_split,strategy
rf,word,True,"(1, 2)",original,lemma,,,,,0.8084311948001085,0.827933765298776,0.8238192212726606,0.827933765298776,0.7658383415724387,0.7874538745387454,0.7907600521780561,0.7874538745387454,,,,gini,5.0,
rf,word,True,"(1, 3)",original,lemma,,balanced_subsample,,,0.8082913534176255,0.8185745140388769,0.812444090075927,0.8185745140388769,0.7677172903778556,0.7771217712177122,0.7751938361040326,0.7771217712177122,,,,entropy,10.0,
rf,word,True,"(1, 2)",original,original,,balanced_subsample,,,0.8082692810356046,0.8228941684665226,0.8149226040541905,0.8228941684665226,0.7637011171267767,0.7756457564575646,0.7718796314705813,0.7756457564575646,,,,entropy,5.0,
rf,word,True,"(1, 2)",original,stem,,balanced_subsample,,,0.8082397277674683,0.8142548596112311,0.8094773457504363,0.8142548596112311,0.780888123733442,0.785239852398524,0.7858406467622845,0.785239852398524,,,,gini,10.0,
rf,word,True,"(1, 1)",original,lemma,,,,,0.8080539408457718,0.8243340532757379,0.813741682456272,0.8243340532757379,0.766076346139484,0.785239852398524,0.7864262366427884,0.785239852398524,,,,gini,2.0,
rf,word,True,"(1, 2)",original,original,,balanced,,,0.8079899890373208,0.8200143988480921,0.8128431821977334,0.8200143988480921,0.7694847005962341,0.7808118081180812,0.7766316388142792,0.7808118081180812,,,,entropy,10.0,
rf,word,True,"(1, 3)",original,original,,balanced_subsample,,,0.8078710902442559,0.8207343412526998,0.8123988962932114,0.8207343412526998,0.7696825926806007,0.7800738007380074,0.7755789213022967,0.7800738007380074,,,,entropy,10.0,
rf,word,True,"(1, 3)",original,lemma,,balanced,,,0.8078559211989257,0.8200143988480921,0.8110372421813149,0.8200143988480921,0.7751663247143571,0.7837638376383764,0.7792336284564144,0.7837638376383764,,,,gini,10.0,
rf,word,True,"(1, 1)",original,original,,balanced_subsample,,,0.8076607310653373,0.8178545716342692,0.8080816527900898,0.8178545716342692,0.7647950821243767,0.7741697416974169,0.7706246847549586,0.7741697416974169,,,,gini,5.0,
rf,word,True,"(1, 2)",original,original,,,,,0.8075726141573509,0.8250539956803455,0.8160985546030823,0.8250539956803455,0.7696331587090304,0.7896678966789668,0.7897653870428981,0.7896678966789668,,,,gini,10.0,
rf,word,True,"(1, 2)",original,lemma,,balanced,,,0.8075448418509344,0.8264938804895609,0.8237980592888974,0.8264938804895609,0.7575206384586848,0.7749077490774908,0.7731226721668584,0.7749077490774908,,,,gini,2.0,
rf,word,True,"(1, 3)",original,lemma,,balanced_subsample,,,0.8073520088528343,0.8192944564434845,0.810441196406837,0.8192944564434845,0.7785345578339129,0.7874538745387454,0.7859884740327623,0.7874538745387454,,,,gini,10.0,
rf,word,True,"(1, 2)",original,stem,,,,,0.8072509506566582,0.8257739380849533,0.8175896238143784,0.8257739380849533,0.7698094603524083,0.788929889298893,0.7917341458084733,0.788929889298893,,,,gini,5.0,
rf,word,True,"(1, 2)",original,stem,,balanced_subsample,,,0.8072408992852026,0.8178545716342692,0.8107892598231535,0.8178545716342692,0.7868866275724863,0.7948339483394834,0.7929333396119286,0.7948339483394834,,,,gini,5.0,
rf,word,True,"(1, 2)",original,lemma,,,,,0.8070691225610183,0.8250539956803455,0.8174636163480337,0.8250539956803455,0.7734129887702802,0.7933579335793358,0.7978733608929763,0.7933579335793358,,,,entropy,10.0,
rf,word,True,"(1, 3)",original,original,,balanced,,,0.8070535071965869,0.8214542836573074,0.8141039659060397,0.8214542836573074,0.7639271373181892,0.7756457564575646,0.7733275641762575,0.7756457564575646,,,,gini,5.0,
rf,word,True,"(1, 1)",original,stem,,,,,0.807002007964756,0.8236141108711303,0.8144335992923404,0.8236141108711303,0.7745095842443693,0.792619926199262,0.7955957033346135,0.792619926199262,,,,entropy,5.0,
rf,word,True,"(1, 1)",original,lemma,,balanced,,,0.8068601750556134,0.8149748020158387,0.8101553172005681,0.8149748020158387,0.7621161350495879,0.7697416974169742,0.7669755865277998,0.7697416974169742,,,,entropy,10.0,
rf,word,True,"(1, 1)",original,lemma,,balanced_subsample,,,0.8068071066927245,0.8171346292296616,0.8092267093676727,0.8171346292296616,0.7621400268246489,0.7719557195571956,0.7675946514366047,0.7719557195571956,,,,entropy,5.0,
rf,word,True,"(1, 1)",original,stem,,,,,0.8068070943488903,0.8200143988480921,0.8088321544257182,0.8200143988480921,0.7737843441373203,0.7918819188191882,0.7918854726037767,0.7918819188191882,,,,gini,5.0,
rf,word,True,"(1, 3)",original,stem,,,,,0.8066533787787242,0.8264938804895609,0.8250211434638752,0.8264938804895609,0.761667561275491,0.7837638376383764,0.7900282837661443,0.7837638376383764,,,,entropy,2.0,
rf,word,True,"(1, 2)",original,stem,,balanced_subsample,,,0.806645563606011,0.8192944564434845,0.8103485803129928,0.8192944564434845,0.7713789117107704,0.7815498154981549,0.7782191690537924,0.7815498154981549,,,,entropy,5.0,
rf,word,True,"(1, 3)",original,original,,balanced,,,0.8066187201434981,0.8214542836573074,0.8152060030319526,0.8214542836573074,0.756922611741058,0.770479704797048,0.767010407717996,0.770479704797048,,,,entropy,5.0,
rf,word,True,"(1, 2)",original,original,,balanced,,,0.8065937101353245,0.8207343412526998,0.8135867335483029,0.8207343412526998,0.7618125872487306,0.7734317343173431,0.7695789613289626,0.7734317343173431,,,,entropy,5.0,
rf,word,True,"(1, 3)",original,original,,,,,0.806570037529663,0.8228941684665226,0.8128814728337646,0.8228941684665226,0.7686105074421292,0.788929889298893,0.7894525043965285,0.788929889298893,,,,gini,10.0,
rf,word,True,"(1, 3)",original,stem,,balanced,,,0.8064728821694265,0.8135349172066235,0.8081684422094261,0.8135349172066235,0.7804372492127226,0.7874538745387454,0.785179818751089,0.7874538745387454,,,,gini,10.0,
rf,word,True,"(1, 1)",original,stem,,balanced,,,0.8063908726234902,0.8099352051835853,0.8078777923118263,0.8099352051835853,0.7760909652349883,0.7808118081180812,0.7800463133375142,0.7808118081180812,,,,entropy,10.0,
rf,word,True,"(1, 1)",original,original,,balanced,,,0.8062568594777181,0.8135349172066235,0.8049627382008493,0.8135349172066235,0.778070144838122,0.7837638376383764,0.7824227648434842,0.7837638376383764,,,,gini,10.0,
rf,word,True,"(1, 2)",original,original,,,,,0.8061901926781659,0.8250539956803455,0.8200165707363344,0.8250539956803455,0.7579986377302461,0.7808118081180812,0.7835975220068465,0.7808118081180812,,,,gini,2.0,
rf,word,True,"(1, 3)",original,lemma,,balanced_subsample,,,0.8058740387592281,0.8207343412526998,0.8146098895670494,0.8207343412526998,0.7623403630273855,0.7771217712177122,0.7732076688926506,0.7771217712177122,,,,entropy,5.0,
rf,word,True,"(1, 3)",original,lemma,,balanced,,,0.8057788241392562,0.8185745140388769,0.8107486800832997,0.8185745140388769,0.761817142303003,0.7726937269372693,0.7695706938666735,0.7726937269372693,,,,entropy,10.0,
rf,word,True,"(1, 1)",original,lemma,,balanced,,,0.8056327489502516,0.8171346292296616,0.8096749868725024,0.8171346292296616,0.76559135772198,0.7756457564575646,0.7712888163395961,0.7756457564575646,,,,entropy,5.0,
rf,word,True,"(1, 1)",original,lemma,,balanced,,,0.805619852893239,0.8236141108711303,0.8174052368311254,0.8236141108711303,0.7640654703945843,0.777859778597786,0.7771972026649707,0.777859778597786,,,,gini,2.0,
rf,word,True,"(1, 3)",original,lemma,,balanced,,,0.8054898559461247,0.8207343412526998,0.8146604748532462,0.8207343412526998,0.7573249819234591,0.7712177121771218,0.7687671841823877,0.7712177121771218,,,,entropy,5.0,
rf,word,True,"(1, 1)",original,stem,,balanced,,,0.8054809263940457,0.8142548596112311,0.8056191537434056,0.8142548596112311,0.7768259671570786,0.7837638376383764,0.7791409906646926,0.7837638376383764,,,,gini,5.0,
rf,word,True,"(1, 3)",original,lemma,,,,,0.8054420928893078,0.8257739380849533,0.8205616458759942,0.8257739380849533,0.7612285111726743,0.7830258302583026,0.7872083293323641,0.7830258302583026,,,,gini,2.0,
rf,word,True,"(1, 1)",original,stem,,balanced,,,0.8053764926092093,0.8142548596112311,0.8074756451118772,0.8142548596112311,0.766350794167372,0.7741697416974169,0.7724593037139164,0.7741697416974169,,,,entropy,5.0,
rf,word,True,"(1, 1)",original,lemma,,balanced_subsample,,,0.8053178418585858,0.8214542836573074,0.8157963569586199,0.8214542836573074,0.7529638546198474,0.7690036900369004,0.7672770002523185,0.7690036900369004,,,,entropy,2.0,
rf,word,True,"(1, 3)",original,original,,balanced,,,0.8052635533069181,0.8185745140388769,0.8123787938278323,0.8185745140388769,0.7684002941197007,0.7800738007380074,0.7756545023355862,0.7800738007380074,,,,entropy,10.0,
rf,word,True,"(1, 3)",original,lemma,,balanced_subsample,,,0.8051744550527796,0.8236141108711303,0.8215351481869481,0.8236141108711303,0.7569054082545861,0.7749077490774908,0.7729690673344758,0.7749077490774908,,,,gini,2.0,
rf,word,True,"(1, 2)",original,original,,balanced,,,0.8051648038780992,0.8236141108711303,0.8221456610102377,0.8236141108711303,0.7589292370402005,0.7749077490774908,0.7739163796732523,0.7749077490774908,,,,gini,2.0,
rf,word,True,"(1, 3)",original,stem,,,,,0.8050564973369769,0.8250539956803455,0.8195033683019644,0.8250539956803455,0.7625657351625302,0.7830258302583026,0.7872558071224586,0.7830258302583026,,,,gini,2.0,
rf,word,True,"(1, 2)",original,original,,balanced_subsample,,,0.8050543288823651,0.8228941684665226,0.8192528780484062,0.8228941684665226,0.7610531219120418,0.7763837638376384,0.774642588288183,0.7763837638376384,,,,gini,2.0,
rf,word,True,"(1, 3)",original,original,,balanced_subsample,,,0.8049303755503697,0.8228941684665226,0.8193577480834501,0.8228941684665226,0.7483578979710391,0.766789667896679,0.7652587872687721,0.766789667896679,,,,gini,2.0,
rf,word,True,"(1, 1)",original,stem,,,,,0.8049301138032633,0.8192944564434845,0.8092997124112875,0.8192944564434845,0.7692649514899936,0.7874538745387454,0.7852960440745718,0.7874538745387454,,,,gini,2.0,
rf,word,True,"(1, 1)",original,stem,,balanced,,,0.804690813881111,0.8192944564434845,0.8128782898535624,0.8192944564434845,0.7656901380365675,0.7785977859778598,0.7756194631537134,0.7785977859778598,,,,gini,2.0,
rf,word,True,"(1, 3)",original,lemma,,,,,0.8046338742273811,0.8257739380849533,0.8249168637937536,0.8257739380849533,0.771168208521322,0.7918819188191882,0.7975907960384356,0.7918819188191882,,,,entropy,5.0,
rf,word,True,"(1, 2)",original,original,,,,,0.8044112711134238,0.8214542836573074,0.8112867283020516,0.8214542836573074,0.7716152553592931,0.7918819188191882,0.7939301097093886,0.7918819188191882,,,,entropy,10.0,
rf,word,True,"(1, 2)",original,lemma,,balanced_subsample,,,0.8043682749838872,0.8250539956803455,0.8241080616943334,0.8250539956803455,0.7584067452765222,0.7749077490774908,0.774331921719764,0.7749077490774908,,,,gini,2.0,
rf,word,True,"(1, 1)",original,stem,,balanced_subsample,,,0.8042665080068444,0.8142548596112311,0.8054402727152011,0.8142548596112311,0.7747138270684838,0.7822878228782287,0.7791597678328136,0.7822878228782287,,,,entropy,5.0,
rf,word,True,"(1, 2)",original,stem,,balanced_subsample,,,0.8042423553484142,0.8106551475881929,0.807795781195804,0.8106551475881929,0.7751391897048334,0.7815498154981549,0.7815353219392246,0.7815498154981549,,,,entropy,10.0,
rf,word,True,"(1, 1)",original,original,,balanced,,,0.80423585725538,0.8207343412526998,0.8133923097983617,0.8207343412526998,0.7603833650390589,0.7749077490774908,0.7719667827718819,0.7749077490774908,,,,gini,2.0,
rf,word,True,"(1, 3)",original,stem,,balanced,,,0.8040274807846763,0.8178545716342692,0.8105590966555577,0.8178545716342692,0.76913611825257,0.7800738007380074,0.7769752334270471,0.7800738007380074,,,,entropy,5.0,
rf,word,True,"(1, 3)",original,original,,,,,0.8039829599807435,0.8236141108711303,0.8178225283881043,0.8236141108711303,0.7551730717613014,0.7793357933579336,0.785400980958782,0.7793357933579336,,,,entropy,5.0,
rf,word,True,"(1, 1)",original,lemma,,,,,0.8039522765438062,0.8214542836573074,0.8110067577394129,0.8214542836573074,0.7632058814299966,0.7837638376383764,0.7861465345819261,0.7837638376383764,,,,entropy,2.0,
rf,word,True,"(1, 1)",original,lemma,,balanced_subsample,,,0.8039445346710874,0.8200143988480921,0.8126569234481531,0.8200143988480921,0.7596063769596142,0.7749077490774908,0.7734737750626499,0.7749077490774908,,,,gini,2.0,
rf,word,True,"(1, 3)",original,original,,,,,0.8039006275647723,0.822174226061915,0.8143020663827277,0.822174226061915,0.7630988046363875,0.7845018450184502,0.7870782171826666,0.7845018450184502,,,,gini,5.0,
rf,word,True,"(1, 1)",original,lemma,,,,,0.8038233584898401,0.8192944564434845,0.8078691096527453,0.8192944564434845,0.768363512266106,0.7874538745387454,0.7850869250125088,0.7874538745387454,,,,entropy,10.0,
rf,word,True,"(1, 3)",original,stem,,balanced_subsample,,,0.8036273421907747,0.8156947444204463,0.8066343975626606,0.8156947444204463,0.7745662721831814,0.7830258302583026,0.7801747240756737,0.7830258302583026,,,,gini,5.0,
rf,word,True,"(1, 1)",original,original,,balanced,,,0.8035672768699208,0.8149748020158387,0.806661079334012,0.8149748020158387,0.7640939798679015,0.7741697416974169,0.7713666018175473,0.7741697416974169,,,,entropy,5.0,
svm,word,True,"(1, 2)",original,lemma,1.5,,,,0.8034939669477237,0.8178545716342692,0.806848189047364,0.8178545716342692,0.7611708213960086,0.7822878228782287,0.7846570528497417,0.7822878228782287,,scale,sigmoid,,,
rf,word,True,"(1, 2)",original,stem,,balanced,,,0.8034696228930762,0.8192944564434845,0.8181350909765194,0.8192944564434845,0.7633641718086324,0.7771217712177122,0.7749406682693641,0.7771217712177122,,,,gini,2.0,
rf,word,True,"(1, 3)",original,stem,,balanced,,,0.8034242584763382,0.8120950323974082,0.805257397327706,0.8120950323974082,0.7692638041154746,0.7756457564575646,0.7761481844026966,0.7756457564575646,,,,entropy,10.0,
rf,word,True,"(1, 1)",original,lemma,,,,,0.8034194377626839,0.8178545716342692,0.8046254439591688,0.8178545716342692,0.7715682183374415,0.788929889298893,0.7863485207132433,0.788929889298893,,,,gini,10.0,
rf,word,True,"(1, 3)",original,stem,,,,,0.8033990893488413,0.8228941684665226,0.8149439845878529,0.8228941684665226,0.7713177425218861,0.7918819188191882,0.7965358680566176,0.7918819188191882,,,,entropy,10.0,
rf,word,True,"(1, 1)",original,lemma,,balanced_subsample,,,0.8032874338172907,0.8106551475881929,0.8071225635847183,0.8106551475881929,0.7655322037959215,0.7741697416974169,0.7701895388014458,0.7741697416974169,,,,entropy,10.0,
rf,word,True,"(1, 2)",original,stem,,,,,0.8032707627580273,0.8243340532757379,0.8241267211183277,0.8243340532757379,0.767171789348584,0.7881918819188192,0.7949437055818076,0.7881918819188192,,,,entropy,2.0,
rf,word,True,"(1, 3)",original,original,,,,,0.803210826566131,0.8243340532757379,0.8229843150639176,0.8243340532757379,0.7543848726670852,0.777859778597786,0.7827446031671916,0.777859778597786,,,,gini,2.0,
rf,word,True,"(1, 2)",original,stem,,balanced,,,0.8031568557824231,0.8092152627789777,0.8043472232549848,0.8092152627789777,0.778193968021974,0.785239852398524,0.7830318192416954,0.785239852398524,,,,entropy,10.0,
rf,word,True,"(1, 2)",original,stem,,,,,0.8031526292865385,0.8228941684665226,0.8177893790726228,0.8228941684665226,0.7583520478937051,0.7800738007380074,0.7861069219387846,0.7800738007380074,,,,gini,2.0,
rf,word,True,"(1, 1)",original,stem,,balanced,,,0.8031354023491085,0.8192944564434845,0.8122421264184251,0.8192944564434845,0.7579297197193043,0.7726937269372693,0.7697307963134677,0.7726937269372693,,,,entropy,2.0,
rf,word,True,"(1, 3)",original,original,,balanced_subsample,,,0.8031194855365392,0.8185745140388769,0.8109779686070635,0.8185745140388769,0.7545940429739225,0.7697416974169742,0.7668721021248268,0.7697416974169742,,,,entropy,5.0,
rf,word,True,"(1, 3)",original,lemma,,,,,0.8029873169221989,0.8243340532757379,0.820694563330377,0.8243340532757379,0.7513230479035095,0.7763837638376384,0.7828194439688841,0.7763837638376384,,,,entropy,2.0,
rf,word,True,"(1, 3)",original,stem,,,,,0.8029724981859021,0.8228941684665226,0.8182207697358665,0.8228941684665226,0.7638825803462712,0.7859778597785978,0.789183471223554,0.7859778597785978,,,,entropy,5.0,
svm,word,True,"(1, 2)",original,lemma,1.0,,,,0.8029459128674481,0.8228941684665226,0.8170338783373414,0.8228941684665226,0.7418941918095384,0.770479704797048,0.7824459208045903,0.770479704797048,,scale,sigmoid,,,
rf,word,True,"(1, 2)",original,stem,,,,,0.8029089148950429,0.8228941684665226,0.8180632852957253,0.8228941684665226,0.7609372852606454,0.7830258302583026,0.7872015184361211,0.7830258302583026,,,,entropy,5.0,
rf,word,True,"(1, 3)",original,stem,,,,,0.802886066092779,0.8214542836573074,0.8140641055476356,0.8214542836573074,0.762677339955667,0.7837638376383764,0.7893514085077209,0.7837638376383764,,,,gini,5.0,
rf,word,True,"(1, 1)",original,stem,,balanced_subsample,,,0.8028673030832858,0.8077753779697624,0.8029898784567824,0.8077753779697624,0.7756977818188135,0.7800738007380074,0.7799484882042436,0.7800738007380074,,,,entropy,10.0,
svm,word,True,"(1, 2)",original,original,1.0,,,,0.8027118587843604,0.822174226061915,0.8151076944896314,0.822174226061915,0.7519990069857001,0.7785977859778598,0.7880125549631704,0.7785977859778598,,scale,sigmoid,,,
rf,word,True,"(1, 2)",original,stem,,,,,0.8026757195316353,0.8207343412526998,0.8135226257259184,0.8207343412526998,0.7698993453431561,0.7896678966789668,0.7945919233024106,0.7896678966789668,,,,entropy,10.0,
rf,word,True,"(1, 2)",original,lemma,,balanced,,,0.8026637671462117,0.8236141108711303,0.8203188783055437,0.8236141108711303,0.7534398363739113,0.7712177121771218,0.7710943868303304,0.7712177121771218,,,,entropy,2.0,
rf,word,True,"(1, 1)",original,lemma,,balanced,,,0.8025032007276798,0.8207343412526998,0.8132839158275064,0.8207343412526998,0.7601377687985024,0.7756457564575646,0.7729224989725608,0.7756457564575646,,,,entropy,2.0,
rf,word,True,"(1, 2)",original,lemma,,balanced_subsample,,,0.8024772361056383,0.8142548596112311,0.8077655348396625,0.8142548596112311,0.7686285217800387,0.7785977859778598,0.7761869618696189,0.7785977859778598,,,,entropy,10.0,
