,restaurant_code,review_title,account_name,new_aspect_1,phrase,phrase_lemma,phrase_stem,label
10,4-fingers-marina-square,"💥🍗Check out @gimme4fingers New Explosive Tom Yum Pop Crispy Chicken💥🍗Each Fried Chicken is meticulously hand brushed with their homemade Tom Yum Sauce- a mix of spicy, sour and salty flavors and topped with popping candy crispies for a touch of sweetness.",Sheryl Sherbakes,food,sizzling pop chicken available limited order tom yum chicken combined soy garlic hot sauce options form wingettes drumettes boneless bites friedchicken fingerlickinggood fourfingers,sizzling pop chicken available limited order tom yum chicken combined soy garlic hot sauce option form wingettes drumettes boneless bite friedchicken fingerlickinggood fourfingers,sizzl pop chicken avail limit order tom yum chicken combin soy garlic hot sauc option form wingett drumett boneless bite friedchicken fingerlickinggood fourfing,1
11,4-fingers-marina-square,"💥🍗Check out @gimme4fingers New Explosive Tom Yum Pop Crispy Chicken💥🍗Each Fried Chicken is meticulously hand brushed with their homemade Tom Yum Sauce- a mix of spicy, sour and salty flavors and topped with popping candy crispies for a touch of sweetness.",Sheryl Sherbakes,time,limited time till march,limited time till march,limit time till march,0
12,63espresso,Cold Brew,Xing Wei Chua,food,stark resembelance packaging papa pahelta version ones espresso league,stark resembelance packaging papa pahelta version one espresso league,stark resembel packag papa pahelta version one espresso leagu,1
13,63espresso,Great $3 Lattes,Edith L.,food,strong second time,strong second time,strong second time,0
14,63espresso,Missing the coffee I get from Melbourne.,Saru Chan,food,good coffee sg,good coffee sg,good coffe sg,1
15,63espresso,Missing the coffee I get from Melbourne.,Saru Chan,price,cappuccino expensive,cappuccino expensive,cappuccino expens,0
16,63espresso,need-ed and had-ed.,Clancie Ng,food,coffee,coffee,coffe,0
17,79-after-dark,3.75⭐ Indian food are usually expensive but this meal is much more affordable after utilising the burpple app.,Jerlin Tan,food,commented butter chicken taste not bad mutton slight gamey,commented butter chicken taste not bad mutton slight gamey,comment butter chicken tast not bad mutton slight gamey,0
18,79-after-dark,Butter Chicken ($18),Mu 🥐,food,chunks creamy tomato ey cashew gravy basket naan garlic ones,chunk creamy tomato ey cashew gravy basket naan garlic one,chunk creami tomato ey cashew gravi basket naan garlic one,0
19,79-after-dark,"Butter Chicken, Mutton Rogan Josh, Plain/Butter Naan",Serena Chai,food,enjoyed naan butter chicken mutton best right,enjoyed naan butter chicken mutton best right,enjoy naan butter chicken mutton best right,1
20,79-after-dark,Mutton Biryani ($16),Mu 🥐,food,enjoyable biryani fluffy basmati rice tender tasty mutton chunks,enjoyable biryani fluffy basmati rice tender tasty mutton chunk,enjoy biryani fluffi basmati rice tender tasti mutton chunk,1
21,79-after-dark,Vegetarian Biryani,Super C,food,free water,free water,free water,0
22,79-after-dark,Vegetarian Biryani,Super C,price,excluded tax service charge excluded tax service charge,excluded tax service charge excluded tax service charge,exclud tax servic charg exclud tax servic charg,0
23,87-senze-taiwan-porridge,Braised Pork with Preserved Vegetables ($18 for Medium),Sean Chen,food,sweet sauce coats entire pork paired savoury watery preserved vegetable,sweet sauce coat entire pork paired savoury watery preserved vegetable,sweet sauc coat entir pork pair savouri wateri preserv veget,0
24,87-senze-taiwan-porridge,Chinese,Fatty Foodie,food,refillable porridge,refillable porridge,refil porridg,0
25,87-senze-taiwan-porridge,Chinese,Fatty Foodie,service,friendly staff,friendly staff,friendli staff,1
26,87-senze-taiwan-porridge,For 1-for-1 Main Dish (save ~$15),Burpple Guides,food,sweet potato porridge salted egg yolk prawns fried cod fish soya sauce fried seafood tofu roll,sweet potato porridge salted egg yolk prawn fried cod fish soya sauce fried seafood tofu roll,sweet potato porridg salt egg yolk prawn fri cod fish soya sauc fri seafood tofu roll,0
27,87-senze-taiwan-porridge,Spicy Eggplant w/ Minced Pork ($20 for Large),Sean Chen,food,firm lots flesh minced meat sauce thicker,firm lot flesh minced meat sauce thicker,firm lot flesh minc meat sauc thicker,0
28,87-senze-taiwan-porridge,Taiwan San Bei Chicken in Clay Pot ($21 for Medium),Sean Chen,food,sauce dried chili slices ginger cloves mushy garlic fan heavenly supposed soggy decent dish overall,sauce dried chili slice ginger clove mushy garlic fan heavenly supposed soggy decent dish overall,sauc dri chili slice ginger clove mushi garlic fan heavenli suppos soggi decent dish overal,1
29,9-plus-cafe,Ayam Penyet,Thiam Peng Tan,food,fried chicken awesome curry runny egg,fried chicken awesome curry runny egg,fri chicken awesom curri runni egg,1
30,9-plus-cafe,Cereus Flower Pork Cartilage Soup With Hae Bee Rice,Thiam Peng Tan,food,shiok albeit not piece fried fish rice lol,shiok albeit not piece fried fish rice lol,shiok albeit not piec fri fish rice lol,1
31,9-plus-cafe,Mee Rebus & Ayam Penyet,Thiam Peng Tan,food,malay stall popular soup gravy bean sprouts raw,malay stall popular soup gravy bean sprout raw,malay stall popular soup gravi bean sprout raw,0
32,ah-kow-mushroom-minced-pork-mee-meng-soon-huat-food-centre,Minced Meat Noodle (Dry) @ Ah Kow Mushroom Minced Pork Mee.,AC Chan,food,bak chor mee ah kow mushroom minced pork mee sole fish,bak chor mee ah kow mushroom minced pork mee sole fish,bak chor mee ah kow mushroom minc pork mee sole fish,0
33,ah-kow-mushroom-minced-pork-mee-meng-soon-huat-food-centre,"Mushroom minced meat mee kia dry (w/ chilli, w/o vinegar) - $5
I’m a super fan of hong lim food centre’s bcm stall (best in SG imo) of the same name but different brother, and was so so SO glad to have finally made my way down to bukit gombak to have this!!",ourstuffedcheeks .,food,mushroom sauce chilli,mushroom sauce chilli,mushroom sauc chilli,0
34,ah-lian-beehoon,Ah Lian,Gin 💛,food,kway teow economic noodle stall wide array sides cabbage long beans tofu squid balls chicken wings,kway teow economic noodle stall wide array side cabbage long bean tofu squid ball chicken wing,kway teow econom noodl stall wide array side cabbag long bean tofu squid ball chicken wing,0
35,ah-lian-beehoon,Ah Lian Bee Hoon,aggs & xi :D,food,enjoy chicken wing,enjoy chicken wing,enjoy chicken wing,1
36,ah-lian-beehoon,Bee Hoon,Super C,food,wing good,wing good,wing good,1
37,ah-seng-hai-nam-coffee,French toast,Tiara Lim,food,french toast traditional coffee shop stall no eggy fragrance bread,french toast traditional coffee shop stall no eggy fragrance bread,french toast tradit coffe shop stall no eggi fragranc bread,0
38,ah-seng-hai-nam-coffee,Kaya Butter Toast,Toad Tai,food,popular coffee stall high expectations tad stale dry kaya slightly sweet,popular coffee stall high expectation tad stale dry kaya slightly sweet,popular coffe stall high expect tad stale dri kaya slightli sweet,-1
39,ah-seng-hai-nam-coffee,Local Breakfast Set,Ah Leong San,food,old school toast charcoal eggs perfectly,old school toast charcoal egg perfectly,old school toast charcoal egg perfectli,1
40,ah-seng-hai-nam-coffee,Toast Egg Set,Kevin M,food,boiled eggs serving toast sandwiches salty soft butter sweet creamy green kaya dark soy sauce ground white pepper robust coffee boiled eggs serving toast sandwiches salty soft butter sweet creamy green kaya,boiled egg serving toast sandwich salty soft butter sweet creamy green kaya dark soy sauce ground white pepper robust coffee boiled egg serving toast sandwich salty soft butter sweet creamy green kaya,boil egg serv toast sandwich salti soft butter sweet creami green kaya dark soy sauc ground white pepper robust coffe boil egg serv toast sandwich salti soft butter sweet creami green kaya,0
41,ahyeessoonkueh,Ku Chye Kueh 1.4nett,Wuu Yyiizzhhoouu,food,love skin bit flour texture apart soft slight chew clear mochi,love skin bit flour texture apart soft slight chew clear mochi,love skin bit flour textur apart soft slight chew clear mochi,1
42,ahyeessoonkueh,Soon Kueh,Chin Chomp,food,dried shrimp flavour strong turnip balanced,dried shrimp flavour strong turnip balanced,dri shrimp flavour strong turnip balanc,1
43,ahyeessoonkueh,Traditional Soon Kueh,Wilson Foo,food,dried shrimp,dried shrimp,dri shrimp,0
44,ahyeessoonkueh,Traditional Soon Kueh,Wilson Foo,time,worth time,worth time,worth time,1
45,alt-pizza-at-60-robertson-quay,Free Bird Pizza.,Saru Chan,food,visit alt pizza authentic chickenpizza italian,visit alt pizza authentic chickenpizza italian,visit alt pizza authent chickenpizza italian,0
46,alt-pizza-at-60-robertson-quay,Free Bird Pizza.,Saru Chan,price,friendly price tag woodfiredpizza suntec,friendly price tag woodfiredpizza suntec,friendli price tag woodfiredpizza suntec,1
47,alt-pizza-at-60-robertson-quay,"Just a click away~ With the launch of their delivery services, I can now easily enjoy these thin crusted pizza and spicy wings from Alt.",Cassie Ong,food,truffled mac cheese garlic herb bread chocolate cheese lava cake free pizza,truffled mac cheese garlic herb bread chocolate cheese lava cake free pizza,truffl mac chees garlic herb bread chocol chees lava cake free pizza,0
48,alt-pizza-at-60-robertson-quay,"Pizza, Burger & Beer",Vanessa Kou,food,contemporary pizza bar alt serves good burgers royale cheese roasted sliced mushrooms truffle garlic aioli swiss juicy patty blended grass fed sirloin short rib soft sesame buns contemporary pizza bar alt serves good burgers royale cheese roasted sliced mushrooms truffle garlic aioli swiss juicy patty blended grass fed sirloin short rib soft sesame buns,contemporary pizza bar alt serf good burger royale cheese roasted sliced mushroom truffle garlic aioli swiss juicy patty blended grass fed sirloin short rib soft sesame bun contemporary pizza bar alt serf good burger royale cheese roasted sliced mushroom truffle garlic aioli swiss juicy patty blended grass fed sirloin short rib soft sesame bun,contemporari pizza bar alt serv good burger royal chees roast slice mushroom truffl garlic aioli swiss juici patti blend grass fed sirloin short rib soft sesam bun contemporari pizza bar alt serv good burger royal chees roast slice mushroom truffl garlic aioli swiss juici patti blend grass fed sirloin short rib soft sesam bun,1
49,amk-central-s11-blk-711-ang-mo-kio-ave-8-1,Chicken Chop (Mushroom Sauce),Ikigai J,food,best chicken chop tender,best chicken chop tender,best chicken chop tender,1
50,amk-central-s11-blk-711-ang-mo-kio-ave-8-1,Chicken Chop (Mushroom Sauce),Ikigai J,portion,big piece not,big piece not,big piec not,1
51,amk-central-s11-blk-711-ang-mo-kio-ave-8-1,Chicken Chop (Mushroom Sauce),Ikigai J,price,definitely value,definitely value,definit valu,1
52,aroy-dee-thai-restuarant,"4 S's, Sweet, Sour, Savoury and Spicy.",PeanutLoti PB Sandwich,food,fried rice noodles seafood peanuts extra,fried rice noodle seafood peanut extra,fri rice noodl seafood peanut extra,0
53,artrestaurant,Amalfi Lemon & White Chocolate Lingotto with Red Berries,Doreen Tan,food,white chocolate lingotto red berries dessert restaurant week dinner set cake sponge,white chocolate lingotto red berry dessert restaurant week dinner set cake sponge,white chocol lingotto red berri dessert restaur week dinner set cake spong,0
54,artrestaurant,Loved The Italian Seabass - One Of The Degustation Menu: $78 / $108 / $138 before taxes),Veronica Phua,food,pretty vegetables sauce poured served good emulsified liquid fresh apple juice extra virgin olive oil chef beppe,pretty vegetable sauce poured served good emulsified liquid fresh apple juice extra virgin olive oil chef beppe,pretti veget sauc pour serv good emulsifi liquid fresh appl juic extra virgin oliv oil chef bepp,1
55,artrestaurant,Pretty curls of sweet melon over thin slices of parma ham and hidden underneath all that were fresh rocket leaves!,Jay Elle,food,salty parma ham melon better,salty parma ham melon better,salti parma ham melon better,0
56,artrestaurant,Tagliolini with crab and pachino tomatoes.,Happy GreedyFoodie,food,perfect pasta sauce tasty crab,perfect pasta sauce tasty crab,perfect pasta sauc tasti crab,1
57,ayam-penyet-president-7,Affordable Indonesian Cuisine at Hillion Mall,Hungry Ghost,food,fried chicken,fried chicken,fri chicken,0
58,ayam-penyet-president-7,Barbeque Half Chicken,The Fine Diner SG,food,black sauce chilli flavorful skin nicely crisped yellow rice touch dry,black sauce chilli flavorful skin nicely crisped yellow rice touch dry,black sauc chilli flavor skin nice crisp yellow rice touch dri,1
59,ayam-penyet-president-7,Rice Cake ($1),LoveFood_ LiveLife,food,white rice,white rice,white rice,0
60,ayam-penyet-president-7,Tahu Telor ($6.50),LoveFood_ LiveLife,food,fried beancurd tower egg star peanut sauce comes,fried beancurd tower egg star peanut sauce come,fri beancurd tower egg star peanut sauc come,0
61,azmaya-honten,Azmaya Honten Japanese Restaurant,Janice Yip,food,japanese hotpot broth clean healthy,japanese hotpot broth clean healthy,japanes hotpot broth clean healthi,0
62,azmaya-honten,Beef/Pork Buffet Lunch ($19.90),Athena Khoo,food,different choices meat beef pork tender little gamey tough cut extremely salty drink lots,different choice meat beef pork tender little gamey tough cut extremely salty drink lot,differ choic meat beef pork tender littl gamey tough cut extrem salti drink lot,0
63,azmaya-honten,Beef/Pork Buffet Lunch ($19.90),Athena Khoo,price,deal shopback,deal shopback,deal shopback,0
64,azmaya-honten,Pork BBQ Buffet,terence yeo,food,comes greens shiitake mushrooms,come green shiitake mushroom,come green shiitak mushroom,0
65,azmaya-honten,"Very hearty broth, albeit limited meat",Cherie Heng,food,love soup rich flavours meat varieties,love soup rich flavour meat variety,love soup rich flavour meat varieti,1
66,b2-food-hall-takashimaya,Have you gotten your purple sweet potato fix?,ni eats,food,sweet potato converts soft serve like gelato,sweet potato convert soft serve like gelato,sweet potato convert soft serv like gelato,0
67,b2-food-hall-takashimaya,It’s back!,Eugene Loh,food,best green tea worlds scoop packed flavours satisfying matcha sauce,best green tea world scoop packed flavour satisfying matcha sauce,best green tea world scoop pack flavour satisfi matcha sauc,1
68,b2-food-hall-takashimaya,Some melon soft serve ($6) to chase the heat away?,Greedy Tummy,food,dried seafood bento sets japanese soft serve flavours like milk azuki bean parfait,dried seafood bento set japanese soft serve flavour like milk azuki bean parfait,dri seafood bento set japanes soft serv flavour like milk azuki bean parfait,0
69,bangkok-jam-2,Salted Fish Fried Rice,Steve G,food,salted fish umami thought authenticity thai flavours details,salted fish umami thought authenticity thai flavour detail,salt fish umami thought authent thai flavour detail,0
70,bangkok-jam-2,They Really Jammed These Pieces Of Ham ($12.90++),Ợ Địt,food,chains like basil thai kitchen paragon worst thaiexpress head tom yum curry definitely mark diabetics collapse eating,chain like basil thai kitchen paragon worst thaiexpress head tom yum curry definitely mark diabetic collapse eating,chain like basil thai kitchen paragon worst thaiexpress head tom yum curri definit mark diabet collaps eat,-1
71,bar-bar-black-sheep-kent-ridge,"Besides nice drinks, @barbarblacksheepofficial also have award-winning dish that won ‘Singapore River Signatures’.",Tasty Tested,food,chicken tikka kebab,chicken tikka kebab,chicken tikka kebab,0
72,bar-bar-black-sheep-kent-ridge,"Besides nice drinks, @barbarblacksheepofficial also have award-winning dish that won ‘Singapore River Signatures’.",Tasty Tested,portion,large prawn fish,large prawn fish,larg prawn fish,0
73,bar-bar-black-sheep-kent-ridge,"Deluxe Club Burger
Something that is exclusive @barbarblacksheepofficial Kent Ridge Branch is this Deluze Club Burger, which consist of a beef patty, sautéed mushroom, cheese, bacon and a fried egg.",Makan Warrior,food,good burger taste,good burger taste,good burger tast,0
74,bar-bar-black-sheep-kent-ridge,Special western menu from @barbarblacksheepofficial only available at Kent Ridge outlet!,Tasty Tested,food,grilled asparagus tried blueberry ale nicely light refreshing touch indian cuisine sheep shape sauvignon blanc,grilled asparagus tried blueberry ale nicely light refreshing touch indian cuisine sheep shape sauvignon blanc,grill asparagu tri blueberri ale nice light refresh touch indian cuisin sheep shape sauvignon blanc,1
75,bar-bar-black-sheep-kent-ridge,"Sweetwater Seasonal Ale
@barbarblacksheepofficial, Craft beer like the Sweetwater seasonal Ale is available on tap!",Makan Warrior,food,fragrant feel generally refreshing serves quality craft beer,fragrant feel generally refreshing serf quality craft beer,fragrant feel gener refresh serv qualiti craft beer,1
76,bar-bar-black-sheep-kent-ridge,The weekends is near and the westies has more places to chill as @barbarblacksheepofficial opens its doors at NUS along 50 Kent Ridge Crescent (University Cultural Centre).,Thechoyalicious :),food,love garlic naan butter chicken red palak paneer barbarblacksheep,love garlic naan butter chicken red palak paneer barbarblacksheep,love garlic naan butter chicken red palak paneer barbarblacksheep,1
77,barcook-bakery-6,-shared with my other half- very generous with their choco and banana!,Eileen Lim,food,generous choco banana,generous choco banana,gener choco banana,0
78,barcook-bakery-6,Banana Cake ($4),timtam_tum ✨,food,banana cake tea cake left wondering better best,banana cake tea cake left wondering better best,banana cake tea cake left wonder better best,0
79,barcook-bakery-6,Banana Cake ($4),timtam_tum ✨,portion,slices,slice,slice,0
80,barcook-bakery-6,Banana Cake ($4),timtam_tum ✨,price,affordable option,affordable option,afford option,1
81,bbq-generation,Assorted Skewers (80c-$2/ skewer),Gena C,food,cumin powder meat skin large intestines brocc prawn,cumin powder meat skin large intestine brocc prawn,cumin powder meat skin larg intestin brocc prawn,0
82,bbq-generation,Egg plant ($5),Gena C,food,simple egg plant taste yummy,simple egg plant taste yummy,simpl egg plant tast yummi,1
83,bbq-generation,"Found in a rather sleazy area of Aljunied (it’s actually right next to the MRT), this unassuming store is more than happy to expertly grill up a mountain of skewers for your consumption.",D-Jin Toh,food,grilled slices green chilli beef tendons peppercorn spice dusted,grilled slice green chilli beef tendon peppercorn spice dusted,grill slice green chilli beef tendon peppercorn spice dust,0
84,bbq-generation,Skewered Beef Tendon 2nett Per Skewer(picture 2 Skewer Portion) ,Wuu Yyiizzhhoouu,food,try myriad textures super soft hard,try myriad texture super soft hard,tri myriad textur super soft hard,0
85,beaulieu-house-restaurant,Curry Fish Head ($30),Sheryl Quek,ambience,quiet time great ambience love place not food scenery outside inside,quiet time great ambience love place not food scenery outside inside,quiet time great ambienc love place not food sceneri outsid insid,1
86,beaulieu-house-restaurant,Curry Fish Head ($30),Sheryl Quek,food,different spices,different spice,differ spice,0
87,beaulieu-house-restaurant,Soup goodness,Zhi Yan Chiam,ambience,great sea view tranquil place dinner,great sea view tranquil place dinner,great sea view tranquil place dinner,1
88,beaulieu-house-restaurant,Soup goodness,Zhi Yan Chiam,food,boiled soup boiled soup,boiled soup boiled soup,boil soup boil soup,0
89,beaulieu-house-restaurant,Spice,Zhi Yan Chiam,ambience,great sea view tranquil place dinner,great sea view tranquil place dinner,great sea view tranquil place dinner,1
90,beaulieu-house-restaurant,Spice,Zhi Yan Chiam,food,fried rice prawn pineapple fried rice prawn pineapple,fried rice prawn pineapple fried rice prawn pineapple,fri rice prawn pineappl fri rice prawn pineappl,0
91,bella-pasta,Best Risotto,Emily S,food,perfect dates gatherings friends cooked perfectly flavours amazing drink post meal perfect dates gatherings friends,perfect date gathering friend cooked perfectly flavour amazing drink post meal perfect date gathering friend,perfect date gather friend cook perfectli flavour amaz drink post meal perfect date gather friend,1
92,bella-pasta,Delicious But I'm Confused,Emily S,food,expecting creamy tomato bolognese ordered homemade pappardelle usual bacon italian sausage,expecting creamy tomato bolognese ordered homemade pappardelle usual bacon italian sausage,expect creami tomato bolognes order homemad pappardel usual bacon italian sausag,0
93,bella-pasta,Delicious But I'm Confused,Emily S,price,boscaiola not sure pink sauce supposed mean,boscaiola not sure pink sauce supposed mean,boscaiola not sure pink sauc suppos mean,0
94,bella-pasta,Plenty Of Seafood!,Emily S,food,linguine seafood,linguine seafood,linguin seafood,0
95,bella-pasta,Plenty Of Seafood!,Emily S,portion,wow ratio,wow ratio,wow ratio,0
96,bella-pasta,Plenty Of Seafood!,Emily S,price,frutti di mare not oily hint slight herbyness,frutti di mare not oily hint slight herbyness,frutti di mare not oili hint slight herby,0
97,bella-pasta,Risotto Al Funghi Porcini Tartufo Nero,Samantha Lee,food,porcini mushrooms black truffle cream pasta tomato based tasted okay finish tasted okay,porcini mushroom black truffle cream pasta tomato based tasted okay finish tasted okay,porcini mushroom black truffl cream pasta tomato base tast okay finish tast okay,0
98,bella-pasta,Risotto Al Funghi Porcini Tartufo Nero,Samantha Lee,portion,good portion size bit bigger thought,good portion size bit bigger thought,good portion size bit bigger thought,0
99,big-small-restaurant,Braised Beef Noodle,Chloe Chen,food,good no msg good no msg,good no msg good no msg,good no msg good no msg,1
100,big-small-restaurant,Braised Beef Noodle,Chloe Chen,price,value money value money,value money value money,valu money valu money,1
101,big-small-restaurant,Papaya Jelly [$5.80],Wenn Lim,food,korean dish dubu kimchi eat papaya coconut jelly nice,korean dish dubu kimchi eat papaya coconut jelly nice,korean dish dubu kimchi eat papaya coconut jelli nice,1
102,big-small-restaurant,Stewed Pork With Brown Sauce & Spinach (SGD $16) @ Jim Garden.,Ivan Teh,food,vegetal spinach contrasts tender savoury salty braised pork belly,vegetal spinach contrast tender savoury salty braised pork belly,veget spinach contrast tender savouri salti brais pork belli,0
103,big-small-restaurant,私房菜,Doreen Tan,food,msg salt castor sugar sauted tender meat black fungus braised tofu special sauce gold medal pork rib pineapple assorted soya bean offered acquired taste especially flavours soy milk red bean,msg salt castor sugar sauted tender meat black fungus braised tofu special sauce gold medal pork rib pineapple assorted soya bean offered acquired taste especially flavour soy milk red bean,msg salt castor sugar saut tender meat black fungu brais tofu special sauc gold medal pork rib pineappl assort soya bean offer acquir tast especi flavour soy milk red bean,1
104,bigmama-korean-restaurant,Big Mama Flavours,MichelleLIN T,food,set lunch option,set lunch option,set lunch option,0
105,bigmama-korean-restaurant,Big Mama Flavours,MichelleLIN T,portion,set came pretty small pot soup rice,set came pretty small pot soup rice,set came pretti small pot soup rice,-1
106,bigmama-korean-restaurant,Big Mama Flavours,MichelleLIN T,price,dollars taxes,dollar tax,dollar tax,0
107,black-nut,"Almost thinking about the ""Not A Cock Up"" AFC (Asian Fried Chicken) Wings - pinnacle vodka infused crispy wings - I had less than a hundred minutes ago at Black Nut, a newly-opened buah keluak-inspired bar on Emerald Hill.",Shawn Loh,food,faint whiff vodka juicy wet layer underneath crispy skin,faint whiff vodka juicy wet layer underneath crispy skin,faint whiff vodka juici wet layer underneath crispi skin,0
108,black-nut,"I am a zhi char kind of (Kok Sen really) Har Cheong Kai (chicken in prawn paste batter, deed fried until shiok) kind of guy.",Traveling Noodle,food,tender chicken meat dry,tender chicken meat dry,tender chicken meat dri,-1
109,blackball-at-amk-hub,Blackball Signature Dessert Deluxe with Tofu Pudding Base,Siming T,food,jiu fen taro balls sweet potato red beans pearls simply adds chewy texture awesome dessert bite,jiu fen taro ball sweet potato red bean pearl simply add chewy texture awesome dessert bite,jiu fen taro ball sweet potato red bean pearl simpli add chewi textur awesom dessert bite,1
110,blackball-at-amk-hub,Blackball Signature Dessert Deluxe with Tofu Pudding Base,Siming T,portion,large portion,large portion,larg portion,1
111,blackball-at-amk-hub,Gift :),Milo Kosong,food,ordered matcha tea sweet ambiance nil sweet ambiance nil,ordered matcha tea sweet ambiance nil sweet ambiance nil,order matcha tea sweet ambianc nil sweet ambianc nil,0
112,blackball-at-amk-hub,Promotion,Doreen Tan,food,cold,cold,cold,0
113,blackball-at-amk-hub,TARO BALLS!!,Amanda Yap,food,shiok shiok balls bouncy chewy sweet potato red bean,shiok shiok ball bouncy chewy sweet potato red bean,shiok shiok ball bounci chewi sweet potato red bean,1
114,blk-143-teck-whye-coffee-shop,Char Siew Wanton Noodles,Shania A.W,food,roasted delights charsiew wanton noodles favourite like charsiew right not salty,roasted delight charsiew wanton noodle favourite like charsiew right not salty,roast delight charsiew wanton noodl favourit like charsiew right not salti,1
115,blk-143-teck-whye-coffee-shop,Lai Heng Prawn Noodles ,Jia Yu Chan,food,old school version prawn noodle dark sauce,old school version prawn noodle dark sauce,old school version prawn noodl dark sauc,0
116,blk-143-teck-whye-coffee-shop,dry prawn noodles ($4.50) @ teck whye,Fabian Poon,food,scooping oil chili dark soya bowl ungracefully stained liquid taste way prawn noodles unassuming,scooping oil chili dark soya bowl ungracefully stained liquid taste way prawn noodle unassuming,scoop oil chili dark soya bowl ungrac stain liquid tast way prawn noodl unassum,1
117,blk-16-bedok-south-market-n-hawker-centre,Fresh Crispy Youtiao,Serene Tan,food,light airy youtiao,light airy youtiao,light airi youtiao,0
118,blk-16-bedok-south-market-n-hawker-centre,Minced Meat Noodles,Kevin M,food,minced meat noodle mix sambal chilli springy noodles,minced meat noodle mix sambal chilli springy noodle,minc meat noodl mix sambal chilli springi noodl,0
119,blk-16-bedok-south-market-n-hawker-centre,"Seafood bak chor mee
First time trying out this combo from 'Yong He' .",Makan Warrior,food,bcm prawn shell fish lying lack vinegar seafood add overall flavor decent bowl bcm,bcm prawn shell fish lying lack vinegar seafood add overall flavor decent bowl bcm,bcm prawn shell fish lie lack vinegar seafood add overal flavor decent bowl bcm,0
120,blk-85-bedok-north-seng-hiang-bak-chor-mee,Pigs Can't Fly But Many Would Fly Here For This Pork Dish,Brenda Yeo,food,minced pork mushroom version comes home sg never no bcm visit fengshan market better known bedok,minced pork mushroom version come home sg never no bcm visit fengshan market better known bedok,minc pork mushroom version come home sg never no bcm visit fengshan market better known bedok,1
121,blk-85-bedok-north-seng-hiang-bak-chor-mee,Soup Bak Chor Mee ($2.50/3),Ade Tan,food,alkaliney taste egg noodles amazing outshone broth good infused oil minced pork comforting bowl soup bakchormee,alkaliney taste egg noodle amazing outshone broth good infused oil minced pork comforting bowl soup bakchormee,alkaliney tast egg noodl amaz outshon broth good infus oil minc pork comfort bowl soup bakchorme,1
122,blk-85-bedok-north-seng-hiang-bak-chor-mee,Soup(Small) 2.5nett,Wuu Yyiizzhhoouu,food,fried garlic taste strong means denser texture xing ji oil overpowers thicker closer tsukemen noodles xing ji,fried garlic taste strong mean denser texture xing ji oil overpowers thicker closer tsukemen noodle xing ji,fri garlic tast strong mean denser textur xing ji oil overpow thicker closer tsukemen noodl xing ji,0
123,blk-85-bedok-north-seng-hiang-bak-chor-mee,Soup(Small) 2.5nett,Wuu Yyiizzhhoouu,price,worth,worth,worth,1
124,botanico,Duck And Potatoes,Selina Thomas,food,fried potato cubes nice bite oily duck meat,fried potato cube nice bite oily duck meat,fri potato cube nice bite oili duck meat,1
