restaurant_code,review_title,review_body,account_name,account_id,aspect,phrase,label,new_aspect_1,new_aspect_2
godmama,All Star Egg Skin Popiah $6.5,"Sometimes the classics work best, and this more-or-less classic popiah had the perfect balance of softness, crunch and sweetness snuggled up in a silky thin egg crepe skin.
<< Invited Tasting >>
Taste: 3.5/5",Jason Wong,@KFCGod,food,snuggled up in a silky thin egg crepe,1,food,food
godmama,Ayam Buah Keluak,The traditional black chicken which the chicken cooked very well. $19.90++,Khaw Han Chung,@dinastik,food,black chicken which the,0,food,
godmama,Sticky Date Pudding,"Thick, gooey dessert might just be everyone's go to when we were a kid, and now that we're all grown up, such gooeyness (think: caramel and chocolate sauce) does not reflect well on our health report. Yet, a sticky date pudding might just hit the right spot, and I thank whoever came up with this creation. The warm pudding that comes with a dollop of ice cream gives your tastebuds a juxtaposition of temperatures. Godmama has a different take on this dessert, as compared to those on the local scene, serving it with red dates and longan tea. This is a refreshing change I welcome!",Alicia Ho,@foodally,food,might just,0,,
godmama,Sticky Date Pudding,"Thick, gooey dessert might just be everyone's go to when we were a kid, and now that we're all grown up, such gooeyness (think: caramel and chocolate sauce) does not reflect well on our health report. Yet, a sticky date pudding might just hit the right spot, and I thank whoever came up with this creation. The warm pudding that comes with a dollop of ice cream gives your tastebuds a juxtaposition of temperatures. Godmama has a different take on this dessert, as compared to those on the local scene, serving it with red dates and longan tea. This is a refreshing change I welcome!",Alicia Ho,@foodally,food,think : caramel and chocolate sauce ) does not reflect well on our health report,0,food,
godmama,Sticky Date Pudding,"Thick, gooey dessert might just be everyone's go to when we were a kid, and now that we're all grown up, such gooeyness (think: caramel and chocolate sauce) does not reflect well on our health report. Yet, a sticky date pudding might just hit the right spot, and I thank whoever came up with this creation. The warm pudding that comes with a dollop of ice cream gives your tastebuds a juxtaposition of temperatures. Godmama has a different take on this dessert, as compared to those on the local scene, serving it with red dates and longan tea. This is a refreshing change I welcome!",Alicia Ho,@foodally,food,sticky date pudding,0,food,
godmama,Sticky Date Pudding,"Thick, gooey dessert might just be everyone's go to when we were a kid, and now that we're all grown up, such gooeyness (think: caramel and chocolate sauce) does not reflect well on our health report. Yet, a sticky date pudding might just hit the right spot, and I thank whoever came up with this creation. The warm pudding that comes with a dollop of ice cream gives your tastebuds a juxtaposition of temperatures. Godmama has a different take on this dessert, as compared to those on the local scene, serving it with red dates and longan tea. This is a refreshing change I welcome!",Alicia Ho,@foodally,food,that comes with a dollop of ice cream gives your tastebuds,0,food,
godmama,Sticky Date Pudding,"Thick, gooey dessert might just be everyone's go to when we were a kid, and now that we're all grown up, such gooeyness (think: caramel and chocolate sauce) does not reflect well on our health report. Yet, a sticky date pudding might just hit the right spot, and I thank whoever came up with this creation. The warm pudding that comes with a dollop of ice cream gives your tastebuds a juxtaposition of temperatures. Godmama has a different take on this dessert, as compared to those on the local scene, serving it with red dates and longan tea. This is a refreshing change I welcome!",Alicia Ho,@foodally,food,red dates,0,food,
godmama,Sticky Date Pudding,"Thick, gooey dessert might just be everyone's go to when we were a kid, and now that we're all grown up, such gooeyness (think: caramel and chocolate sauce) does not reflect well on our health report. Yet, a sticky date pudding might just hit the right spot, and I thank whoever came up with this creation. The warm pudding that comes with a dollop of ice cream gives your tastebuds a juxtaposition of temperatures. Godmama has a different take on this dessert, as compared to those on the local scene, serving it with red dates and longan tea. This is a refreshing change I welcome!",Alicia Ho,@foodally,food,longan tea,0,food,
godmama,Sticky Date Pudding,"Thick, gooey dessert might just be everyone's go to when we were a kid, and now that we're all grown up, such gooeyness (think: caramel and chocolate sauce) does not reflect well on our health report. Yet, a sticky date pudding might just hit the right spot, and I thank whoever came up with this creation. The warm pudding that comes with a dollop of ice cream gives your tastebuds a juxtaposition of temperatures. Godmama has a different take on this dessert, as compared to those on the local scene, serving it with red dates and longan tea. This is a refreshing change I welcome!",Alicia Ho,@foodally,portion,"local scene , serving it with red dates and longan tea ",0,food,
good-morning-nanyang-cafe-at-far-east-plaza,Orange Kaya Ciabatta 3nett(ala Carte),"The set w Drinks and Eggs go for 5.7 if i rmb correctly
In the words of my friend, the bread tastes like biscuits from texas Fried chicken lol. Not too bad, with the Kaya being a little eggy and the orange coming in the form of orange peels. Taste like chen pi mei(preserved orange peels?), not really my thing when used in this bread but certainly not awful tasting in any way. ",Wuu Yyiizzhhoouu,@wuyizhou,food,"rmb correctly 
 in the words of my friend , ",0,,
good-morning-nanyang-cafe-at-far-east-plaza,Orange Kaya Ciabatta 3nett(ala Carte),"The set w Drinks and Eggs go for 5.7 if i rmb correctly
In the words of my friend, the bread tastes like biscuits from texas Fried chicken lol. Not too bad, with the Kaya being a little eggy and the orange coming in the form of orange peels. Taste like chen pi mei(preserved orange peels?), not really my thing when used in this bread but certainly not awful tasting in any way. ",Wuu Yyiizzhhoouu,@wuyizhou,food,bread tastes like biscuits from texas fried chicken lol,0,food,
good-morning-nanyang-cafe-at-far-east-plaza,Orange Kaya Ciabatta 3nett(ala Carte),"The set w Drinks and Eggs go for 5.7 if i rmb correctly
In the words of my friend, the bread tastes like biscuits from texas Fried chicken lol. Not too bad, with the Kaya being a little eggy and the orange coming in the form of orange peels. Taste like chen pi mei(preserved orange peels?), not really my thing when used in this bread but certainly not awful tasting in any way. ",Wuu Yyiizzhhoouu,@wuyizhou,food,but certainly not awful,0,food,food
good-morning-nanyang-cafe-at-far-east-plaza,Orange Ciabatta Toast Set,"Good morning! Reminishing the good old days when they were still at Telok Ayer Hong Lim Green Community Centre, where i enjoyed the breakfast overlooking the green pastures. This local kaya toast created a twist of the local kaya toast with Italian style bread, ciabatta toast and orange ciabatta toast which made me choose this over the other same types of kaya toast cafe. They claim that their granulated kaya spead is handmade daily with natural ingredients and no added preservatives. I had my usual Kopi C Kosong which didn’t dissapoint and oozy soft boiled eggs. The standard of the orange ciabatta seems to dropped a bit, the ciabatta i had was a bit tougher than normal, or perhaps i had a bad batch? Well, i will still return again next time!",Christine Tanod,@XTINOD,food,old days when they were still at telok ayer hong lim green community,0,ambience,
good-morning-nanyang-cafe-at-far-east-plaza,Orange Ciabatta Toast Set,"Good morning! Reminishing the good old days when they were still at Telok Ayer Hong Lim Green Community Centre, where i enjoyed the breakfast overlooking the green pastures. This local kaya toast created a twist of the local kaya toast with Italian style bread, ciabatta toast and orange ciabatta toast which made me choose this over the other same types of kaya toast cafe. They claim that their granulated kaya spead is handmade daily with natural ingredients and no added preservatives. I had my usual Kopi C Kosong which didn’t dissapoint and oozy soft boiled eggs. The standard of the orange ciabatta seems to dropped a bit, the ciabatta i had was a bit tougher than normal, or perhaps i had a bad batch? Well, i will still return again next time!",Christine Tanod,@XTINOD,food,overlooking the green pastures,0,ambience,
good-morning-nanyang-cafe-at-far-east-plaza,Orange Ciabatta Toast Set,"Good morning! Reminishing the good old days when they were still at Telok Ayer Hong Lim Green Community Centre, where i enjoyed the breakfast overlooking the green pastures. This local kaya toast created a twist of the local kaya toast with Italian style bread, ciabatta toast and orange ciabatta toast which made me choose this over the other same types of kaya toast cafe. They claim that their granulated kaya spead is handmade daily with natural ingredients and no added preservatives. I had my usual Kopi C Kosong which didn’t dissapoint and oozy soft boiled eggs. The standard of the orange ciabatta seems to dropped a bit, the ciabatta i had was a bit tougher than normal, or perhaps i had a bad batch? Well, i will still return again next time!",Christine Tanod,@XTINOD,food,local kaya toast created a twist of,0,food,
good-morning-nanyang-cafe-at-far-east-plaza,Orange Ciabatta Toast Set,"Good morning! Reminishing the good old days when they were still at Telok Ayer Hong Lim Green Community Centre, where i enjoyed the breakfast overlooking the green pastures. This local kaya toast created a twist of the local kaya toast with Italian style bread, ciabatta toast and orange ciabatta toast which made me choose this over the other same types of kaya toast cafe. They claim that their granulated kaya spead is handmade daily with natural ingredients and no added preservatives. I had my usual Kopi C Kosong which didn’t dissapoint and oozy soft boiled eggs. The standard of the orange ciabatta seems to dropped a bit, the ciabatta i had was a bit tougher than normal, or perhaps i had a bad batch? Well, i will still return again next time!",Christine Tanod,@XTINOD,food,"with italian style bread , ciabatta ",0,food,
good-morning-nanyang-cafe-at-far-east-plaza,Orange Ciabatta Toast Set,"Good morning! Reminishing the good old days when they were still at Telok Ayer Hong Lim Green Community Centre, where i enjoyed the breakfast overlooking the green pastures. This local kaya toast created a twist of the local kaya toast with Italian style bread, ciabatta toast and orange ciabatta toast which made me choose this over the other same types of kaya toast cafe. They claim that their granulated kaya spead is handmade daily with natural ingredients and no added preservatives. I had my usual Kopi C Kosong which didn’t dissapoint and oozy soft boiled eggs. The standard of the orange ciabatta seems to dropped a bit, the ciabatta i had was a bit tougher than normal, or perhaps i had a bad batch? Well, i will still return again next time!",Christine Tanod,@XTINOD,food,and orange,0,food,
good-morning-nanyang-cafe-at-far-east-plaza,Orange Ciabatta Toast Set,"Good morning! Reminishing the good old days when they were still at Telok Ayer Hong Lim Green Community Centre, where i enjoyed the breakfast overlooking the green pastures. This local kaya toast created a twist of the local kaya toast with Italian style bread, ciabatta toast and orange ciabatta toast which made me choose this over the other same types of kaya toast cafe. They claim that their granulated kaya spead is handmade daily with natural ingredients and no added preservatives. I had my usual Kopi C Kosong which didn’t dissapoint and oozy soft boiled eggs. The standard of the orange ciabatta seems to dropped a bit, the ciabatta i had was a bit tougher than normal, or perhaps i had a bad batch? Well, i will still return again next time!",Christine Tanod,@XTINOD,food,toast which made me choose this over,0,food,
good-morning-nanyang-cafe-at-far-east-plaza,Orange Ciabatta Toast Set,"Good morning! Reminishing the good old days when they were still at Telok Ayer Hong Lim Green Community Centre, where i enjoyed the breakfast overlooking the green pastures. This local kaya toast created a twist of the local kaya toast with Italian style bread, ciabatta toast and orange ciabatta toast which made me choose this over the other same types of kaya toast cafe. They claim that their granulated kaya spead is handmade daily with natural ingredients and no added preservatives. I had my usual Kopi C Kosong which didn’t dissapoint and oozy soft boiled eggs. The standard of the orange ciabatta seems to dropped a bit, the ciabatta i had was a bit tougher than normal, or perhaps i had a bad batch? Well, i will still return again next time!",Christine Tanod,@XTINOD,food,other same,0,,
good-morning-nanyang-cafe-at-far-east-plaza,Orange Ciabatta Toast Set,"Good morning! Reminishing the good old days when they were still at Telok Ayer Hong Lim Green Community Centre, where i enjoyed the breakfast overlooking the green pastures. This local kaya toast created a twist of the local kaya toast with Italian style bread, ciabatta toast and orange ciabatta toast which made me choose this over the other same types of kaya toast cafe. They claim that their granulated kaya spead is handmade daily with natural ingredients and no added preservatives. I had my usual Kopi C Kosong which didn’t dissapoint and oozy soft boiled eggs. The standard of the orange ciabatta seems to dropped a bit, the ciabatta i had was a bit tougher than normal, or perhaps i had a bad batch? Well, i will still return again next time!",Christine Tanod,@XTINOD,food,i had,0,,
good-morning-nanyang-cafe-at-far-east-plaza,Orange Ciabatta Toast Set,"Good morning! Reminishing the good old days when they were still at Telok Ayer Hong Lim Green Community Centre, where i enjoyed the breakfast overlooking the green pastures. This local kaya toast created a twist of the local kaya toast with Italian style bread, ciabatta toast and orange ciabatta toast which made me choose this over the other same types of kaya toast cafe. They claim that their granulated kaya spead is handmade daily with natural ingredients and no added preservatives. I had my usual Kopi C Kosong which didn’t dissapoint and oozy soft boiled eggs. The standard of the orange ciabatta seems to dropped a bit, the ciabatta i had was a bit tougher than normal, or perhaps i had a bad batch? Well, i will still return again next time!",Christine Tanod,@XTINOD,food,boiled eggs,0,food,
good-morning-nanyang-cafe-at-far-east-plaza,Orange Ciabatta Toast Set,"Good morning! Reminishing the good old days when they were still at Telok Ayer Hong Lim Green Community Centre, where i enjoyed the breakfast overlooking the green pastures. This local kaya toast created a twist of the local kaya toast with Italian style bread, ciabatta toast and orange ciabatta toast which made me choose this over the other same types of kaya toast cafe. They claim that their granulated kaya spead is handmade daily with natural ingredients and no added preservatives. I had my usual Kopi C Kosong which didn’t dissapoint and oozy soft boiled eggs. The standard of the orange ciabatta seems to dropped a bit, the ciabatta i had was a bit tougher than normal, or perhaps i had a bad batch? Well, i will still return again next time!",Christine Tanod,@XTINOD,time,next time,0,,
good-morning-nanyang-cafe-at-far-east-plaza,Best Kaya Toast (Better Than Yakun),"Step aside Yakun. This is the best Kaya toast in town. My favourite is the ciabatta Kaya toast, crispy on the outside, soft on the inside. The Kaya is excellent too.",Mich See,@monkeyswings,food,best kaya toast in town,1,food,food
good-morning-nanyang-cafe-at-far-east-plaza,Best Kaya Toast (Better Than Yakun),"Step aside Yakun. This is the best Kaya toast in town. My favourite is the ciabatta Kaya toast, crispy on the outside, soft on the inside. The Kaya is excellent too.",Mich See,@monkeyswings,food,", crispy on the outside ",1,food,food
good-morning-nanyang-cafe-at-far-east-plaza,Lovely Breakfast Place,The coffee was good and soft boil eggs were super yumz! Homemade kaya made the whole meal a whole lot better with the thin and crispy toast 👌,Jrake Toh,@jraketoh,food,was good and soft boil eggs were super yumz,1,food,food
good-morning-nanyang-cafe-at-far-east-plaza,Lovely Breakfast Place,The coffee was good and soft boil eggs were super yumz! Homemade kaya made the whole meal a whole lot better with the thin and crispy toast 👌,Jrake Toh,@jraketoh,food,crispy toast 👌,1,food,food
grasso-coffee,3 Small Plates For $11.50,"Amazing price point as far as I’m concerned. 
But bear in mind the mains have minimal protein (curries/stews/bakes alike). It’s really mainly carrots/potatoes. Okay flavour wise but really not satisfying if you’re a meat lover like me. 
The matcha ($4) and soup ($4.90) however are tastefully flavourful. Note how the prices are also back on the mainstream range. Figuring this is probably how they build towards a profit margin with. 
5.5/10",Eunice Hahappie,@Beaucoup,food,minimal protein ( curries / stews,-1,portion,portion
grasso-coffee,3 Small Plates For $11.50,"Amazing price point as far as I’m concerned. 
But bear in mind the mains have minimal protein (curries/stews/bakes alike). It’s really mainly carrots/potatoes. Okay flavour wise but really not satisfying if you’re a meat lover like me. 
The matcha ($4) and soup ($4.90) however are tastefully flavourful. Note how the prices are also back on the mainstream range. Figuring this is probably how they build towards a profit margin with. 
5.5/10",Eunice Hahappie,@Beaucoup,food,bakes alike ),0,,
grasso-coffee,3 Small Plates For $11.50,"Amazing price point as far as I’m concerned. 
But bear in mind the mains have minimal protein (curries/stews/bakes alike). It’s really mainly carrots/potatoes. Okay flavour wise but really not satisfying if you’re a meat lover like me. 
The matcha ($4) and soup ($4.90) however are tastefully flavourful. Note how the prices are also back on the mainstream range. Figuring this is probably how they build towards a profit margin with. 
5.5/10",Eunice Hahappie,@Beaucoup,food,’re a meat lover like me,0,,
grasso-coffee,3 Small Plates For $11.50,"Amazing price point as far as I’m concerned. 
But bear in mind the mains have minimal protein (curries/stews/bakes alike). It’s really mainly carrots/potatoes. Okay flavour wise but really not satisfying if you’re a meat lover like me. 
The matcha ($4) and soup ($4.90) however are tastefully flavourful. Note how the prices are also back on the mainstream range. Figuring this is probably how they build towards a profit margin with. 
5.5/10",Eunice Hahappie,@Beaucoup,food,$4,0,,
grasso-coffee,3 Small Plates For $11.50,"Amazing price point as far as I’m concerned. 
But bear in mind the mains have minimal protein (curries/stews/bakes alike). It’s really mainly carrots/potatoes. Okay flavour wise but really not satisfying if you’re a meat lover like me. 
The matcha ($4) and soup ($4.90) however are tastefully flavourful. Note how the prices are also back on the mainstream range. Figuring this is probably how they build towards a profit margin with. 
5.5/10",Eunice Hahappie,@Beaucoup,price,point as far as i ’m concerned,0,price,
greendot-westgate,"🌶 For those of you who like Laksa, what do you look out for in the dish?","
🌶
Some people eat it for the spicy soup, a handful might like it for the cockles and others like me, eat it for the tau pok (fried beancurd puff)! The tau pok that has been so well cooked in the Laksa soup that it has absorbed all that tasty broth into itself, one that will reward you with a burst of the glorious spicy broth with every bite!
🌶
If you are one of those who cannot care less about the cockles and enjoys the tau pok and spicy broth in a Laksa, I think you will like @greendotsg 's Vegetarian Laksa (SGD 5.90).
🌶
Though Green Dot's spicy broth does not have dried shrimps and consequently lack a little umami flavor, it still manages to be tasty. Spice level is moderate and for those who wants an extra kick, chopped chillies are available on the side so don't worry.
🌶
Oh ya, and in case you are wondering if vermicelli, tau pok, bean sprouts and mushrooms are all you get from this bowl, hidden inside are some mock prawns and sotong balls. But I don't think anyone cares much about these. At least I don't.
🌶
What do you say? Would you try the this vegetarian version?
🌶",My Food Story,@MissTeatimeSG,food,"the spicy soup , a ",0,food,
greendot-westgate,"🌶 For those of you who like Laksa, what do you look out for in the dish?","
🌶
Some people eat it for the spicy soup, a handful might like it for the cockles and others like me, eat it for the tau pok (fried beancurd puff)! The tau pok that has been so well cooked in the Laksa soup that it has absorbed all that tasty broth into itself, one that will reward you with a burst of the glorious spicy broth with every bite!
🌶
If you are one of those who cannot care less about the cockles and enjoys the tau pok and spicy broth in a Laksa, I think you will like @greendotsg 's Vegetarian Laksa (SGD 5.90).
🌶
Though Green Dot's spicy broth does not have dried shrimps and consequently lack a little umami flavor, it still manages to be tasty. Spice level is moderate and for those who wants an extra kick, chopped chillies are available on the side so don't worry.
🌶
Oh ya, and in case you are wondering if vermicelli, tau pok, bean sprouts and mushrooms are all you get from this bowl, hidden inside are some mock prawns and sotong balls. But I don't think anyone cares much about these. At least I don't.
🌶
What do you say? Would you try the this vegetarian version?
🌶",My Food Story,@MissTeatimeSG,food,tau pok,0,food,
greendot-westgate,"🌶 For those of you who like Laksa, what do you look out for in the dish?","
🌶
Some people eat it for the spicy soup, a handful might like it for the cockles and others like me, eat it for the tau pok (fried beancurd puff)! The tau pok that has been so well cooked in the Laksa soup that it has absorbed all that tasty broth into itself, one that will reward you with a burst of the glorious spicy broth with every bite!
🌶
If you are one of those who cannot care less about the cockles and enjoys the tau pok and spicy broth in a Laksa, I think you will like @greendotsg 's Vegetarian Laksa (SGD 5.90).
🌶
Though Green Dot's spicy broth does not have dried shrimps and consequently lack a little umami flavor, it still manages to be tasty. Spice level is moderate and for those who wants an extra kick, chopped chillies are available on the side so don't worry.
🌶
Oh ya, and in case you are wondering if vermicelli, tau pok, bean sprouts and mushrooms are all you get from this bowl, hidden inside are some mock prawns and sotong balls. But I don't think anyone cares much about these. At least I don't.
🌶
What do you say? Would you try the this vegetarian version?
🌶",My Food Story,@MissTeatimeSG,food,cooked in,0,,
greendot-westgate,"🌶 For those of you who like Laksa, what do you look out for in the dish?","
🌶
Some people eat it for the spicy soup, a handful might like it for the cockles and others like me, eat it for the tau pok (fried beancurd puff)! The tau pok that has been so well cooked in the Laksa soup that it has absorbed all that tasty broth into itself, one that will reward you with a burst of the glorious spicy broth with every bite!
🌶
If you are one of those who cannot care less about the cockles and enjoys the tau pok and spicy broth in a Laksa, I think you will like @greendotsg 's Vegetarian Laksa (SGD 5.90).
🌶
Though Green Dot's spicy broth does not have dried shrimps and consequently lack a little umami flavor, it still manages to be tasty. Spice level is moderate and for those who wants an extra kick, chopped chillies are available on the side so don't worry.
🌶
Oh ya, and in case you are wondering if vermicelli, tau pok, bean sprouts and mushrooms are all you get from this bowl, hidden inside are some mock prawns and sotong balls. But I don't think anyone cares much about these. At least I don't.
🌶
What do you say? Would you try the this vegetarian version?
🌶",My Food Story,@MissTeatimeSG,food,absorbed all,0,,
greendot-westgate,"🌶 For those of you who like Laksa, what do you look out for in the dish?","
🌶
Some people eat it for the spicy soup, a handful might like it for the cockles and others like me, eat it for the tau pok (fried beancurd puff)! The tau pok that has been so well cooked in the Laksa soup that it has absorbed all that tasty broth into itself, one that will reward you with a burst of the glorious spicy broth with every bite!
🌶
If you are one of those who cannot care less about the cockles and enjoys the tau pok and spicy broth in a Laksa, I think you will like @greendotsg 's Vegetarian Laksa (SGD 5.90).
🌶
Though Green Dot's spicy broth does not have dried shrimps and consequently lack a little umami flavor, it still manages to be tasty. Spice level is moderate and for those who wants an extra kick, chopped chillies are available on the side so don't worry.
🌶
Oh ya, and in case you are wondering if vermicelli, tau pok, bean sprouts and mushrooms are all you get from this bowl, hidden inside are some mock prawns and sotong balls. But I don't think anyone cares much about these. At least I don't.
🌶
What do you say? Would you try the this vegetarian version?
🌶",My Food Story,@MissTeatimeSG,food,tasty broth into,1,food,food
greendot-westgate,"🌶 For those of you who like Laksa, what do you look out for in the dish?","
🌶
Some people eat it for the spicy soup, a handful might like it for the cockles and others like me, eat it for the tau pok (fried beancurd puff)! The tau pok that has been so well cooked in the Laksa soup that it has absorbed all that tasty broth into itself, one that will reward you with a burst of the glorious spicy broth with every bite!
🌶
If you are one of those who cannot care less about the cockles and enjoys the tau pok and spicy broth in a Laksa, I think you will like @greendotsg 's Vegetarian Laksa (SGD 5.90).
🌶
Though Green Dot's spicy broth does not have dried shrimps and consequently lack a little umami flavor, it still manages to be tasty. Spice level is moderate and for those who wants an extra kick, chopped chillies are available on the side so don't worry.
🌶
Oh ya, and in case you are wondering if vermicelli, tau pok, bean sprouts and mushrooms are all you get from this bowl, hidden inside are some mock prawns and sotong balls. But I don't think anyone cares much about these. At least I don't.
🌶
What do you say? Would you try the this vegetarian version?
🌶",My Food Story,@MissTeatimeSG,food,glorious spicy,1,food,food
greendot-westgate,"🌶 For those of you who like Laksa, what do you look out for in the dish?","
🌶
Some people eat it for the spicy soup, a handful might like it for the cockles and others like me, eat it for the tau pok (fried beancurd puff)! The tau pok that has been so well cooked in the Laksa soup that it has absorbed all that tasty broth into itself, one that will reward you with a burst of the glorious spicy broth with every bite!
🌶
If you are one of those who cannot care less about the cockles and enjoys the tau pok and spicy broth in a Laksa, I think you will like @greendotsg 's Vegetarian Laksa (SGD 5.90).
🌶
Though Green Dot's spicy broth does not have dried shrimps and consequently lack a little umami flavor, it still manages to be tasty. Spice level is moderate and for those who wants an extra kick, chopped chillies are available on the side so don't worry.
🌶
Oh ya, and in case you are wondering if vermicelli, tau pok, bean sprouts and mushrooms are all you get from this bowl, hidden inside are some mock prawns and sotong balls. But I don't think anyone cares much about these. At least I don't.
🌶
What do you say? Would you try the this vegetarian version?
🌶",My Food Story,@MissTeatimeSG,food,you are,0,,
greendot-westgate,"🌶 For those of you who like Laksa, what do you look out for in the dish?","
🌶
Some people eat it for the spicy soup, a handful might like it for the cockles and others like me, eat it for the tau pok (fried beancurd puff)! The tau pok that has been so well cooked in the Laksa soup that it has absorbed all that tasty broth into itself, one that will reward you with a burst of the glorious spicy broth with every bite!
🌶
If you are one of those who cannot care less about the cockles and enjoys the tau pok and spicy broth in a Laksa, I think you will like @greendotsg 's Vegetarian Laksa (SGD 5.90).
🌶
Though Green Dot's spicy broth does not have dried shrimps and consequently lack a little umami flavor, it still manages to be tasty. Spice level is moderate and for those who wants an extra kick, chopped chillies are available on the side so don't worry.
🌶
Oh ya, and in case you are wondering if vermicelli, tau pok, bean sprouts and mushrooms are all you get from this bowl, hidden inside are some mock prawns and sotong balls. But I don't think anyone cares much about these. At least I don't.
🌶
What do you say? Would you try the this vegetarian version?
🌶",My Food Story,@MissTeatimeSG,food,those who,0,,
greendot-westgate,"🌶 For those of you who like Laksa, what do you look out for in the dish?","
🌶
Some people eat it for the spicy soup, a handful might like it for the cockles and others like me, eat it for the tau pok (fried beancurd puff)! The tau pok that has been so well cooked in the Laksa soup that it has absorbed all that tasty broth into itself, one that will reward you with a burst of the glorious spicy broth with every bite!
🌶
If you are one of those who cannot care less about the cockles and enjoys the tau pok and spicy broth in a Laksa, I think you will like @greendotsg 's Vegetarian Laksa (SGD 5.90).
🌶
Though Green Dot's spicy broth does not have dried shrimps and consequently lack a little umami flavor, it still manages to be tasty. Spice level is moderate and for those who wants an extra kick, chopped chillies are available on the side so don't worry.
🌶
Oh ya, and in case you are wondering if vermicelli, tau pok, bean sprouts and mushrooms are all you get from this bowl, hidden inside are some mock prawns and sotong balls. But I don't think anyone cares much about these. At least I don't.
🌶
What do you say? Would you try the this vegetarian version?
🌶",My Food Story,@MissTeatimeSG,food,like @greendotsg 's vegetarian,1,food,food
