restaurant_code,review_title,review_body,account_name,account_id,aspect,phrase,new_aspect_1,new_aspect_2,label
2lhaZp7B,How do people take clean #Instafood shots at a hawker centre?,"Since my exercise class cancelled I instead went to pig out with congee, Lo Mai Kai and crystal dumplings (total damage for all food in photo was $15), which probably was overkill for 2pax. Lo Mai Kai was recommended as an unusual offering as it is made in house and the rice didn't seem to be the normal sticky glutinous variety. Crystal dumplings were recommended by the stall but I didn't really like the sourness of the sauce. Next time will just stick to the congee which was so smooth it was criminal (bonus that it was not salty too). Fun fact: the friendly owner was the head chef at mouth restaurant before he decided to open up a hawker stall selling his Cantonese fare.
Note: Stall usually runs out during lunch (1pm). #sgfood #sghawker #sgfoodie #congee #lomaikai #porridge #cantonese #breakfast #singaporeeats #singaporefood #burpple",Lynn Kwek,@linnidity,food,sourness of ,food,,0
2lhaZp7B,How do people take clean #Instafood shots at a hawker centre?,"Since my exercise class cancelled I instead went to pig out with congee, Lo Mai Kai and crystal dumplings (total damage for all food in photo was $15), which probably was overkill for 2pax. Lo Mai Kai was recommended as an unusual offering as it is made in house and the rice didn't seem to be the normal sticky glutinous variety. Crystal dumplings were recommended by the stall but I didn't really like the sourness of the sauce. Next time will just stick to the congee which was so smooth it was criminal (bonus that it was not salty too). Fun fact: the friendly owner was the head chef at mouth restaurant before he decided to open up a hawker stall selling his Cantonese fare.
Note: Stall usually runs out during lunch (1pm). #sgfood #sghawker #sgfoodie #congee #lomaikai #porridge #cantonese #breakfast #singaporeeats #singaporefood #burpple",Lynn Kwek,@linnidity,food,stick to ,,,0
2lhaZp7B,How do people take clean #Instafood shots at a hawker centre?,"Since my exercise class cancelled I instead went to pig out with congee, Lo Mai Kai and crystal dumplings (total damage for all food in photo was $15), which probably was overkill for 2pax. Lo Mai Kai was recommended as an unusual offering as it is made in house and the rice didn't seem to be the normal sticky glutinous variety. Crystal dumplings were recommended by the stall but I didn't really like the sourness of the sauce. Next time will just stick to the congee which was so smooth it was criminal (bonus that it was not salty too). Fun fact: the friendly owner was the head chef at mouth restaurant before he decided to open up a hawker stall selling his Cantonese fare.
Note: Stall usually runs out during lunch (1pm). #sgfood #sghawker #sgfoodie #congee #lomaikai #porridge #cantonese #breakfast #singaporeeats #singaporefood #burpple",Lynn Kwek,@linnidity,food,so smooth it ,food,,0
2lhaZp7B,How do people take clean #Instafood shots at a hawker centre?,"Since my exercise class cancelled I instead went to pig out with congee, Lo Mai Kai and crystal dumplings (total damage for all food in photo was $15), which probably was overkill for 2pax. Lo Mai Kai was recommended as an unusual offering as it is made in house and the rice didn't seem to be the normal sticky glutinous variety. Crystal dumplings were recommended by the stall but I didn't really like the sourness of the sauce. Next time will just stick to the congee which was so smooth it was criminal (bonus that it was not salty too). Fun fact: the friendly owner was the head chef at mouth restaurant before he decided to open up a hawker stall selling his Cantonese fare.
Note: Stall usually runs out during lunch (1pm). #sgfood #sghawker #sgfoodie #congee #lomaikai #porridge #cantonese #breakfast #singaporeeats #singaporefood #burpple",Lynn Kwek,@linnidity,food,bonus that ,,,0
2lhaZp7B,How do people take clean #Instafood shots at a hawker centre?,"Since my exercise class cancelled I instead went to pig out with congee, Lo Mai Kai and crystal dumplings (total damage for all food in photo was $15), which probably was overkill for 2pax. Lo Mai Kai was recommended as an unusual offering as it is made in house and the rice didn't seem to be the normal sticky glutinous variety. Crystal dumplings were recommended by the stall but I didn't really like the sourness of the sauce. Next time will just stick to the congee which was so smooth it was criminal (bonus that it was not salty too). Fun fact: the friendly owner was the head chef at mouth restaurant before he decided to open up a hawker stall selling his Cantonese fare.
Note: Stall usually runs out during lunch (1pm). #sgfood #sghawker #sgfoodie #congee #lomaikai #porridge #cantonese #breakfast #singaporeeats #singaporefood #burpple",Lynn Kwek,@linnidity,food,not salty too ,food,food,0
2lhaZp7B,How do people take clean #Instafood shots at a hawker centre?,"Since my exercise class cancelled I instead went to pig out with congee, Lo Mai Kai and crystal dumplings (total damage for all food in photo was $15), which probably was overkill for 2pax. Lo Mai Kai was recommended as an unusual offering as it is made in house and the rice didn't seem to be the normal sticky glutinous variety. Crystal dumplings were recommended by the stall but I didn't really like the sourness of the sauce. Next time will just stick to the congee which was so smooth it was criminal (bonus that it was not salty too). Fun fact: the friendly owner was the head chef at mouth restaurant before he decided to open up a hawker stall selling his Cantonese fare.
Note: Stall usually runs out during lunch (1pm). #sgfood #sghawker #sgfoodie #congee #lomaikai #porridge #cantonese #breakfast #singaporeeats #singaporefood #burpple",Lynn Kwek,@linnidity,food,friendly owner ,service,service,1
2lhaZp7B,How do people take clean #Instafood shots at a hawker centre?,"Since my exercise class cancelled I instead went to pig out with congee, Lo Mai Kai and crystal dumplings (total damage for all food in photo was $15), which probably was overkill for 2pax. Lo Mai Kai was recommended as an unusual offering as it is made in house and the rice didn't seem to be the normal sticky glutinous variety. Crystal dumplings were recommended by the stall but I didn't really like the sourness of the sauce. Next time will just stick to the congee which was so smooth it was criminal (bonus that it was not salty too). Fun fact: the friendly owner was the head chef at mouth restaurant before he decided to open up a hawker stall selling his Cantonese fare.
Note: Stall usually runs out during lunch (1pm). #sgfood #sghawker #sgfoodie #congee #lomaikai #porridge #cantonese #breakfast #singaporeeats #singaporefood #burpple",Lynn Kwek,@linnidity,food,head chef at mouth restaurant before he decided ,,,0
2lhaZp7B,How do people take clean #Instafood shots at a hawker centre?,"Since my exercise class cancelled I instead went to pig out with congee, Lo Mai Kai and crystal dumplings (total damage for all food in photo was $15), which probably was overkill for 2pax. Lo Mai Kai was recommended as an unusual offering as it is made in house and the rice didn't seem to be the normal sticky glutinous variety. Crystal dumplings were recommended by the stall but I didn't really like the sourness of the sauce. Next time will just stick to the congee which was so smooth it was criminal (bonus that it was not salty too). Fun fact: the friendly owner was the head chef at mouth restaurant before he decided to open up a hawker stall selling his Cantonese fare.
Note: Stall usually runs out during lunch (1pm). #sgfood #sghawker #sgfoodie #congee #lomaikai #porridge #cantonese #breakfast #singaporeeats #singaporefood #burpple",Lynn Kwek,@linnidity,food,open up a hawker stall selling his cantonese fare ,,,0
2lhaZp7B,How do people take clean #Instafood shots at a hawker centre?,"Since my exercise class cancelled I instead went to pig out with congee, Lo Mai Kai and crystal dumplings (total damage for all food in photo was $15), which probably was overkill for 2pax. Lo Mai Kai was recommended as an unusual offering as it is made in house and the rice didn't seem to be the normal sticky glutinous variety. Crystal dumplings were recommended by the stall but I didn't really like the sourness of the sauce. Next time will just stick to the congee which was so smooth it was criminal (bonus that it was not salty too). Fun fact: the friendly owner was the head chef at mouth restaurant before he decided to open up a hawker stall selling his Cantonese fare.
Note: Stall usually runs out during lunch (1pm). #sgfood #sghawker #sgfoodie #congee #lomaikai #porridge #cantonese #breakfast #singaporeeats #singaporefood #burpple",Lynn Kwek,@linnidity,food,# sghawker # sgfoodie # ,food,,0
2lhaZp7B,How do people take clean #Instafood shots at a hawker centre?,"Since my exercise class cancelled I instead went to pig out with congee, Lo Mai Kai and crystal dumplings (total damage for all food in photo was $15), which probably was overkill for 2pax. Lo Mai Kai was recommended as an unusual offering as it is made in house and the rice didn't seem to be the normal sticky glutinous variety. Crystal dumplings were recommended by the stall but I didn't really like the sourness of the sauce. Next time will just stick to the congee which was so smooth it was criminal (bonus that it was not salty too). Fun fact: the friendly owner was the head chef at mouth restaurant before he decided to open up a hawker stall selling his Cantonese fare.
Note: Stall usually runs out during lunch (1pm). #sgfood #sghawker #sgfoodie #congee #lomaikai #porridge #cantonese #breakfast #singaporeeats #singaporefood #burpple",Lynn Kwek,@linnidity,time,next time will just stick to the congee which was so smooth it ,food,food,1
2lhaZp7B,How do people take clean #Instafood shots at a hawker centre?,"Since my exercise class cancelled I instead went to pig out with congee, Lo Mai Kai and crystal dumplings (total damage for all food in photo was $15), which probably was overkill for 2pax. Lo Mai Kai was recommended as an unusual offering as it is made in house and the rice didn't seem to be the normal sticky glutinous variety. Crystal dumplings were recommended by the stall but I didn't really like the sourness of the sauce. Next time will just stick to the congee which was so smooth it was criminal (bonus that it was not salty too). Fun fact: the friendly owner was the head chef at mouth restaurant before he decided to open up a hawker stall selling his Cantonese fare.
Note: Stall usually runs out during lunch (1pm). #sgfood #sghawker #sgfoodie #congee #lomaikai #porridge #cantonese #breakfast #singaporeeats #singaporefood #burpple",Lynn Kwek,@linnidity,time,criminal ( bonus that ,,,1
2lhaZp7B,How do people take clean #Instafood shots at a hawker centre?,"Since my exercise class cancelled I instead went to pig out with congee, Lo Mai Kai and crystal dumplings (total damage for all food in photo was $15), which probably was overkill for 2pax. Lo Mai Kai was recommended as an unusual offering as it is made in house and the rice didn't seem to be the normal sticky glutinous variety. Crystal dumplings were recommended by the stall but I didn't really like the sourness of the sauce. Next time will just stick to the congee which was so smooth it was criminal (bonus that it was not salty too). Fun fact: the friendly owner was the head chef at mouth restaurant before he decided to open up a hawker stall selling his Cantonese fare.
Note: Stall usually runs out during lunch (1pm). #sgfood #sghawker #sgfoodie #congee #lomaikai #porridge #cantonese #breakfast #singaporeeats #singaporefood #burpple",Lynn Kwek,@linnidity,time,not salty too ) ,food,food,0
333-bak-kut-teh,"Dinner with thy love @desmondodinson at 333 Bak Kut Teh in Balestier last Friday, and those pig intestines were really big and savoury!",#throwback #PorkNotHalal #soup #chinesefood #food #foodie #foodiesg #sgfoodie #foodart #foodinc #fooddiary #foodstagram #foodspotting #foodporn #foodphotography #sgfood #sgfoodporn #sgfooddiary #sgmakandiary #lifeisdeliciousinSingapore #Burpple #HungryGoWhere #sgweekendfeast #vitagensg #sgeats #openricesg #eatoutsg #eatbooksg #droolsnapnom #ginpala,Joanne Tan,@cherraexoxo,food,# chinesefood # food ,food,,0
333-bak-kut-teh,"Dinner with thy love @desmondodinson at 333 Bak Kut Teh in Balestier last Friday, and those pig intestines were really big and savoury!",#throwback #PorkNotHalal #soup #chinesefood #food #foodie #foodiesg #sgfoodie #foodart #foodinc #fooddiary #foodstagram #foodspotting #foodporn #foodphotography #sgfood #sgfoodporn #sgfooddiary #sgmakandiary #lifeisdeliciousinSingapore #Burpple #HungryGoWhere #sgweekendfeast #vitagensg #sgeats #openricesg #eatoutsg #eatbooksg #droolsnapnom #ginpala,Joanne Tan,@cherraexoxo,food,foodart # foodinc ,food,,0
4-fingers-marina-square,What a sinful way to end the weekend!,"Ice cream followed by fried chicken wings!
Garlic seasoning wings and seaweed fries. .
.
#foodpost #sgfood #foodporn #food #foodlover #foodpics #foodie #instafood #foodstagram #friedchicken #fourfingers #fries #fastfood #f52grams #msqeats #chickenwings #burpple #sgeats #whati8today",Posh Code,@poshcode,food,followed by fried chicken wings ,food,,0
4-fingers-marina-square,What a sinful way to end the weekend!,"Ice cream followed by fried chicken wings!
Garlic seasoning wings and seaweed fries. .
.
#foodpost #sgfood #foodporn #food #foodlover #foodpics #foodie #instafood #foodstagram #friedchicken #fourfingers #fries #fastfood #f52grams #msqeats #chickenwings #burpple #sgeats #whati8today",Posh Code,@poshcode,food,garlic seasoning ,food,,0
4-fingers-marina-square,What a sinful way to end the weekend!,"Ice cream followed by fried chicken wings!
Garlic seasoning wings and seaweed fries. .
.
#foodpost #sgfood #foodporn #food #foodlover #foodpics #foodie #instafood #foodstagram #friedchicken #fourfingers #fries #fastfood #f52grams #msqeats #chickenwings #burpple #sgeats #whati8today",Posh Code,@poshcode,food,and seaweed fries ,food,,0
4-fingers-marina-square,"@4fingerssingapore
Singapore’s revolutionary casual dining brand 4FINGERS amps up the fried chicken dining experience with a brand-new, one-of-a-kind, Tom Yum Pop Crispy Chicken – a delightful explosion of flavours and sensation, courtesy of a sprinkling of popping candy crispies!","The ultimate blend of savoury, tangy, spicy and sweet, this highly-addictive rendition is available for a limited time only across all 13 4FINGERS outlets island-wide from now until 2 March 2020
🔻
If you a fan of fried chicken, and Tom yum, then you won’t want to miss this! This is INDEED LEGIT!! Hurry and make your way to Four Fingers to taste the flavors of the Tom yum and hear the popping of the candy!👌🏽
🔹
🔹
🔹
Thanks to @sixthsensepr @4fingerssingapore for having me!
🔹
🔹
🔹
#fourfingers#4fingerssingapore#4fingerssg#tomyumchicken#chicken#foodie#eatsg#delicious#singapore#tomyumchickenwings#sgfoodporn#sgfoodie#sgfood#foodsg#instasg#foodpics#foodgasm#instasg#sgfoodies#sixthsensepr#hungrygowhere#burpple#burpplesg#makanwarrior#stfoodtrending#gimme4fingers #TomYumPop",Makan Warrior,@makanwarrior10,food,", this ",,,0
4-fingers-marina-square,"@4fingerssingapore
Singapore’s revolutionary casual dining brand 4FINGERS amps up the fried chicken dining experience with a brand-new, one-of-a-kind, Tom Yum Pop Crispy Chicken – a delightful explosion of flavours and sensation, courtesy of a sprinkling of popping candy crispies!","The ultimate blend of savoury, tangy, spicy and sweet, this highly-addictive rendition is available for a limited time only across all 13 4FINGERS outlets island-wide from now until 2 March 2020
🔻
If you a fan of fried chicken, and Tom yum, then you won’t want to miss this! This is INDEED LEGIT!! Hurry and make your way to Four Fingers to taste the flavors of the Tom yum and hear the popping of the candy!👌🏽
🔹
🔹
🔹
Thanks to @sixthsensepr @4fingerssingapore for having me!
🔹
🔹
🔹
#fourfingers#4fingerssingapore#4fingerssg#tomyumchicken#chicken#foodie#eatsg#delicious#singapore#tomyumchickenwings#sgfoodporn#sgfoodie#sgfood#foodsg#instasg#foodpics#foodgasm#instasg#sgfoodies#sixthsensepr#hungrygowhere#burpple#burpplesg#makanwarrior#stfoodtrending#gimme4fingers #TomYumPop",Makan Warrior,@makanwarrior10,food,fried chicken ,food,,0
4-fingers-marina-square,"@4fingerssingapore
Singapore’s revolutionary casual dining brand 4FINGERS amps up the fried chicken dining experience with a brand-new, one-of-a-kind, Tom Yum Pop Crispy Chicken – a delightful explosion of flavours and sensation, courtesy of a sprinkling of popping candy crispies!","The ultimate blend of savoury, tangy, spicy and sweet, this highly-addictive rendition is available for a limited time only across all 13 4FINGERS outlets island-wide from now until 2 March 2020
🔻
If you a fan of fried chicken, and Tom yum, then you won’t want to miss this! This is INDEED LEGIT!! Hurry and make your way to Four Fingers to taste the flavors of the Tom yum and hear the popping of the candy!👌🏽
🔹
🔹
🔹
Thanks to @sixthsensepr @4fingerssingapore for having me!
🔹
🔹
🔹
#fourfingers#4fingerssingapore#4fingerssg#tomyumchicken#chicken#foodie#eatsg#delicious#singapore#tomyumchickenwings#sgfoodporn#sgfoodie#sgfood#foodsg#instasg#foodpics#foodgasm#instasg#sgfoodies#sixthsensepr#hungrygowhere#burpple#burpplesg#makanwarrior#stfoodtrending#gimme4fingers #TomYumPop",Makan Warrior,@makanwarrior10,time,", this ",,,0
4-fingers-marina-square,"@4fingerssingapore
Singapore’s revolutionary casual dining brand 4FINGERS amps up the fried chicken dining experience with a brand-new, one-of-a-kind, Tom Yum Pop Crispy Chicken – a delightful explosion of flavours and sensation, courtesy of a sprinkling of popping candy crispies!","The ultimate blend of savoury, tangy, spicy and sweet, this highly-addictive rendition is available for a limited time only across all 13 4FINGERS outlets island-wide from now until 2 March 2020
🔻
If you a fan of fried chicken, and Tom yum, then you won’t want to miss this! This is INDEED LEGIT!! Hurry and make your way to Four Fingers to taste the flavors of the Tom yum and hear the popping of the candy!👌🏽
🔹
🔹
🔹
Thanks to @sixthsensepr @4fingerssingapore for having me!
🔹
🔹
🔹
#fourfingers#4fingerssingapore#4fingerssg#tomyumchicken#chicken#foodie#eatsg#delicious#singapore#tomyumchickenwings#sgfoodporn#sgfoodie#sgfood#foodsg#instasg#foodpics#foodgasm#instasg#sgfoodies#sixthsensepr#hungrygowhere#burpple#burpplesg#makanwarrior#stfoodtrending#gimme4fingers #TomYumPop",Makan Warrior,@makanwarrior10,time,limited time only ,time,time,0
4-fingers-marina-square,"💥🍗Check out @gimme4fingers New Explosive Tom Yum Pop Crispy Chicken💥🍗Each Fried Chicken is meticulously hand brushed with their homemade Tom Yum Sauce- a mix of spicy, sour and salty flavors and topped with popping candy crispies for a touch of sweetness.","👌🏼
.
🍬Those popping candies are similar to the sizzling candies you use to dip your🍭 lollipops in when you were younger. I hope you ate that… if not you were seriously missing out. This sizzling pop chicken is available for a limited time only ( up till 2 March 2020). You can order the Tom Yum Chicken on its own or combined with Soy Garlic or Hot Sauce options in the form of Wingettes & Drumettes, Boneless Chicken Bites and Drumsticks.❤️
.
Thank you Noelle, Natalie and Cassandra @sixthsensepr for hosting😘
.
.
.
.
.
.
#gimme4fingers #tomyum #feedfeed #singaporefood #sgfood #sgfoodie #sgfoodblogger #sgfoodporn #sgig #traveltheworld #foodphotography #foodstyling #bestfoodfeed #singapore #instafood #travelblogger #burpple #travelphotography #bestfoodfeed #sgfoodie #sgfoodtrend #cafehopping #cafehoppingsg #friedchicken #chicken #fingerlickinggood #fourfingers #newforkcity #eeeeeeats",Sheryl Sherbakes,@Sherbakes,food,sizzling pop chicken is available for a limited ,food,food,0
4-fingers-marina-square,"💥🍗Check out @gimme4fingers New Explosive Tom Yum Pop Crispy Chicken💥🍗Each Fried Chicken is meticulously hand brushed with their homemade Tom Yum Sauce- a mix of spicy, sour and salty flavors and topped with popping candy crispies for a touch of sweetness.","👌🏼
.
🍬Those popping candies are similar to the sizzling candies you use to dip your🍭 lollipops in when you were younger. I hope you ate that… if not you were seriously missing out. This sizzling pop chicken is available for a limited time only ( up till 2 March 2020). You can order the Tom Yum Chicken on its own or combined with Soy Garlic or Hot Sauce options in the form of Wingettes & Drumettes, Boneless Chicken Bites and Drumsticks.❤️
.
Thank you Noelle, Natalie and Cassandra @sixthsensepr for hosting😘
.
.
.
.
.
.
#gimme4fingers #tomyum #feedfeed #singaporefood #sgfood #sgfoodie #sgfoodblogger #sgfoodporn #sgig #traveltheworld #foodphotography #foodstyling #bestfoodfeed #singapore #instafood #travelblogger #burpple #travelphotography #bestfoodfeed #sgfoodie #sgfoodtrend #cafehopping #cafehoppingsg #friedchicken #chicken #fingerlickinggood #fourfingers #newforkcity #eeeeeeats",Sheryl Sherbakes,@Sherbakes,food,order the tom yum chicken on its own or combined with soy garlic ,food,food,1
4-fingers-marina-square,"💥🍗Check out @gimme4fingers New Explosive Tom Yum Pop Crispy Chicken💥🍗Each Fried Chicken is meticulously hand brushed with their homemade Tom Yum Sauce- a mix of spicy, sour and salty flavors and topped with popping candy crispies for a touch of sweetness.","👌🏼
.
🍬Those popping candies are similar to the sizzling candies you use to dip your🍭 lollipops in when you were younger. I hope you ate that… if not you were seriously missing out. This sizzling pop chicken is available for a limited time only ( up till 2 March 2020). You can order the Tom Yum Chicken on its own or combined with Soy Garlic or Hot Sauce options in the form of Wingettes & Drumettes, Boneless Chicken Bites and Drumsticks.❤️
.
Thank you Noelle, Natalie and Cassandra @sixthsensepr for hosting😘
.
.
.
.
.
.
#gimme4fingers #tomyum #feedfeed #singaporefood #sgfood #sgfoodie #sgfoodblogger #sgfoodporn #sgig #traveltheworld #foodphotography #foodstyling #bestfoodfeed #singapore #instafood #travelblogger #burpple #travelphotography #bestfoodfeed #sgfoodie #sgfoodtrend #cafehopping #cafehoppingsg #friedchicken #chicken #fingerlickinggood #fourfingers #newforkcity #eeeeeeats",Sheryl Sherbakes,@Sherbakes,food,hot sauce options in ,food,,0
4-fingers-marina-square,"💥🍗Check out @gimme4fingers New Explosive Tom Yum Pop Crispy Chicken💥🍗Each Fried Chicken is meticulously hand brushed with their homemade Tom Yum Sauce- a mix of spicy, sour and salty flavors and topped with popping candy crispies for a touch of sweetness.","👌🏼
.
🍬Those popping candies are similar to the sizzling candies you use to dip your🍭 lollipops in when you were younger. I hope you ate that… if not you were seriously missing out. This sizzling pop chicken is available for a limited time only ( up till 2 March 2020). You can order the Tom Yum Chicken on its own or combined with Soy Garlic or Hot Sauce options in the form of Wingettes & Drumettes, Boneless Chicken Bites and Drumsticks.❤️
.
Thank you Noelle, Natalie and Cassandra @sixthsensepr for hosting😘
.
.
.
.
.
.
#gimme4fingers #tomyum #feedfeed #singaporefood #sgfood #sgfoodie #sgfoodblogger #sgfoodporn #sgig #traveltheworld #foodphotography #foodstyling #bestfoodfeed #singapore #instafood #travelblogger #burpple #travelphotography #bestfoodfeed #sgfoodie #sgfoodtrend #cafehopping #cafehoppingsg #friedchicken #chicken #fingerlickinggood #fourfingers #newforkcity #eeeeeeats",Sheryl Sherbakes,@Sherbakes,food,"form of wingettes & drumettes , boneless ",food,food,0
4-fingers-marina-square,"💥🍗Check out @gimme4fingers New Explosive Tom Yum Pop Crispy Chicken💥🍗Each Fried Chicken is meticulously hand brushed with their homemade Tom Yum Sauce- a mix of spicy, sour and salty flavors and topped with popping candy crispies for a touch of sweetness.","👌🏼
.
🍬Those popping candies are similar to the sizzling candies you use to dip your🍭 lollipops in when you were younger. I hope you ate that… if not you were seriously missing out. This sizzling pop chicken is available for a limited time only ( up till 2 March 2020). You can order the Tom Yum Chicken on its own or combined with Soy Garlic or Hot Sauce options in the form of Wingettes & Drumettes, Boneless Chicken Bites and Drumsticks.❤️
.
Thank you Noelle, Natalie and Cassandra @sixthsensepr for hosting😘
.
.
.
.
.
.
#gimme4fingers #tomyum #feedfeed #singaporefood #sgfood #sgfoodie #sgfoodblogger #sgfoodporn #sgig #traveltheworld #foodphotography #foodstyling #bestfoodfeed #singapore #instafood #travelblogger #burpple #travelphotography #bestfoodfeed #sgfoodie #sgfoodtrend #cafehopping #cafehoppingsg #friedchicken #chicken #fingerlickinggood #fourfingers #newforkcity #eeeeeeats",Sheryl Sherbakes,@Sherbakes,food,bites and ,food,,0
