restaurant_code,review_title,account_name,new_aspect_1,phrase,phrase_lemma,phrase_stem,phrase_emoticon_generic,phrase_emoticon_unique,phrase_stem_emoticon_generic,phrase_lemma_emoticon_generic,phrase_stem_emoticon_unique,phrase_lemma_emoticon_unique,label
june-bakery,Orh Nee Tarts,Cynthia Luvs,price,soooo affordable makes wan na soooo affordable makes wan na,soooo affordable make wan na soooo affordable make wan na,soooo afford make wan na soooo afford make wan na,soooo affordable makes wan na soooo affordable makes wan na,soooo affordable makes wan na soooo affordable makes wan na,soooo afford make wan na soooo afford make wan na,soooo affordable make wan na soooo affordable make wan na,soooo afford make wan na soooo afford make wan na,soooo affordable make wan na soooo affordable make wan na,1.0
june-bakery,Yam Bread!!,#breadygetsetgo 🍞🥖🥐,food,try yam bread area not sweet,try yam bread area not sweet,tri yam bread area not sweet,try yam bread area not sweet,try yam bread area not sweet,tri yam bread area not sweet,try yam bread area not sweet,tri yam bread area not sweet,try yam bread area not sweet,0.0
kafe-utu,Nigerian Pork Belly Stew,Ợ Địt,ambience,belly stewelegant dcor especially upper floors african ambient music,belly stewelegant dcor especially upper floor african ambient music,belli steweleg dcor especi upper floor african ambient music,belly stewelegant dcor especially upper floors african ambient music,belly stewelegant dcor especially upper floors african ambient music,belli steweleg dcor especi upper floor african ambient music,belly stewelegant dcor especially upper floor african ambient music,belli steweleg dcor especi upper floor african ambient music,belly stewelegant dcor especially upper floor african ambient music,1.0
kafe-utu,Nigerian Pork Belly Stew,Ợ Địt,portion,portions small small price portions small,portion small small price portion small,portion small small price portion small,portions small small price portions small,portions small small price portions small,portion small small price portion small,portion small small price portion small,portion small small price portion small,portion small small price portion small,-1.0
kafe-utu,Nigerian Pork Belly Stew,Ợ Địt,price,small price price,small price price,small price price,small price price,small price price,small price price,small price price,small price price,small price price,0.0
kafe-utu,Nigerian Pork Belly Stew,Ợ Địt,service,friendly service waitress,friendly service waitress,friendli servic waitress,friendly service waitress,friendly service waitress,friendli servic waitress,friendly service waitress,friendli servic waitress,friendly service waitress,1.0
kafe-utu,Pumpkin Kale Salad (SGD $18) @ Kafe Utu.,Ivan Teh,food,sgd kafe utu best salad roasted butternut pumpkin chunks crisp fresh kale leaves crunchy caramelised white onion rings firm spiced soft marinated goat cheese sweet savoury flavours,sgd kafe utu best salad roasted butternut pumpkin chunk crisp fresh kale leaf crunchy caramelised white onion ring firm spiced soft marinated goat cheese sweet savoury flavour,sgd kafe utu best salad roast butternut pumpkin chunk crisp fresh kale leav crunchi caramelis white onion ring firm spice soft marin goat chees sweet savouri flavour,sgd kafe utu best salad roasted butternut pumpkin chunks crisp fresh kale leaves crunchy caramelised white onion rings firm spiced soft marinated goat cheese sweet savoury flavours,sgd kafe utu best salad roasted butternut pumpkin chunks crisp fresh kale leaves crunchy caramelised white onion rings firm spiced soft marinated goat cheese sweet savoury flavours,sgd kafe utu best salad roast butternut pumpkin chunk crisp fresh kale leav crunchi caramelis white onion ring firm spice soft marin goat chees sweet savouri flavour,sgd kafe utu best salad roasted butternut pumpkin chunk crisp fresh kale leaf crunchy caramelised white onion ring firm spiced soft marinated goat cheese sweet savoury flavour,sgd kafe utu best salad roast butternut pumpkin chunk crisp fresh kale leav crunchi caramelis white onion ring firm spice soft marin goat chees sweet savouri flavour,sgd kafe utu best salad roasted butternut pumpkin chunk crisp fresh kale leaf crunchy caramelised white onion ring firm spiced soft marinated goat cheese sweet savoury flavour,1.0
kafe-utu,Ricotta Hotcakes ($24),Terence Ong,food,ricotta hotcakes kafe utu specialises african serve extremely delicious brunch hokkaido milk maple syrup fresh selection berries vanilla bean ice cream fresh selection berries,ricotta hotcake kafe utu specialises african serve extremely delicious brunch hokkaido milk maple syrup fresh selection berry vanilla bean ice cream fresh selection berry,ricotta hotcak kafe utu specialis african serv extrem delici brunch hokkaido milk mapl syrup fresh select berri vanilla bean ice cream fresh select berri,ricotta hotcakes kafe utu specialises african serve extremely delicious brunch hokkaido milk maple syrup fresh selection berries vanilla bean ice cream fresh selection berries,ricotta hotcakes kafe utu specialises african serve extremely delicious brunch hokkaido milk maple syrup fresh selection berries vanilla bean ice cream fresh selection berries,ricotta hotcak kafe utu specialis african serv extrem delici brunch hokkaido milk mapl syrup fresh select berri vanilla bean ice cream fresh select berri,ricotta hotcake kafe utu specialises african serve extremely delicious brunch hokkaido milk maple syrup fresh selection berry vanilla bean ice cream fresh selection berry,ricotta hotcak kafe utu specialis african serv extrem delici brunch hokkaido milk mapl syrup fresh select berri vanilla bean ice cream fresh select berri,ricotta hotcake kafe utu specialises african serve extremely delicious brunch hokkaido milk maple syrup fresh selection berry vanilla bean ice cream fresh selection berry,1.0
kafe-utu,Ricotta Hotcakes ($24),Terence Ong,portion,generous scoop generous scoop,generous scoop generous scoop,gener scoop gener scoop,generous scoop generous scoop,generous scoop generous scoop,gener scoop gener scoop,generous scoop generous scoop,gener scoop gener scoop,generous scoop generous scoop,1.0
kafe-utu,ricotta pancakes,Alissa Abuy,food,pancakes cafe absolute favourite singapore far fantastic amazingly soft fluffy despite exterior softserve icecream rly milky not sweet nice chill atmosphere,pancake cafe absolute favourite singapore far fantastic amazingly soft fluffy despite exterior softserve icecream rly milky not sweet nice chill atmosphere,pancak cafe absolut favourit singapor far fantast amazingli soft fluffi despit exterior softserv icecream rli milki not sweet nice chill atmospher,pancakes cafe absolute favourite singapore far fantastic amazingly soft fluffy despite exterior softserve icecream rly milky not sweet nice chill atmosphere,pancakes cafe absolute favourite singapore far fantastic amazingly soft fluffy despite exterior softserve icecream rly milky not sweet nice chill atmosphere,pancak cafe absolut favourit singapor far fantast amazingli soft fluffi despit exterior softserv icecream rli milki not sweet nice chill atmospher,pancake cafe absolute favourite singapore far fantastic amazingly soft fluffy despite exterior softserve icecream rly milky not sweet nice chill atmosphere,pancak cafe absolut favourit singapor far fantast amazingli soft fluffi despit exterior softserv icecream rli milki not sweet nice chill atmospher,pancake cafe absolute favourite singapore far fantastic amazingly soft fluffy despite exterior softserve icecream rly milky not sweet nice chill atmosphere,1.0
kei-kaisendon-1,1 for 1 Kaisendon Burpple Set,Donovan Low,food,enjoyed variety sashimi fish fresh squid bit hard chew hot iced green tea,enjoyed variety sashimi fish fresh squid bit hard chew hot iced green tea,enjoy varieti sashimi fish fresh squid bit hard chew hot ice green tea,enjoyed variety sashimi fish fresh squid bit hard chew hot iced green tea,enjoyed variety sashimi fish fresh squid bit hard chew hot iced green tea,enjoy varieti sashimi fish fresh squid bit hard chew hot ice green tea,enjoyed variety sashimi fish fresh squid bit hard chew hot iced green tea,enjoy varieti sashimi fish fresh squid bit hard chew hot ice green tea,enjoyed variety sashimi fish fresh squid bit hard chew hot iced green tea,1.0
kei-kaisendon-1,1 for 1 Kaisendon Burpple Set,Donovan Low,portion,small salad regular portion smaller comes small salad,small salad regular portion smaller come small salad,small salad regular portion smaller come small salad,small salad regular portion smaller comes small salad,small salad regular portion smaller comes small salad,small salad regular portion smaller come small salad,small salad regular portion smaller come small salad,small salad regular portion smaller come small salad,small salad regular portion smaller come small salad,-1.0
kei-kaisendon-1,Budget Kaisendon,Pedro Pedro,food,diced cucumber uses squid picky taste buds looking quick meal ok,diced cucumber us squid picky taste bud looking quick meal ok,dice cucumb use squid picki tast bud look quick meal ok,diced cucumber uses squid picky taste buds looking quick meal ok,diced cucumber uses squid picky taste buds looking quick meal ok,dice cucumb use squid picki tast bud look quick meal ok,diced cucumber us squid picky taste bud looking quick meal ok,dice cucumb use squid picki tast bud look quick meal ok,diced cucumber us squid picky taste bud looking quick meal ok,0.0
kei-kaisendon-1,Feast for the eyes and bellies,Cherie Heng,food,honeyish teriyaki yakitori miso soup green tea fresh especially love,honeyish teriyaki yakitori miso soup green tea fresh especially love,honeyish teriyaki yakitori miso soup green tea fresh especi love,honeyish teriyaki yakitori miso soup green tea fresh especially love,honeyish teriyaki yakitori miso soup green tea fresh especially love,honeyish teriyaki yakitori miso soup green tea fresh especi love,honeyish teriyaki yakitori miso soup green tea fresh especially love,honeyish teriyaki yakitori miso soup green tea fresh especi love,honeyish teriyaki yakitori miso soup green tea fresh especially love,1.0
kei-kaisendon-1,Feast for the eyes and bellies,Cherie Heng,portion,generous chunks fresh especially love hotate served generous chunks fresh especially love hotate japanese eatery vibes chirashi served generous chunks,generous chunk fresh especially love hotate served generous chunk fresh especially love hotate japanese eatery vibe chirashi served generous chunk,gener chunk fresh especi love hotat serv gener chunk fresh especi love hotat japanes eateri vibe chirashi serv gener chunk,generous chunks fresh especially love hotate served generous chunks fresh especially love hotate japanese eatery vibes chirashi served generous chunks,generous chunks fresh especially love hotate served generous chunks fresh especially love hotate japanese eatery vibes chirashi served generous chunks,gener chunk fresh especi love hotat serv gener chunk fresh especi love hotat japanes eateri vibe chirashi serv gener chunk,generous chunk fresh especially love hotate served generous chunk fresh especially love hotate japanese eatery vibe chirashi served generous chunk,gener chunk fresh especi love hotat serv gener chunk fresh especi love hotat japanes eateri vibe chirashi serv gener chunk,generous chunk fresh especially love hotate served generous chunk fresh especially love hotate japanese eatery vibe chirashi served generous chunk,1.0
kei-kaisendon-1,Signature Don,Alicia Ho,food,ingredients nicely marinated reasonably priced makes scrumptious lunch dinner makes scrumptious,ingredient nicely marinated reasonably priced make scrumptious lunch dinner make scrumptious,ingredi nice marin reason price make scrumptiou lunch dinner make scrumptiou,ingredients nicely marinated reasonably priced makes scrumptious lunch dinner makes scrumptious,ingredients nicely marinated reasonably priced makes scrumptious lunch dinner makes scrumptious,ingredi nice marin reason price make scrumptiou lunch dinner make scrumptiou,ingredient nicely marinated reasonably priced make scrumptious lunch dinner make scrumptious,ingredi nice marin reason price make scrumptiou lunch dinner make scrumptiou,ingredient nicely marinated reasonably priced make scrumptious lunch dinner make scrumptious,1.0
kei-kaisendon-1,Signature Don,Alicia Ho,portion,upgraded large size got,upgraded large size got,upgrad larg size got,upgraded large size got,upgraded large size got,upgrad larg size got,upgraded large size got,upgrad larg size got,upgraded large size got,1.0
kei-kaisendon-1,Signature Don,Alicia Ho,price,fresh ingredients nicely marinated reasonably priced,fresh ingredient nicely marinated reasonably priced,fresh ingredi nice marin reason price,fresh ingredients nicely marinated reasonably priced,fresh ingredients nicely marinated reasonably priced,fresh ingredi nice marin reason price,fresh ingredient nicely marinated reasonably priced,fresh ingredi nice marin reason price,fresh ingredient nicely marinated reasonably priced,1.0
kei-kaisendon-1,🤢 Cold Microwaved Drumlets,Jannes Koriadi,food,stuck like microwaved food,stuck like microwaved food,stuck like microwav food,stuck like microwaved food,stuck like microwaved food,stuck like microwav food,stuck like microwaved food,stuck like microwav food,stuck like microwaved food,-1.0
kei-kaisendon-1,🤢 Cold Microwaved Drumlets,Jannes Koriadi,portion,okay portion size small,okay portion size small,okay portion size small,okay portion size small,okay portion size small,okay portion size small,okay portion size small,okay portion size small,okay portion size small,-1.0
kei-kaisendon-1,🤢 Cold Microwaved Drumlets,Jannes Koriadi,service,service brusque,service brusque,servic brusqu,service brusque,service brusque,servic brusqu,service brusque,servic brusqu,service brusque,-1.0
kfc-54,Kentaco,Siming T,food,use chicken replace carbohydrates portion mexican icon patty shreds ingredients chilli sauce deem fit replace carbohydrates portion appear like patty shreds ingredients,use chicken replace carbohydrate portion mexican icon patty shred ingredient chilli sauce deem fit replace carbohydrate portion appear like patty shred ingredient,use chicken replac carbohydr portion mexican icon patti shred ingredi chilli sauc deem fit replac carbohydr portion appear like patti shred ingredi,use chicken replace carbohydrates portion mexican icon patty shreds ingredients chilli sauce deem fit replace carbohydrates portion appear like patty shreds ingredients,use chicken replace carbohydrates portion mexican icon patty shreds ingredients chilli sauce deem fit replace carbohydrates portion appear like patty shreds ingredients,use chicken replac carbohydr portion mexican icon patti shred ingredi chilli sauc deem fit replac carbohydr portion appear like patti shred ingredi,use chicken replace carbohydrate portion mexican icon patty shred ingredient chilli sauce deem fit replace carbohydrate portion appear like patty shred ingredient,use chicken replac carbohydr portion mexican icon patti shred ingredi chilli sauc deem fit replac carbohydr portion appear like patti shred ingredi,use chicken replace carbohydrate portion mexican icon patty shred ingredient chilli sauce deem fit replace carbohydrate portion appear like patty shred ingredient,0.0
kfc-54,Mac 'N Cheese Zinger,Thiam Peng Tan,food,zingera bit sickening slightly acceptable double tasted like cheese sticks pizza chains,zingera bit sickening slightly acceptable double tasted like cheese stick pizza chain,zingera bit sicken slightli accept doubl tast like chees stick pizza chain,zingera bit sickening slightly acceptable double tasted like cheese sticks pizza chains,zingera bit sickening slightly acceptable double tasted like cheese sticks pizza chains,zingera bit sicken slightli accept doubl tast like chees stick pizza chain,zingera bit sickening slightly acceptable double tasted like cheese stick pizza chain,zingera bit sicken slightli accept doubl tast like chees stick pizza chain,zingera bit sickening slightly acceptable double tasted like cheese stick pizza chain,-1.0
kfc-54,Mala Fried Chicken Meal,Loong Wye & Michelle Kwan,food,fried chicken mealmala meal spicy slight numbling sensation moist,fried chicken mealmala meal spicy slight numbling sensation moist,fri chicken mealmala meal spici slight numbl sensat moist,fried chicken mealmala meal spicy slight numbling sensation moist,fried chicken mealmala meal spicy slight numbling sensation moist,fri chicken mealmala meal spici slight numbl sensat moist,fried chicken mealmala meal spicy slight numbling sensation moist,fri chicken mealmala meal spici slight numbl sensat moist,fried chicken mealmala meal spicy slight numbling sensation moist,0.0
khan-saab-restaurant,The most perfect sunny side up I've seen in ages!,Gardenia Ong,food,favorite noodles,favorite noodle,favorit noodl,favorite noodles,favorite noodles,favorit noodl,favorite noodle,favorit noodl,favorite noodle,1.0
khan-saab-restaurant,"| S U P P E R | | $ 3 cheese , $ 1 plain |
...",Iris Lim,food,tastier curry springleaf importantly mozzerella cheese prata far bandung shot stuff amazing cheese favorite prata place,tastier curry springleaf importantly mozzerella cheese prata far bandung shot stuff amazing cheese favorite prata place,tastier curri springleaf importantli mozzerella chees prata far bandung shot stuff amaz chees favorit prata place,tastier curry springleaf importantly mozzerella cheese prata far bandung shot stuff amazing cheese favorite prata place,tastier curry springleaf importantly mozzerella cheese prata far bandung shot stuff amazing cheese favorite prata place,tastier curri springleaf importantli mozzerella chees prata far bandung shot stuff amaz chees favorit prata place,tastier curry springleaf importantly mozzerella cheese prata far bandung shot stuff amazing cheese favorite prata place,tastier curri springleaf importantli mozzerella chees prata far bandung shot stuff amaz chees favorit prata place,tastier curry springleaf importantly mozzerella cheese prata far bandung shot stuff amazing cheese favorite prata place,1.0
kims-place-seafood,Black Pepper Crab in Hotpot,sh.huan .,food,black pepper shiok ordered bacon cheese rolls meh hokkien mee mini desserts bad reviews place bad reviews place,black pepper shiok ordered bacon cheese roll meh hokkien mee mini dessert bad review place bad review place,black pepper shiok order bacon chees roll meh hokkien mee mini dessert bad review place bad review place,black pepper shiok ordered bacon cheese rolls meh hokkien mee mini desserts bad reviews place bad reviews place,black pepper shiok ordered bacon cheese rolls meh hokkien mee mini desserts bad reviews place bad reviews place,black pepper shiok order bacon chees roll meh hokkien mee mini dessert bad review place bad review place,black pepper shiok ordered bacon cheese roll meh hokkien mee mini dessert bad review place bad review place,black pepper shiok order bacon chees roll meh hokkien mee mini dessert bad review place bad review place,black pepper shiok ordered bacon cheese roll meh hokkien mee mini dessert bad review place bad review place,-1.0
kims-place-seafood,Black Pepper Crab in Hotpot,sh.huan .,price,priced good food working phone schedule time enjoyable inserts music hello half priced good food priced good food,priced good food working phone schedule time enjoyable insert music hello half priced good food priced good food,price good food work phone schedul time enjoy insert music hello half price good food price good food,priced good food working phone schedule time enjoyable inserts music hello half priced good food priced good food,priced good food working phone schedule time enjoyable inserts music hello half priced good food priced good food,price good food work phone schedul time enjoy insert music hello half price good food price good food,priced good food working phone schedule time enjoyable insert music hello half priced good food priced good food,price good food work phone schedul time enjoy insert music hello half price good food price good food,priced good food working phone schedule time enjoyable insert music hello half priced good food priced good food,1.0
kims-place-seafood,Black Pepper Crab in Hotpot,sh.huan .,service,helpful albeit service slow,helpful albeit service slow,help albeit servic slow,helpful albeit service slow,helpful albeit service slow,help albeit servic slow,helpful albeit service slow,help albeit servic slow,helpful albeit service slow,0.0
kims-place-seafood,Super yummy!,Clar Eng,food,braised mince meat sauce white rice,braised mince meat sauce white rice,brais minc meat sauc white rice,braised mince meat sauce white rice,braised mince meat sauce white rice,brais minc meat sauc white rice,braised mince meat sauce white rice,brais minc meat sauc white rice,braised mince meat sauce white rice,0.0
kims-place-seafood,Tasty food.,Lee Lilian,food,foodsg seafood,foodsg seafood,foodsg seafood,foodsg seafood,foodsg seafood,foodsg seafood,foodsg seafood,foodsg seafood,foodsg seafood,0.0
kims-place-seafood,"When i was just craving for this, the biggest plate of hokkien mee was presented right infront of me!",Ying Ying,food,know good left clean plate servings pork lard,know good left clean plate serving pork lard,know good left clean plate serv pork lard,know good left clean plate servings pork lard,know good left clean plate servings pork lard,know good left clean plate serv pork lard,know good left clean plate serving pork lard,know good left clean plate serv pork lard,know good left clean plate serving pork lard,0.0
kims-place-seafood,"When i was just craving for this, the biggest plate of hokkien mee was presented right infront of me!",Ying Ying,portion,generous servings pork lard right infront,generous serving pork lard right infront,gener serv pork lard right infront,generous servings pork lard right infront,generous servings pork lard right infront,gener serv pork lard right infront,generous serving pork lard right infront,gener serv pork lard right infront,generous serving pork lard right infront,1.0
kims-place-seafood,"When i was just craving for this, the biggest plate of hokkien mee was presented right infront of me!",Ying Ying,service,know good left clean plate,know good left clean plate,know good left clean plate,know good left clean plate,know good left clean plate,know good left clean plate,know good left clean plate,know good left clean plate,know good left clean plate,1.0
kims-place-seafood,X.O (Extra Oyster) Hokkien Mee from Kim's Place Hokkien Prawn Mee which I ordered from GrabFood (@grabfoodsg).,Shawn Loh,food,extra oyster hokkien mee kim place dynamically orgiastic crossover omelette hokkien mee extra oyster hokkien mee kim place,extra oyster hokkien mee kim place dynamically orgiastic crossover omelette hokkien mee extra oyster hokkien mee kim place,extra oyster hokkien mee kim place dynam orgiast crossov omelett hokkien mee extra oyster hokkien mee kim place,extra oyster hokkien mee kim place dynamically orgiastic crossover omelette hokkien mee extra oyster hokkien mee kim place,extra oyster hokkien mee kim place dynamically orgiastic crossover omelette hokkien mee extra oyster hokkien mee kim place,extra oyster hokkien mee kim place dynam orgiast crossov omelett hokkien mee extra oyster hokkien mee kim place,extra oyster hokkien mee kim place dynamically orgiastic crossover omelette hokkien mee extra oyster hokkien mee kim place,extra oyster hokkien mee kim place dynam orgiast crossov omelett hokkien mee extra oyster hokkien mee kim place,extra oyster hokkien mee kim place dynamically orgiastic crossover omelette hokkien mee extra oyster hokkien mee kim place,1.0
kims-place-seafood,X.O (Extra Oyster) Hokkien Mee from Kim's Place Hokkien Prawn Mee which I ordered from GrabFood (@grabfoodsg).,Shawn Loh,portion,generous servings egg serving generous servings egg serving,generous serving egg serving generous serving egg serving,gener serv egg serv gener serv egg serv,generous servings egg serving generous servings egg serving,generous servings egg serving generous servings egg serving,gener serv egg serv gener serv egg serv,generous serving egg serving generous serving egg serving,gener serv egg serv gener serv egg serv,generous serving egg serving generous serving egg serving,1.0
kith-at-millenia-walk,#cxyi @alanterlm @vanessaklx went to kith for brunch before catching giselle at esplanade.,Kenny Ter,food,pulled pork abit tough,pulled pork abit tough,pull pork abit tough,pulled pork abit tough,pulled pork abit tough,pull pork abit tough,pulled pork abit tough,pull pork abit tough,pulled pork abit tough,-1.0
kith-at-millenia-walk,#food #foodstagram #foodie #sgeats #foodinsta #foodporn #foodpics #foodgasm #nomnom #foodblog #forkyeah #foodphotography #hungry #instafood #yummyinmytummy #vscocam #vsco #instagood #foodphotography #foodforthought #f4f #likeforlike #hypebeast #delish #burpple #foodblogger #love #goat #yummy #feedyoursoul,Marcus Chua,food,delish love goat,delish love goat,delish love goat,delish love goat,delish love goat,delish love goat,delish love goat,delish love goat,delish love goat,1.0
kith-at-millenia-walk,Any fans of wraps 🌯 here?,Clancie Ng,food,wrap breaks heart bland watery instead tasty remotely like coleslaw purple cabbage sandwich tuna,wrap break heart bland watery instead tasty remotely like coleslaw purple cabbage sandwich tuna,wrap break heart bland wateri instead tasti remot like coleslaw purpl cabbag sandwich tuna,wrap breaks heart bland watery instead tasty remotely like coleslaw purple cabbage sandwich tuna,wrap breaks heart bland watery instead tasty remotely like coleslaw purple cabbage sandwich tuna,wrap break heart bland wateri instead tasti remot like coleslaw purpl cabbag sandwich tuna,wrap break heart bland watery instead tasty remotely like coleslaw purple cabbage sandwich tuna,wrap break heart bland wateri instead tasti remot like coleslaw purpl cabbag sandwich tuna,wrap break heart bland watery instead tasty remotely like coleslaw purple cabbage sandwich tuna,-1.0
kith-at-millenia-walk,"Average Food, Long Wait",CL L.,food,good impression food millenia walk utterly disappointing good impression food,good impression food millenia walk utterly disappointing good impression food,good impress food millenia walk utterli disappoint good impress food,good impression food millenia walk utterly disappointing good impression food,good impression food millenia walk utterly disappointing good impression food,good impress food millenia walk utterli disappoint good impress food,good impression food millenia walk utterly disappointing good impression food,good impress food millenia walk utterli disappoint good impress food,good impression food millenia walk utterly disappointing good impression food,1.0
kith-at-millenia-walk,"Average Food, Long Wait",CL L.,portion,utterly disappointing,utterly disappointing,utterli disappoint,utterly disappointing,utterly disappointing,utterli disappoint,utterly disappointing,utterli disappoint,utterly disappointing,-1.0
kith-at-millenia-walk,"Average Food, Long Wait",CL L.,price,value money,value money,valu money,value money,value money,valu money,value money,valu money,value money,1.0
kith-at-millenia-walk,"Average Food, Long Wait",CL L.,service,wrong dish worse waiter forgotten submit orders waited vain,wrong dish worse waiter forgotten submit order waited vain,wrong dish wors waiter forgotten submit order wait vain,wrong dish worse waiter forgotten submit orders waited vain,wrong dish worse waiter forgotten submit orders waited vain,wrong dish wors waiter forgotten submit order wait vain,wrong dish worse waiter forgotten submit order waited vain,wrong dish wors waiter forgotten submit order wait vain,wrong dish worse waiter forgotten submit order waited vain,-1.0
kith-at-millenia-walk,"Average Food, Long Wait",CL L.,sfood,waitused visit kith cafe park mall good impression,waitused visit kith cafe park mall good impression,waitus visit kith cafe park mall good impress,waitused visit kith cafe park mall good impression,waitused visit kith cafe park mall good impression,waitus visit kith cafe park mall good impress,waitused visit kith cafe park mall good impression,waitus visit kith cafe park mall good impress,waitused visit kith cafe park mall good impression,1.0
