restaurant_code,review_title,account_name,new_aspect_1,phrase,phrase_lemma,phrase_stem,phrase_emoticon_generic,phrase_emoticon_unique,phrase_stem_emoticon_generic,phrase_lemma_emoticon_generic,phrase_stem_emoticon_unique,phrase_lemma_emoticon_unique,label
328-katong-laksa,328 Katong Laksa [Approx $6 for small] • The only kind of laksa that you only eat with a spoon.,Cassandra Chew,portion,laksa approx small kind laksa eat,laksa approx small kind laksa eat,laksa approx small kind laksa eat,laksa approx small kind laksa eat,laksa approx small kind laksa eat,laksa approx small kind laksa eat,laksa approx small kind laksa eat,laksa approx small kind laksa eat,laksa approx small kind laksa eat,-1.0
328-katong-laksa,328 Katong Laksa.,Just A Fat Boi,food,laksa lemak rice noodles cut small pieces feels weird genius bowl otah otah laksa,laksa lemak rice noodle cut small piece feel weird genius bowl otah otah laksa,laksa lemak rice noodl cut small piec feel weird geniu bowl otah otah laksa,laksa lemak rice noodles cut small pieces feels weird genius bowl otah good otah good laksa,laksa lemak rice noodles cut small pieces feels weird genius bowl otah emojigood otah emojigood laksa,laksa lemak rice noodl cut small piec feel weird geniu bowl otah good otah good laksa,laksa lemak rice noodle cut small piece feel weird genius bowl otah good otah good laksa,laksa lemak rice noodl cut small piec feel weird geniu bowl otah emojigood otah emojigood laksa,laksa lemak rice noodle cut small piece feel weird genius bowl otah emojigood otah emojigood laksa,-1.0
328-katong-laksa,328 katong laksa again.,Seth Lui,food,katong laksa,katong laksa,katong laksa,katong laksa,katong laksa,katong laksa,katong laksa,katong laksa,katong laksa,0.0
328-katong-laksa,Bought 328 Katong Laksa for dinner!,En Guo Teo,food,katong laksa satisfied craving,katong laksa satisfied craving,katong laksa satisfi crave,katong laksa satisfied craving,katong laksa satisfied craving,katong laksa satisfi crave,katong laksa satisfied craving,katong laksa satisfi crave,katong laksa satisfied craving,1.0
328-katong-laksa,Buying laksa for mom's lunch.,Gardenia Ong,food,katong lunch,katong lunch,katong lunch,katong lunch,katong lunch,katong lunch,katong lunch,katong lunch,katong lunch,0.0
328-katong-laksa,Famous #katong #laksa #yummy #foodporn,Loon Wah,food,katong laksa,katong laksa,katong laksa,katong laksa,katong laksa,katong laksa,katong laksa,katong laksa,katong laksa,0.0
328-katong-laksa,Famous Katong Laksa.,Alan Tan,portion,medium size medium size,medium size medium size,medium size medium size,medium size medium size,medium size medium size,medium size medium size,medium size medium size,medium size medium size,medium size medium size,0.0
328-katong-laksa,Finally katong laksa!,Felicia Levina,food,yummy,yummy,yummi,yummy,yummy,yummi,yummy,yummi,yummy,1.0
328-katong-laksa,Having some Katong Laksa that got the Bib Gourmand by MG.,Keropok Man,food,katong laksa got bib gourmand,katong laksa got bib gourmand,katong laksa got bib gourmand,katong laksa got bib gourmand,katong laksa got bib gourmand,katong laksa got bib gourmand,katong laksa got bib gourmand,katong laksa got bib gourmand,katong laksa got bib gourmand,0.0
328-katong-laksa,I was actually craving for this 328 katong laksa for weeks..,Spoons Of Delights,food,katong laksa weeks no chopsticks beehoon kind longer eaten eat laksa flavourful coconuty soup spicy katonglaksa,katong laksa week no chopstick beehoon kind longer eaten eat laksa flavourful coconuty soup spicy katonglaksa,katong laksa week no chopstick beehoon kind longer eaten eat laksa flavour coconuti soup spici katonglaksa,katong laksa weeks no chopsticks beehoon kind longer eaten eat laksa flavourful coconuty soup spicy katonglaksa,katong laksa weeks no chopsticks beehoon kind longer eaten eat laksa flavourful coconuty soup spicy katonglaksa,katong laksa week no chopstick beehoon kind longer eaten eat laksa flavour coconuti soup spici katonglaksa,katong laksa week no chopstick beehoon kind longer eaten eat laksa flavourful coconuty soup spicy katonglaksa,katong laksa week no chopstick beehoon kind longer eaten eat laksa flavour coconuti soup spici katonglaksa,katong laksa week no chopstick beehoon kind longer eaten eat laksa flavourful coconuty soup spicy katonglaksa,1.0
328-katong-laksa,"In the eastern hood of Singapore, which is really foodie land.",Daniel Food Diary,food,ramsay laksa,ramsay laksa,ramsay laksa,ramsay laksa,ramsay laksa,ramsay laksa,ramsay laksa,ramsay laksa,ramsay laksa,0.0
328-katong-laksa,Katong Laksa,Bryan Soh,food,katong laksa special famous authentic katong laksa,katong laksa special famous authentic katong laksa,katong laksa special famou authent katong laksa,katong laksa special famous authentic katong laksa,katong laksa special famous authentic katong laksa,katong laksa special famou authent katong laksa,katong laksa special famous authentic katong laksa,katong laksa special famou authent katong laksa,katong laksa special famous authentic katong laksa,1.0
328-katong-laksa,Katong Laksa,Bryan Soh,time,time,time,time,time,time,time,time,time,time,0.0
328-katong-laksa,Katong Laksa,Gildon Choo,food,cravings laksa goes signature katong,craving laksa go signature katong,crave laksa goe signatur katong,cravings laksa goes signature katong,cravings laksa goes signature katong,crave laksa goe signatur katong,craving laksa go signature katong,crave laksa goe signatur katong,craving laksa go signature katong,1.0
328-katong-laksa,Katong Laksa,Jodie Hia,food,katong laksa,katong laksa,katong laksa,katong laksa,katong laksa,katong laksa,katong laksa,katong laksa,katong laksa,0.0
328-katong-laksa,Katong Laksa ($5.50),Shaun Sim,food,expect laksa taste good not exceptional sadly waste money taste good not exceptional sadly waste money,expect laksa taste good not exceptional sadly waste money taste good not exceptional sadly waste money,expect laksa tast good not except sadli wast money tast good not except sadli wast money,expect laksa taste good not exceptional sadly waste money taste good not exceptional sadly waste money,expect laksa taste good not exceptional sadly waste money taste good not exceptional sadly waste money,expect laksa tast good not except sadli wast money tast good not except sadli wast money,expect laksa taste good not exceptional sadly waste money taste good not exceptional sadly waste money,expect laksa tast good not except sadli wast money tast good not except sadli wast money,expect laksa taste good not exceptional sadly waste money taste good not exceptional sadly waste money,-1.0
328-katong-laksa,Katong Laksa ($5.50),Shaun Sim,price,waste money,waste money,wast money,waste money,waste money,wast money,waste money,wast money,waste money,-1.0
328-katong-laksa,Katong Laksa With Onsen Egg,Regina Xie,food,laksa onsen egglovely edition egg,laksa onsen egglovely edition egg,laksa onsen egglov edit egg,laksa onsen egglovely edition egg,laksa onsen egglovely edition egg,laksa onsen egglov edit egg,laksa onsen egglovely edition egg,laksa onsen egglov edit egg,laksa onsen egglovely edition egg,1.0
328-katong-laksa,Laksa,Super C,portion,small portion,small portion,small portion,small portion,small portion,small portion,small portion,small portion,small portion,-1.0
328-katong-laksa,Laksa [$5.50],Wei Zhi Chiang,food,impressed,impressed,impress,impressed,impressed,impress,impressed,impress,impressed,1.0
328-katong-laksa,Laksa [$5.50],Wei Zhi Chiang,price,felt kinda pricey kinda pricey portion,felt kinda pricey kinda pricey portion,felt kinda pricey kinda pricey portion,felt kinda pricey kinda pricey portion,felt kinda pricey kinda pricey portion,felt kinda pricey kinda pricey portion,felt kinda pricey kinda pricey portion,felt kinda pricey kinda pricey portion,felt kinda pricey kinda pricey portion,-1.0
328-katong-laksa,Laksa time @xiaoxi133 #katong #lsksa #sg #foodporn #foodgasm #instafood #instadaily #iphonesia,Felicia Levina,food,time xiaoxi katong lsksa time xiaoxi katong lsksa,time xiaoxi katong lsksa time xiaoxi katong lsksa,time xiaoxi katong lsksa time xiaoxi katong lsksa,time xiaoxi katong lsksa time xiaoxi katong lsksa,time xiaoxi katong lsksa time xiaoxi katong lsksa,time xiaoxi katong lsksa time xiaoxi katong lsksa,time xiaoxi katong lsksa time xiaoxi katong lsksa,time xiaoxi katong lsksa time xiaoxi katong lsksa,time xiaoxi katong lsksa time xiaoxi katong lsksa,0.0
328-katong-laksa,Laksaaaa,Dino .,food,katong laksa,katong laksa,katong laksa,katong laksa,katong laksa,katong laksa,katong laksa,katong laksa,katong laksa,0.0
328-katong-laksa,Let's just keep eating 'cause it's FRIDAY.,Vanessa Lee,food,nice nicer,nice nicer,nice nicer,nice nicer,nice nicer,nice nicer,nice nicer,nice nicer,nice nicer,1.0
328-katong-laksa,Rainy days are laksa days...,Rafi Dean,food,rainy days laksa noms noodles,rainy day laksa noms noodle,raini day laksa nom noodl,rainy days laksa noms noodles,rainy days laksa noms noodles,raini day laksa nom noodl,rainy day laksa noms noodle,raini day laksa nom noodl,rainy day laksa noms noodle,0.0
328-katong-laksa,Satisfying Laksa at 328 Katong Laksa!,Joe Yang,food,katong laksa,katong laksa,katong laksa,katong laksa,katong laksa,katong laksa,katong laksa,katong laksa,katong laksa,0.0
328-katong-laksa,That Chilli Packet Tho...,Eatssentially .,food,laksa laksa,laksa laksa,laksa laksa,laksa laksa,laksa laksa,laksa laksa,laksa laksa,laksa laksa,laksa laksa,0.0
328-katong-laksa,That Chilli Packet Tho...,Eatssentially .,portion,big laksa,big laksa,big laksa,big laksa,big laksa,big laksa,big laksa,big laksa,big laksa,1.0
328-katong-laksa,That Chilli Packet Tho...,Eatssentially .,time,waiting time no waiting waiting time no waiting,waiting time no waiting waiting time no waiting,wait time no wait wait time no wait,waiting time no waiting waiting time no waiting,waiting time no waiting waiting time no waiting,wait time no wait wait time no wait,waiting time no waiting waiting time no waiting,wait time no wait wait time no wait,waiting time no waiting waiting time no waiting,1.0
328-katong-laksa,"The Michelin rated 328 Katong Laksa
Katong Laksa (small bowl) - $5.50 **For me, it tasted like the prima taste of Singapore Laksa...Nothing to shout about..",Calvin Lam Tuck Mun,food,tasted like prima taste singapore laksa katong laksa katong,tasted like prima taste singapore laksa katong laksa katong,tast like prima tast singapor laksa katong laksa katong,tasted like prima taste singapore laksa katong laksa katong,tasted like prima taste singapore laksa katong laksa katong,tast like prima tast singapor laksa katong laksa katong,tasted like prima taste singapore laksa katong laksa katong,tast like prima tast singapor laksa katong laksa katong,tasted like prima taste singapore laksa katong laksa katong,0.0
328-katong-laksa,"The Michelin rated 328 Katong Laksa
Katong Laksa (small bowl) - $5.50 **For me, it tasted like the prima taste of Singapore Laksa...Nothing to shout about..",Calvin Lam Tuck Mun,portion,small small bowl,small small bowl,small small bowl,small small bowl,small small bowl,small small bowl,small small bowl,small small bowl,small small bowl,-1.0
328-katong-laksa,The ONLY laksa I eat is 328 katong laksa.,Spoons Of Delights,food,laksa eat,laksa eat,laksa eat,laksa eat,laksa eat,laksa eat,laksa eat,laksa eat,laksa eat,0.0
328-katong-laksa,What's the Hype?,Kahlen O,ambience,air conditioning coild barely felt,air conditioning coild barely felt,air condit coild bare felt,air conditioning coild barely felt,air conditioning coild barely felt,air condit coild bare felt,air conditioning coild barely felt,air condit coild bare felt,air conditioning coild barely felt,-1.0
328-katong-laksa,What's the Hype?,Kahlen O,food,katong laksa bowl mediocre katong laksa,katong laksa bowl mediocre katong laksa,katong laksa bowl mediocr katong laksa,katong laksa bowl mediocre katong laksa,katong laksa bowl mediocre katong laksa,katong laksa bowl mediocr katong laksa,katong laksa bowl mediocre katong laksa,katong laksa bowl mediocr katong laksa,katong laksa bowl mediocre katong laksa,-1.0
328-katong-laksa,What's the Hype?,Kahlen O,price,think worth premium price worth premium price,think worth premium price worth premium price,think worth premium price worth premium price,think worth premium price worth premium price,think worth premium price worth premium price,think worth premium price worth premium price,think worth premium price worth premium price,think worth premium price worth premium price,think worth premium price worth premium price,1.0
328-katong-laksa,What's the Hype?,Kahlen O,service,hostile tables clean bad service,hostile table clean bad service,hostil tabl clean bad servic,hostile tables clean bad service,hostile tables clean bad service,hostil tabl clean bad servic,hostile table clean bad service,hostil tabl clean bad servic,hostile table clean bad service,-1.0
328-katong-laksa,Yummy 328 Katong Laksa!,Evelyn Foo,food,laksa singapore,laksa singapore,laksa singapor,laksa singapore,laksa singapore,laksa singapor,laksa singapore,laksa singapor,laksa singapore,0.0
328-katong-laksa,"[Katong] Undercooked strands of stiff rubber bands passed off as noodles, the broth lacking any depth of flavour, with only the flat taste of coconut ($7).",NUS FAT Club,food,passed noodles broth lacking flat taste coconut dayseat laksa no,passed noodle broth lacking flat taste coconut dayseat laksa no,pass noodl broth lack flat tast coconut dayseat laksa no,passed noodles broth lacking flat taste coconut dayseat laksa no,passed noodles broth lacking flat taste coconut dayseat laksa no,pass noodl broth lack flat tast coconut dayseat laksa no,passed noodle broth lacking flat taste coconut dayseat laksa no,pass noodl broth lack flat tast coconut dayseat laksa no,passed noodle broth lacking flat taste coconut dayseat laksa no,-1.0
328-katong-laksa,"“Welcome to Singapore, Day 9”
・
📌328 Katong Laksa
📌MARINE PARADE LAKSA
・
Comparing the taste of Laksa.",dori mingo,food,welcome singapore day katong laksa marine parade laksa katonglaksa,welcome singapore day katong laksa marine parade laksa katonglaksa,welcom singapor day katong laksa marin parad laksa katonglaksa,welcome singapore day katong laksa marine parade laksa katonglaksa,welcome singapore day katong laksa marine parade laksa katonglaksa,welcom singapor day katong laksa marin parad laksa katonglaksa,welcome singapore day katong laksa marine parade laksa katonglaksa,welcom singapor day katong laksa marin parad laksa katonglaksa,welcome singapore day katong laksa marine parade laksa katonglaksa,0.0
328-katong-laksa,"“Welcome to Singapore, Day 9”
・
📌328 Katong Laksa
📌MARINE PARADE LAKSA
・
Comparing the taste of Laksa.",dori mingo,portion,laksa laksa small,laksa laksa small,laksa laksa small,laksa laksa small,laksa laksa small,laksa laksa small,laksa laksa small,laksa laksa small,laksa laksa small,-1.0
333-bak-kut-teh,"Dinner with thy love @desmondodinson at 333 Bak Kut Teh in Balestier last Friday, and those pig intestines were really big and savoury!",Joanne Tan,food,friday pig intestines big chinesefood food foodie foodiesg,friday pig intestine big chinesefood food foodie foodiesg,friday pig intestin big chinesefood food foodi foodiesg,friday pig intestines big chinesefood food foodie foodiesg,friday pig intestines big chinesefood food foodie foodiesg,friday pig intestin big chinesefood food foodi foodiesg,friday pig intestine big chinesefood food foodie foodiesg,friday pig intestin big chinesefood food foodi foodiesg,friday pig intestine big chinesefood food foodie foodiesg,0.0
333-bak-kut-teh,"Dinner with thy love @desmondodinson at 333 Bak Kut Teh in Balestier last Friday, and those pig intestines were really big and savoury!",Joanne Tan,portion,friday pig intestines big,friday pig intestine big,friday pig intestin big,friday pig intestines big,friday pig intestines big,friday pig intestin big,friday pig intestine big,friday pig intestin big,friday pig intestine big,1.0
333-bak-kut-teh,Yumyum.😊,SHI JIA OOI,price,nice,nice,nice,nice,nice,nice,nice,nice,nice,1.0
3crab-teck-chye,Crabs!,Sam -,food,fresh not aroma taste,fresh not aroma taste,fresh not aroma tast,fresh not aroma taste,fresh not aroma taste,fresh not aroma tast,fresh not aroma taste,fresh not aroma tast,fresh not aroma taste,0.0
4-fingers-marina-square,"@4fingerssingapore
Singapore’s revolutionary casual dining brand 4FINGERS amps up the fried chicken dining experience with a brand-new, one-of-a-kind, Tom Yum Pop Crispy Chicken – a delightful explosion of flavours and sensation, courtesy of a sprinkling of popping candy crispies!",Makan Warrior,food,dining brand fried chicken new tom yum pop crispy popping candy way fingers taste fried chicken,dining brand fried chicken new tom yum pop crispy popping candy way finger taste fried chicken,dine brand fri chicken new tom yum pop crispi pop candi way finger tast fri chicken,dining brand fried chicken new tom yum pop crispy popping candy way fingers taste fried chicken,dining brand fried chicken new tom yum pop crispy popping candy way fingers taste fried chicken,dine brand fri chicken new tom yum pop crispi pop candi way finger tast fri chicken,dining brand fried chicken new tom yum pop crispy popping candy way finger taste fried chicken,dine brand fri chicken new tom yum pop crispi pop candi way finger tast fri chicken,dining brand fried chicken new tom yum pop crispy popping candy way finger taste fried chicken,0.0
4-fingers-marina-square,"@4fingerssingapore
Singapore’s revolutionary casual dining brand 4FINGERS amps up the fried chicken dining experience with a brand-new, one-of-a-kind, Tom Yum Pop Crispy Chicken – a delightful explosion of flavours and sensation, courtesy of a sprinkling of popping candy crispies!",Makan Warrior,time,limited time,limited time,limit time,limited time,limited time,limit time,limited time,limit time,limited time,0.0
4-fingers-marina-square,Craving for Fried Chicken since yesterday & finally dream came true 😍 🍗 6 pcs mixed (soy & spicy) ($8.45) all for myself 🤣,Judy Choong,food,fried chicken yesterday finally dream came true licking good licking good,fried chicken yesterday finally dream came true licking good licking good,fri chicken yesterday final dream came true lick good lick good,fried chicken yesterday finally dream came true good licking good licking good,fried chicken yesterday finally dream came true emojigood licking good licking good,fri chicken yesterday final dream came true good lick good lick good,fried chicken yesterday finally dream came true good licking good licking good,fri chicken yesterday final dream came true emojigood lick good lick good,fried chicken yesterday finally dream came true emojigood licking good licking good,1.0
4-fingers-marina-square,What a sinful way to end the weekend!,Posh Code,food,fried chicken wings garlic seasoning seaweed fries friedchicken fourfingers,fried chicken wing garlic seasoning seaweed fry friedchicken fourfingers,fri chicken wing garlic season seawe fri friedchicken fourfing,fried chicken wings garlic seasoning seaweed fries friedchicken fourfingers,fried chicken wings garlic seasoning seaweed fries friedchicken fourfingers,fri chicken wing garlic season seawe fri friedchicken fourfing,fried chicken wing garlic seasoning seaweed fry friedchicken fourfingers,fri chicken wing garlic season seawe fri friedchicken fourfing,fried chicken wing garlic seasoning seaweed fry friedchicken fourfingers,0.0
4-fingers-marina-square,"💥🍗Check out @gimme4fingers New Explosive Tom Yum Pop Crispy Chicken💥🍗Each Fried Chicken is meticulously hand brushed with their homemade Tom Yum Sauce- a mix of spicy, sour and salty flavors and topped with popping candy crispies for a touch of sweetness.",Sheryl Sherbakes,food,explosive tom yum pop crispy chicken fried popping candy crispies touch combined soy garlic hot sauce options form wingettes drumettes boneless bites friedchicken,explosive tom yum pop crispy chicken fried popping candy crispies touch combined soy garlic hot sauce option form wingettes drumettes boneless bite friedchicken,explos tom yum pop crispi chicken fri pop candi crispi touch combin soy garlic hot sauc option form wingett drumett boneless bite friedchicken,explosive tom yum pop crispy chicken bad fried popping candy crispies touch combined soy garlic hot sauce options form wingettes drumettes boneless bites friedchicken,explosive tom yum pop crispy chicken emojibad fried popping candy crispies touch combined soy garlic hot sauce options form wingettes drumettes boneless bites friedchicken,explos tom yum pop crispi chicken bad fri pop candi crispi touch combin soy garlic hot sauc option form wingett drumett boneless bite friedchicken,explosive tom yum pop crispy chicken bad fried popping candy crispies touch combined soy garlic hot sauce option form wingettes drumettes boneless bite friedchicken,explos tom yum pop crispi chicken emojibad fri pop candi crispi touch combin soy garlic hot sauc option form wingett drumett boneless bite friedchicken,explosive tom yum pop crispy chicken emojibad fried popping candy crispies touch combined soy garlic hot sauce option form wingettes drumettes boneless bite friedchicken,0.0
5-the-moments,"At SGD 8.80 for a #doublescoop #serving of #two #flavours I do not #recall, this was #expensive #icecream and not #memorable.",Reuben Lim,ambience,lovely seats ambience,lovely seat ambience,love seat ambienc,lovely seats ambience,lovely seats ambience,love seat ambienc,lovely seat ambience,love seat ambienc,lovely seat ambience,1.0
5-the-moments,"At SGD 8.80 for a #doublescoop #serving of #two #flavours I do not #recall, this was #expensive #icecream and not #memorable.",Reuben Lim,food,icecream,icecream,icecream,icecream,icecream,icecream,icecream,icecream,icecream,0.0
5-the-moments,"At SGD 8.80 for a #doublescoop #serving of #two #flavours I do not #recall, this was #expensive #icecream and not #memorable.",Reuben Lim,portion,doublescoop serving flavours not recall,doublescoop serving flavour not recall,doublescoop serv flavour not recal,doublescoop serving flavours not recall,doublescoop serving flavours not recall,doublescoop serv flavour not recal,doublescoop serving flavour not recall,doublescoop serv flavour not recal,doublescoop serving flavour not recall,0.0
5-the-moments,"At SGD 8.80 for a #doublescoop #serving of #two #flavours I do not #recall, this was #expensive #icecream and not #memorable.",Reuben Lim,price,expensive icecream,expensive icecream,expens icecream,expensive icecream,expensive icecream,expens icecream,expensive icecream,expens icecream,expensive icecream,-1.0
5-the-moments,Cafe At Tanjong Pagar,hayashi kazuko,ambience,amazing funky instagram worthy desserts vintage interior decor interior decor good vibes themoments,amazing funky instagram worthy dessert vintage interior decor interior decor good vibe themoments,amaz funki instagram worthi dessert vintag interior decor interior decor good vibe themoment,amazing funky instagram worthy desserts vintage interior decor interior decor good good vibes themoments,amazing funky instagram worthy desserts vintage interior decor interior decor emojigood good vibes themoments,amaz funki instagram worthi dessert vintag interior decor interior decor good good vibe themoment,amazing funky instagram worthy dessert vintage interior decor interior decor good good vibe themoments,amaz funki instagram worthi dessert vintag interior decor interior decor emojigood good vibe themoment,amazing funky instagram worthy dessert vintage interior decor interior decor emojigood good vibe themoments,1.0
5-the-moments,Charcoal Waffle for ✌🏼️with AFTER DINNER flavor ice cream🍦...,Mini YSF,food,icecream,icecream,icecream,icecream,icecream,icecream,icecream,icecream,icecream,0.0
5-the-moments,Dessert time!,May Man,food,redvelvet matchagreentea vanilla,redvelvet matchagreentea vanilla,redvelvet matchagreentea vanilla,redvelvet matchagreentea vanilla,redvelvet matchagreentea vanilla,redvelvet matchagreentea vanilla,redvelvet matchagreentea vanilla,redvelvet matchagreentea vanilla,redvelvet matchagreentea vanilla,0.0
5-the-moments,Free pour by our very talented barista.,5 The Moments,food,sgig latte tanjongpagar coffee,sgig latte tanjongpagar coffee,sgig latt tanjongpagar coffe,sgig latte tanjongpagar coffee,sgig latte tanjongpagar coffee,sgig latt tanjongpagar coffe,sgig latte tanjongpagar coffee,sgig latt tanjongpagar coffe,sgig latte tanjongpagar coffee,0.0
5-the-moments,Good For Sharing,Alicia Ho,food,sharing different scoops ice cream waffle buttermilk matcha red velvet bud confused sharing different scoops ice cream,sharing different scoop ice cream waffle buttermilk matcha red velvet bud confused sharing different scoop ice cream,share differ scoop ice cream waffl buttermilk matcha red velvet bud confus share differ scoop ice cream,sharing different scoops ice cream waffle buttermilk matcha red velvet bud confused sharing different scoops ice cream,sharing different scoops ice cream waffle buttermilk matcha red velvet bud confused sharing different scoops ice cream,share differ scoop ice cream waffl buttermilk matcha red velvet bud confus share differ scoop ice cream,sharing different scoop ice cream waffle buttermilk matcha red velvet bud confused sharing different scoop ice cream,share differ scoop ice cream waffl buttermilk matcha red velvet bud confus share differ scoop ice cream,sharing different scoop ice cream waffle buttermilk matcha red velvet bud confused sharing different scoop ice cream,-1.0
5-the-moments,Majullah Singapura !,5 The Moments,food,ndp waffleicecream,ndp waffleicecream,ndp waffleicecream,ndp waffleicecream,ndp waffleicecream,ndp waffleicecream,ndp waffleicecream,ndp waffleicecream,ndp waffleicecream,0.0
5-the-moments,Our beloved coffee machine.,5 The Moments,food,beloved coffee,beloved coffee,belov coffe,beloved coffee,beloved coffee,belov coffe,beloved coffee,belov coffe,beloved coffee,1.0
5-the-moments,Plain Ice Cream,Huang Chunping,food,diluted earl grey bad,diluted earl grey bad,dilut earl grey bad,diluted earl grey bad,diluted earl grey bad,dilut earl grey bad,diluted earl grey bad,dilut earl grey bad,diluted earl grey bad,-1.0
5-the-moments,Plain Ice Cream,Huang Chunping,service,bad staff not friendly barely,bad staff not friendly barely,bad staff not friendli bare,bad staff not friendly barely,bad staff not friendly barely,bad staff not friendli bare,bad staff not friendly barely,bad staff not friendli bare,bad staff not friendly barely,-1.0
5-the-moments,Worst Truffle Fries,Yan Lim,food,good not fries,good not fry,good not fri,good not fries,good not fries,good not fri,good not fry,good not fri,good not fry,1.0
